sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,outer_d_branch,wall_branch,pn,angle,radius,mass_kg,material,standard_page,pdf_path,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,execution,coating,material_grade,washer_type,nominal_d_mm,gost_designation,supervised,base_sku,dim_d_inner,dim_flange_thickness,dim_pn_mpa,dim_page,dim_bolt_circle_d,dim_stud_count,dim_pn,dim_execution,dim_outer_diameter,description,attributes,dim_h4,dim_bolt_d,dim_flange_type,dim_seal_face,dim_series,dim_mass_kg
гост-33259-2015-300-pn16-01-09г2сP,ГОСТ 33259-2015,ГОСТ 33259-2015,фланцы,Фланцы,01,Фланец П 300-16-01-1-B-Ст.09Г2С-IV ГОСТ 33259-2015,300,,460,,,,16,,,22.9,09Г2С,1,pdf/отводы/ГОСТ_33259_2015.pdf,,,,,,1,,09Г2С,,,,True,гост-33259-2015-300-pn16-01,,32,,,410,12,16,1,460,Изделие по ГОСТ 33259-2015. Тип: 01. DN 300. PN 16 МПа. Исполнение 1.,dn=300; outer_diameter=460; pn=16; mass_kg=22.9; material=09Г2С; execution=1; material_grade=09Г2С; flange_type=01; seal_face=B; series=IV; pn=16; bolt_d=24; outer_diameter=460; bolt_circle_d=410; flange_thickness=32; stud_count=12; mass_kg=22.9; supervised=Да,,24,01,B,IV,22.9
гост-33259-2015-300-pn16-01-12х18н10т,ГОСТ 33259-2015,ГОСТ 33259-2015,фланцы,Фланцы,01,Фланец 300-16-01-1-B-Ст.12Х18Н10Т-IV ГОСТ 33259-2015,300,,460,,,,16,,,22.9,12Х18Н10Т,1,pdf/отводы/ГОСТ_33259_2015.pdf,,,,,,1,,12Х18Н10Т,,,,False,гост-33259-2015-300-pn16-01,,32,,,410,12,16,1,460,Изделие по ГОСТ 33259-2015. Тип: 01. DN 300. PN 16 МПа. Исполнение 1.,dn=300; outer_diameter=460; pn=16; mass_kg=22.9; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; flange_type=01; seal_face=B; series=IV; pn=16; bolt_d=24; outer_diameter=460; bolt_circle_d=410; flange_thickness=32; stud_count=12; mass_kg=22.9,,24,01,B,IV,22.9
гост-33259-2015-300-pn16-01-12х18н10тP,ГОСТ 33259-2015,ГОСТ 33259-2015,фланцы,Фланцы,01,Фланец П 300-16-01-1-B-Ст.12Х18Н10Т-IV ГОСТ 33259-2015,300,,460,,,,16,,,22.9,12Х18Н10Т,1,pdf/отводы/ГОСТ_33259_2015.pdf,,,,,,1,,12Х18Н10Т,,,,True,гост-33259-2015-300-pn16-01,,32,,,410,12,16,1,460,Изделие по ГОСТ 33259-2015. Тип: 01. DN 300. PN 16 МПа. Исполнение 1.,dn=300; outer_diameter=460; pn=16; mass_kg=22.9; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; flange_type=01; seal_face=B; series=IV; pn=16; bolt_d=24; outer_diameter=460; bolt_circle_d=410; flange_thickness=32; stud_count=12; mass_kg=22.9; supervised=Да,,24,01,B,IV,22.9
гост-33259-2015-300-pn16-01-08х18н10т,ГОСТ 33259-2015,ГОСТ 33259-2015,фланцы,Фланцы,01,Фланец 300-16-01-1-B-Ст.08Х18Н10Т-IV ГОСТ 33259-2015,300,,460,,,,16,,,22.9,08Х18Н10Т,1,pdf/отводы/ГОСТ_33259_2015.pdf,,,,,,1,,08Х18Н10Т,,,,False,гост-33259-2015-300-pn16-01,,32,,,410,12,16,1,460,Изделие по ГОСТ 33259-2015. Тип: 01. DN 300. PN 16 МПа. Исполнение 1.,dn=300; outer_diameter=460; pn=16; mass_kg=22.9; material=08Х18Н10Т; execution=1; material_grade=08Х18Н10Т; flange_type=01; seal_face=B; series=IV; pn=16; bolt_d=24; outer_diameter=460; bolt_circle_d=410; flange_thickness=32; stud_count=12; mass_kg=22.9,,24,01,B,IV,22.9
гост-33259-2015-300-pn16-01-10,ГОСТ 33259-2015,ГОСТ 33259-2015,фланцы,Фланцы,01,Фланец 300-16-01-1-B-Ст.10-IV ГОСТ 33259-2015,300,,460,,,,16,,,22.9,10,1,pdf/отводы/ГОСТ_33259_2015.pdf,,,,,,1,,10,,,,False,гост-33259-2015-300-pn16-01,,32,,,410,12,16,1,460,Изделие по ГОСТ 33259-2015. Тип: 01. DN 300. PN 16 МПа. Исполнение 1.,dn=300; outer_diameter=460; pn=16; mass_kg=22.9; material=10; execution=1; material_grade=10; flange_type=01; seal_face=B; series=IV; pn=16; bolt_d=24; outer_diameter=460; bolt_circle_d=410; flange_thickness=32; stud_count=12; mass_kg=22.9,,24,01,B,IV,22.9
гост-33259-2015-300-pn16-01-17г1с,ГОСТ 33259-2015,ГОСТ 33259-2015,фланцы,Фланцы,01,Фланец 300-16-01-1-B-Ст.17Г1С-IV ГОСТ 33259-2015,300,,460,,,,16,,,22.9,17Г1С,1,pdf/отводы/ГОСТ_33259_2015.pdf,,,,,,1,,17Г1С,,,,False,гост-33259-2015-300-pn16-01,,32,,,410,12,16,1,460,Изделие по ГОСТ 33259-2015. Тип: 01. DN 300. PN 16 МПа. Исполнение 1.,dn=300; outer_diameter=460; pn=16; mass_kg=22.9; material=17Г1С; execution=1; material_grade=17Г1С; flange_type=01; seal_face=B; series=IV; pn=16; bolt_d=24; outer_diameter=460; bolt_circle_d=410; flange_thickness=32; stud_count=12; mass_kg=22.9,,24,01,B,IV,22.9
гост-33259-2015-300-pn16-01-17г1сP,ГОСТ 33259-2015,ГОСТ 33259-2015,фланцы,Фланцы,01,Фланец П 300-16-01-1-B-Ст.17Г1С-IV ГОСТ 33259-2015,300,,460,,,,16,,,22.9,17Г1С,1,pdf/отводы/ГОСТ_33259_2015.pdf,,,,,,1,,17Г1С,,,,True,гост-33259-2015-300-pn16-01,,32,,,410,12,16,1,460,Изделие по ГОСТ 33259-2015. Тип: 01. DN 300. PN 16 МПа. Исполнение 1.,dn=300; outer_diameter=460; pn=16; mass_kg=22.9; material=17Г1С; execution=1; material_grade=17Г1С; flange_type=01; seal_face=B; series=IV; pn=16; bolt_d=24; outer_diameter=460; bolt_circle_d=410; flange_thickness=32; stud_count=12; mass_kg=22.9; supervised=Да,,24,01,B,IV,22.9
гост-33259-2015-300-pn16-01-13хфа,ГОСТ 33259-2015,ГОСТ 33259-2015,фланцы,Фланцы,01,Фланец 300-16-01-1-B-Ст.13ХФА-IV ГОСТ 33259-2015,300,,460,,,,16,,,22.9,13ХФА,1,pdf/отводы/ГОСТ_33259_2015.pdf,,,,,,1,,13ХФА,,,,False,гост-33259-2015-300-pn16-01,,32,,,410,12,16,1,460,Изделие по ГОСТ 33259-2015. Тип: 01. DN 300. PN 16 МПа. Исполнение 1.,dn=300; outer_diameter=460; pn=16; mass_kg=22.9; material=13ХФА; execution=1; material_grade=13ХФА; flange_type=01; seal_face=B; series=IV; pn=16; bolt_d=24; outer_diameter=460; bolt_circle_d=410; flange_thickness=32; stud_count=12; mass_kg=22.9,,24,01,B,IV,22.9
гост-33259-2015-300-pn25-01-20,ГОСТ 33259-2015,ГОСТ 33259-2015,фланцы,Фланцы,01,Фланец 300-25-01-1-B-Ст.20-IV ГОСТ 33259-2015,300,,485,,,,25,,,34.6,20,1,pdf/отводы/ГОСТ_33259_2015.pdf,,,,,,1,,20,,,,False,гост-33259-2015-300-pn25-01,,36,,,430,16,25,1,485,Изделие по ГОСТ 33259-2015. Тип: 01. DN 300. PN 25 МПа. Исполнение 1.,dn=300; outer_diameter=485; pn=25; mass_kg=34.6; material=20; execution=1; material_grade=20; flange_type=01; seal_face=B; series=IV; pn=25; bolt_d=27; outer_diameter=485; bolt_circle_d=430; flange_thickness=36; stud_count=16; mass_kg=34.6,,27,01,B,IV,34.6
гост-33259-2015-300-pn25-01-09г2с,ГОСТ 33259-2015,ГОСТ 33259-2015,фланцы,Фланцы,01,Фланец 300-25-01-1-B-Ст.09Г2С-IV ГОСТ 33259-2015,300,,485,,,,25,,,34.6,09Г2С,1,pdf/отводы/ГОСТ_33259_2015.pdf,,,,,,1,,09Г2С,,,,False,гост-33259-2015-300-pn25-01,,36,,,430,16,25,1,485,Изделие по ГОСТ 33259-2015. Тип: 01. DN 300. PN 25 МПа. Исполнение 1.,dn=300; outer_diameter=485; pn=25; mass_kg=34.6; material=09Г2С; execution=1; material_grade=09Г2С; flange_type=01; seal_face=B; series=IV; pn=25; bolt_d=27; outer_diameter=485; bolt_circle_d=430; flange_thickness=36; stud_count=16; mass_kg=34.6,,27,01,B,IV,34.6
гост-33259-2015-300-pn25-01-09г2сP,ГОСТ 33259-2015,ГОСТ 33259-2015,фланцы,Фланцы,01,Фланец П 300-25-01-1-B-Ст.09Г2С-IV ГОСТ 33259-2015,300,,485,,,,25,,,34.6,09Г2С,1,pdf/отводы/ГОСТ_33259_2015.pdf,,,,,,1,,09Г2С,,,,True,гост-33259-2015-300-pn25-01,,36,,,430,16,25,1,485,Изделие по ГОСТ 33259-2015. Тип: 01. DN 300. PN 25 МПа. Исполнение 1.,dn=300; outer_diameter=485; pn=25; mass_kg=34.6; material=09Г2С; execution=1; material_grade=09Г2С; flange_type=01; seal_face=B; series=IV; pn=25; bolt_d=27; outer_diameter=485; bolt_circle_d=430; flange_thickness=36; stud_count=16; mass_kg=34.6; supervised=Да,,27,01,B,IV,34.6
гост-33259-2015-300-pn25-01-12х18н10т,ГОСТ 33259-2015,ГОСТ 33259-2015,фланцы,Фланцы,01,Фланец 300-25-01-1-B-Ст.12Х18Н10Т-IV ГОСТ 33259-2015,300,,485,,,,25,,,34.6,12Х18Н10Т,1,pdf/отводы/ГОСТ_33259_2015.pdf,,,,,,1,,12Х18Н10Т,,,,False,гост-33259-2015-300-pn25-01,,36,,,430,16,25,1,485,Изделие по ГОСТ 33259-2015. Тип: 01. DN 300. PN 25 МПа. Исполнение 1.,dn=300; outer_diameter=485; pn=25; mass_kg=34.6; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; flange_type=01; seal_face=B; series=IV; pn=25; bolt_d=27; outer_diameter=485; bolt_circle_d=430; flange_thickness=36; stud_count=16; mass_kg=34.6,,27,01,B,IV,34.6
гост-33259-2015-300-pn25-01-12х18н10тP,ГОСТ 33259-2015,ГОСТ 33259-2015,фланцы,Фланцы,01,Фланец П 300-25-01-1-B-Ст.12Х18Н10Т-IV ГОСТ 33259-2015,300,,485,,,,25,,,34.6,12Х18Н10Т,1,pdf/отводы/ГОСТ_33259_2015.pdf,,,,,,1,,12Х18Н10Т,,,,True,гост-33259-2015-300-pn25-01,,36,,,430,16,25,1,485,Изделие по ГОСТ 33259-2015. Тип: 01. DN 300. PN 25 МПа. Исполнение 1.,dn=300; outer_diameter=485; pn=25; mass_kg=34.6; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; flange_type=01; seal_face=B; series=IV; pn=25; bolt_d=27; outer_diameter=485; bolt_circle_d=430; flange_thickness=36; stud_count=16; mass_kg=34.6; supervised=Да,,27,01,B,IV,34.6
гост-33259-2015-300-pn25-01-08х18н10т,ГОСТ 33259-2015,ГОСТ 33259-2015,фланцы,Фланцы,01,Фланец 300-25-01-1-B-Ст.08Х18Н10Т-IV ГОСТ 33259-2015,300,,485,,,,25,,,34.6,08Х18Н10Т,1,pdf/отводы/ГОСТ_33259_2015.pdf,,,,,,1,,08Х18Н10Т,,,,False,гост-33259-2015-300-pn25-01,,36,,,430,16,25,1,485,Изделие по ГОСТ 33259-2015. Тип: 01. DN 300. PN 25 МПа. Исполнение 1.,dn=300; outer_diameter=485; pn=25; mass_kg=34.6; material=08Х18Н10Т; execution=1; material_grade=08Х18Н10Т; flange_type=01; seal_face=B; series=IV; pn=25; bolt_d=27; outer_diameter=485; bolt_circle_d=430; flange_thickness=36; stud_count=16; mass_kg=34.6,,27,01,B,IV,34.6
гост-33259-2015-300-pn25-01-10,ГОСТ 33259-2015,ГОСТ 33259-2015,фланцы,Фланцы,01,Фланец 300-25-01-1-B-Ст.10-IV ГОСТ 33259-2015,300,,485,,,,25,,,34.6,10,1,pdf/отводы/ГОСТ_33259_2015.pdf,,,,,,1,,10,,,,False,гост-33259-2015-300-pn25-01,,36,,,430,16,25,1,485,Изделие по ГОСТ 33259-2015. Тип: 01. DN 300. PN 25 МПа. Исполнение 1.,dn=300; outer_diameter=485; pn=25; mass_kg=34.6; material=10; execution=1; material_grade=10; flange_type=01; seal_face=B; series=IV; pn=25; bolt_d=27; outer_diameter=485; bolt_circle_d=430; flange_thickness=36; stud_count=16; mass_kg=34.6,,27,01,B,IV,34.6
гост-33259-2015-300-pn25-01-17г1с,ГОСТ 33259-2015,ГОСТ 33259-2015,фланцы,Фланцы,01,Фланец 300-25-01-1-B-Ст.17Г1С-IV ГОСТ 33259-2015,300,,485,,,,25,,,34.6,17Г1С,1,pdf/отводы/ГОСТ_33259_2015.pdf,,,,,,1,,17Г1С,,,,False,гост-33259-2015-300-pn25-01,,36,,,430,16,25,1,485,Изделие по ГОСТ 33259-2015. Тип: 01. DN 300. PN 25 МПа. Исполнение 1.,dn=300; outer_diameter=485; pn=25; mass_kg=34.6; material=17Г1С; execution=1; material_grade=17Г1С; flange_type=01; seal_face=B; series=IV; pn=25; bolt_d=27; outer_diameter=485; bolt_circle_d=430; flange_thickness=36; stud_count=16; mass_kg=34.6,,27,01,B,IV,34.6
гост-33259-2015-300-pn25-01-17г1сP,ГОСТ 33259-2015,ГОСТ 33259-2015,фланцы,Фланцы,01,Фланец П 300-25-01-1-B-Ст.17Г1С-IV ГОСТ 33259-2015,300,,485,,,,25,,,34.6,17Г1С,1,pdf/отводы/ГОСТ_33259_2015.pdf,,,,,,1,,17Г1С,,,,True,гост-33259-2015-300-pn25-01,,36,,,430,16,25,1,485,Изделие по ГОСТ 33259-2015. Тип: 01. DN 300. PN 25 МПа. Исполнение 1.,dn=300; outer_diameter=485; pn=25; mass_kg=34.6; material=17Г1С; execution=1; material_grade=17Г1С; flange_type=01; seal_face=B; series=IV; pn=25; bolt_d=27; outer_diameter=485; bolt_circle_d=430; flange_thickness=36; stud_count=16; mass_kg=34.6; supervised=Да,,27,01,B,IV,34.6
гост-33259-2015-300-pn25-01-13хфа,ГОСТ 33259-2015,ГОСТ 33259-2015,фланцы,Фланцы,01,Фланец 300-25-01-1-B-Ст.13ХФА-IV ГОСТ 33259-2015,300,,485,,,,25,,,34.6,13ХФА,1,pdf/отводы/ГОСТ_33259_2015.pdf,,,,,,1,,13ХФА,,,,False,гост-33259-2015-300-pn25-01,,36,,,430,16,25,1,485,Изделие по ГОСТ 33259-2015. Тип: 01. DN 300. PN 25 МПа. Исполнение 1.,dn=300; outer_diameter=485; pn=25; mass_kg=34.6; material=13ХФА; execution=1; material_grade=13ХФА; flange_type=01; seal_face=B; series=IV; pn=25; bolt_d=27; outer_diameter=485; bolt_circle_d=430; flange_thickness=36; stud_count=16; mass_kg=34.6,,27,01,B,IV,34.6
гост-33259-2015-300-pn1-01-20,ГОСТ 33259-2015,ГОСТ 33259-2015,фланцы,Фланцы,01,Фланец 300-1-01-1-B-Ст.20-IV ГОСТ 33259-2015,300,,435,,,,1,,,10.45,20,1,pdf/отводы/ГОСТ_33259_2015.pdf,,,,,,1,,20,,,,False,гост-33259-2015-300-pn1-01,,22,,,395,12,1,1,435,Изделие по ГОСТ 33259-2015. Тип: 01. DN 300. PN 1 МПа. Исполнение 1.,dn=300; outer_diameter=435; pn=1; mass_kg=10.45; material=20; execution=1; material_grade=20; flange_type=01; seal_face=B; series=IV; pn=1; bolt_d=20; flange_thickness=22; stud_count=12; outer_diameter=435; bolt_circle_d=395; mass_kg=10.45,,20,01,B,IV,10.45
гост-33259-2015-300-pn1-01-09г2с,ГОСТ 33259-2015,ГОСТ 33259-2015,фланцы,Фланцы,01,Фланец 300-1-01-1-B-Ст.09Г2С-IV ГОСТ 33259-2015,300,,435,,,,1,,,10.45,09Г2С,1,pdf/отводы/ГОСТ_33259_2015.pdf,,,,,,1,,09Г2С,,,,False,гост-33259-2015-300-pn1-01,,22,,,395,12,1,1,435,Изделие по ГОСТ 33259-2015. Тип: 01. DN 300. PN 1 МПа. Исполнение 1.,dn=300; outer_diameter=435; pn=1; mass_kg=10.45; material=09Г2С; execution=1; material_grade=09Г2С; flange_type=01; seal_face=B; series=IV; pn=1; bolt_d=20; flange_thickness=22; stud_count=12; outer_diameter=435; bolt_circle_d=395; mass_kg=10.45,,20,01,B,IV,10.45
гост-33259-2015-300-pn1-01-09г2сP,ГОСТ 33259-2015,ГОСТ 33259-2015,фланцы,Фланцы,01,Фланец П 300-1-01-1-B-Ст.09Г2С-IV ГОСТ 33259-2015,300,,435,,,,1,,,10.45,09Г2С,1,pdf/отводы/ГОСТ_33259_2015.pdf,,,,,,1,,09Г2С,,,,True,гост-33259-2015-300-pn1-01,,22,,,395,12,1,1,435,Изделие по ГОСТ 33259-2015. Тип: 01. DN 300. PN 1 МПа. Исполнение 1.,dn=300; outer_diameter=435; pn=1; mass_kg=10.45; material=09Г2С; execution=1; material_grade=09Г2С; flange_type=01; seal_face=B; series=IV; pn=1; bolt_d=20; flange_thickness=22; stud_count=12; outer_diameter=435; bolt_circle_d=395; mass_kg=10.45; supervised=Да,,20,01,B,IV,10.45
гост-33259-2015-300-pn1-01-12х18н10т,ГОСТ 33259-2015,ГОСТ 33259-2015,фланцы,Фланцы,01,Фланец 300-1-01-1-B-Ст.12Х18Н10Т-IV ГОСТ 33259-2015,300,,435,,,,1,,,10.45,12Х18Н10Т,1,pdf/отводы/ГОСТ_33259_2015.pdf,,,,,,1,,12Х18Н10Т,,,,False,гост-33259-2015-300-pn1-01,,22,,,395,12,1,1,435,Изделие по ГОСТ 33259-2015. Тип: 01. DN 300. PN 1 МПа. Исполнение 1.,dn=300; outer_diameter=435; pn=1; mass_kg=10.45; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; flange_type=01; seal_face=B; series=IV; pn=1; bolt_d=20; flange_thickness=22; stud_count=12; outer_diameter=435; bolt_circle_d=395; mass_kg=10.45,,20,01,B,IV,10.45
гост-33259-2015-300-pn1-01-12х18н10тP,ГОСТ 33259-2015,ГОСТ 33259-2015,фланцы,Фланцы,01,Фланец П 300-1-01-1-B-Ст.12Х18Н10Т-IV ГОСТ 33259-2015,300,,435,,,,1,,,10.45,12Х18Н10Т,1,pdf/отводы/ГОСТ_33259_2015.pdf,,,,,,1,,12Х18Н10Т,,,,True,гост-33259-2015-300-pn1-01,,22,,,395,12,1,1,435,Изделие по ГОСТ 33259-2015. Тип: 01. DN 300. PN 1 МПа. Исполнение 1.,dn=300; outer_diameter=435; pn=1; mass_kg=10.45; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; flange_type=01; seal_face=B; series=IV; pn=1; bolt_d=20; flange_thickness=22; stud_count=12; outer_diameter=435; bolt_circle_d=395; mass_kg=10.45; supervised=Да,,20,01,B,IV,10.45
гост-33259-2015-300-pn1-01-08х18н10т,ГОСТ 33259-2015,ГОСТ 33259-2015,фланцы,Фланцы,01,Фланец 300-1-01-1-B-Ст.08Х18Н10Т-IV ГОСТ 33259-2015,300,,435,,,,1,,,10.45,08Х18Н10Т,1,pdf/отводы/ГОСТ_33259_2015.pdf,,,,,,1,,08Х18Н10Т,,,,False,гост-33259-2015-300-pn1-01,,22,,,395,12,1,1,435,Изделие по ГОСТ 33259-2015. Тип: 01. DN 300. PN 1 МПа. Исполнение 1.,dn=300; outer_diameter=435; pn=1; mass_kg=10.45; material=08Х18Н10Т; execution=1; material_grade=08Х18Н10Т; flange_type=01; seal_face=B; series=IV; pn=1; bolt_d=20; flange_thickness=22; stud_count=12; outer_diameter=435; bolt_circle_d=395; mass_kg=10.45,,20,01,B,IV,10.45
гост-33259-2015-300-pn1-01-10,ГОСТ 33259-2015,ГОСТ 33259-2015,фланцы,Фланцы,01,Фланец 300-1-01-1-B-Ст.10-IV ГОСТ 33259-2015,300,,435,,,,1,,,10.45,10,1,pdf/отводы/ГОСТ_33259_2015.pdf,,,,,,1,,10,,,,False,гост-33259-2015-300-pn1-01,,22,,,395,12,1,1,435,Изделие по ГОСТ 33259-2015. Тип: 01. DN 300. PN 1 МПа. Исполнение 1.,dn=300; outer_diameter=435; pn=1; mass_kg=10.45; material=10; execution=1; material_grade=10; flange_type=01; seal_face=B; series=IV; pn=1; bolt_d=20; flange_thickness=22; stud_count=12; outer_diameter=435; bolt_circle_d=395; mass_kg=10.45,,20,01,B,IV,10.45
гост-33259-2015-300-pn1-01-17г1с,ГОСТ 33259-2015,ГОСТ 33259-2015,фланцы,Фланцы,01,Фланец 300-1-01-1-B-Ст.17Г1С-IV ГОСТ 33259-2015,300,,435,,,,1,,,10.45,17Г1С,1,pdf/отводы/ГОСТ_33259_2015.pdf,,,,,,1,,17Г1С,,,,False,гост-33259-2015-300-pn1-01,,22,,,395,12,1,1,435,Изделие по ГОСТ 33259-2015. Тип: 01. DN 300. PN 1 МПа. Исполнение 1.,dn=300; outer_diameter=435; pn=1; mass_kg=10.45; material=17Г1С; execution=1; material_grade=17Г1С; flange_type=01; seal_face=B; series=IV; pn=1; bolt_d=20; flange_thickness=22; stud_count=12; outer_diameter=435; bolt_circle_d=395; mass_kg=10.45,,20,01,B,IV,10.45
гост-33259-2015-300-pn1-01-17г1сP,ГОСТ 33259-2015,ГОСТ 33259-2015,фланцы,Фланцы,01,Фланец П 300-1-01-1-B-Ст.17Г1С-IV ГОСТ 33259-2015,300,,435,,,,1,,,10.45,17Г1С,1,pdf/отводы/ГОСТ_33259_2015.pdf,,,,,,1,,17Г1С,,,,True,гост-33259-2015-300-pn1-01,,22,,,395,12,1,1,435,Изделие по ГОСТ 33259-2015. Тип: 01. DN 300. PN 1 МПа. Исполнение 1.,dn=300; outer_diameter=435; pn=1; mass_kg=10.45; material=17Г1С; execution=1; material_grade=17Г1С; flange_type=01; seal_face=B; series=IV; pn=1; bolt_d=20; flange_thickness=22; stud_count=12; outer_diameter=435; bolt_circle_d=395; mass_kg=10.45; supervised=Да,,20,01,B,IV,10.45
гост-33259-2015-300-pn1-01-13хфа,ГОСТ 33259-2015,ГОСТ 33259-2015,фланцы,Фланцы,01,Фланец 300-1-01-1-B-Ст.13ХФА-IV ГОСТ 33259-2015,300,,435,,,,1,,,10.45,13ХФА,1,pdf/отводы/ГОСТ_33259_2015.pdf,,,,,,1,,13ХФА,,,,False,гост-33259-2015-300-pn1-01,,22,,,395,12,1,1,435,Изделие по ГОСТ 33259-2015. Тип: 01. DN 300. PN 1 МПа. Исполнение 1.,dn=300; outer_diameter=435; pn=1; mass_kg=10.45; material=13ХФА; execution=1; material_grade=13ХФА; flange_type=01; seal_face=B; series=IV; pn=1; bolt_d=20; flange_thickness=22; stud_count=12; outer_diameter=435; bolt_circle_d=395; mass_kg=10.45,,20,01,B,IV,10.45
гост-33259-2015-300-pn2p5-01-20,ГОСТ 33259-2015,ГОСТ 33259-2015,фланцы,Фланцы,01,Фланец 300-2.5-01-1-B-Ст.20-IV ГОСТ 33259-2015,300,,435,,,,2.5,,,10.45,20,1,pdf/отводы/ГОСТ_33259_2015.pdf,,,,,,1,,20,,,,False,гост-33259-2015-300-pn2p5-01,,22,,,395,12,2.5,1,435,Изделие по ГОСТ 33259-2015. Тип: 01. DN 300. PN 2.5 МПа. Исполнение 1.,dn=300; outer_diameter=435; pn=2.5; mass_kg=10.45; material=20; execution=1; material_grade=20; flange_type=01; seal_face=B; series=IV; pn=2.5; outer_diameter=435; bolt_circle_d=395; flange_thickness=22; bolt_d=20; stud_count=12; mass_kg=10.45,,20,01,B,IV,10.45
гост-33259-2015-300-pn2p5-01-09г2с,ГОСТ 33259-2015,ГОСТ 33259-2015,фланцы,Фланцы,01,Фланец 300-2.5-01-1-B-Ст.09Г2С-IV ГОСТ 33259-2015,300,,435,,,,2.5,,,10.45,09Г2С,1,pdf/отводы/ГОСТ_33259_2015.pdf,,,,,,1,,09Г2С,,,,False,гост-33259-2015-300-pn2p5-01,,22,,,395,12,2.5,1,435,Изделие по ГОСТ 33259-2015. Тип: 01. DN 300. PN 2.5 МПа. Исполнение 1.,dn=300; outer_diameter=435; pn=2.5; mass_kg=10.45; material=09Г2С; execution=1; material_grade=09Г2С; flange_type=01; seal_face=B; series=IV; pn=2.5; outer_diameter=435; bolt_circle_d=395; flange_thickness=22; bolt_d=20; stud_count=12; mass_kg=10.45,,20,01,B,IV,10.45
гост-33259-2015-300-pn2p5-01-09г2сP,ГОСТ 33259-2015,ГОСТ 33259-2015,фланцы,Фланцы,01,Фланец П 300-2.5-01-1-B-Ст.09Г2С-IV ГОСТ 33259-2015,300,,435,,,,2.5,,,10.45,09Г2С,1,pdf/отводы/ГОСТ_33259_2015.pdf,,,,,,1,,09Г2С,,,,True,гост-33259-2015-300-pn2p5-01,,22,,,395,12,2.5,1,435,Изделие по ГОСТ 33259-2015. Тип: 01. DN 300. PN 2.5 МПа. Исполнение 1.,dn=300; outer_diameter=435; pn=2.5; mass_kg=10.45; material=09Г2С; execution=1; material_grade=09Г2С; flange_type=01; seal_face=B; series=IV; pn=2.5; outer_diameter=435; bolt_circle_d=395; flange_thickness=22; bolt_d=20; stud_count=12; mass_kg=10.45; supervised=Да,,20,01,B,IV,10.45
гост-33259-2015-300-pn2p5-01-12х18н10т,ГОСТ 33259-2015,ГОСТ 33259-2015,фланцы,Фланцы,01,Фланец 300-2.5-01-1-B-Ст.12Х18Н10Т-IV ГОСТ 33259-2015,300,,435,,,,2.5,,,10.45,12Х18Н10Т,1,pdf/отводы/ГОСТ_33259_2015.pdf,,,,,,1,,12Х18Н10Т,,,,False,гост-33259-2015-300-pn2p5-01,,22,,,395,12,2.5,1,435,Изделие по ГОСТ 33259-2015. Тип: 01. DN 300. PN 2.5 МПа. Исполнение 1.,dn=300; outer_diameter=435; pn=2.5; mass_kg=10.45; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; flange_type=01; seal_face=B; series=IV; pn=2.5; outer_diameter=435; bolt_circle_d=395; flange_thickness=22; bolt_d=20; stud_count=12; mass_kg=10.45,,20,01,B,IV,10.45
гост-33259-2015-300-pn2p5-01-12х18н10тP,ГОСТ 33259-2015,ГОСТ 33259-2015,фланцы,Фланцы,01,Фланец П 300-2.5-01-1-B-Ст.12Х18Н10Т-IV ГОСТ 33259-2015,300,,435,,,,2.5,,,10.45,12Х18Н10Т,1,pdf/отводы/ГОСТ_33259_2015.pdf,,,,,,1,,12Х18Н10Т,,,,True,гост-33259-2015-300-pn2p5-01,,22,,,395,12,2.5,1,435,Изделие по ГОСТ 33259-2015. Тип: 01. DN 300. PN 2.5 МПа. Исполнение 1.,dn=300; outer_diameter=435; pn=2.5; mass_kg=10.45; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; flange_type=01; seal_face=B; series=IV; pn=2.5; outer_diameter=435; bolt_circle_d=395; flange_thickness=22; bolt_d=20; stud_count=12; mass_kg=10.45; supervised=Да,,20,01,B,IV,10.45
