sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,outer_d_branch,wall_branch,pn,angle,radius,mass_kg,material,standard_page,pdf_path,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,execution,coating,material_grade,washer_type,nominal_d_mm,gost_designation,supervised,base_sku,dim_execution,dim_bend_type,dim_radius_ratio,dim_connection,dim_construction,dim_radius_mm,dim_f_mm,dim_h_mm,dim_c_mm,dim_b_mm,dim_gost_designation,woo_type,parent_sku,attr_steel,attr_supervised,regular_price,stock_status,manage_stock,description,attributes,dim_w_mm,dim_outer_d_branch,dim_wall_branch,dim_dy,dim_dy1,dim_pn,dim_equal_pass,dim_length,dim_temperature,dim_height_mm,dim_cap_kind,dim_dimension_a,dim_flange_height_mm,dim_h1_mm,dim_surface_area_m2,dim_volume_dm3,dim_d_inner,dim_flange_thickness,dim_pn_mpa,dim_page,dim_bolt_circle_d,dim_stud_count,dim_outer_diameter,dim_h4,dim_bolt_d,dim_flange_type,dim_seal_face,dim_series,dim_mass_kg,dim_thread_size,dim_length_mm,dim_strength_class,dim_nominal_d_mm,dim_washer_type,dim_accuracy_class,dim_straight_length,dim_angle_length,dim_bend_length_l,dim_temperature_c,dim_pressure_standard,dim_length_l,dim_sector_h,dim_semi_sector_h_22_30,dim_pn_non_aggressive,dim_pn_aggressive,dim_arc_length,dim_developed_length,dim_developed_b,dim_wall_s1,dim_wall_sk,dim_pressure_group,dim_mass_method,dim_optional_execution,dim_data_source,dim_inner_diameter,dim_straight_length_1,dim_height_h,dim_figure,dim_pipe_od,dim_pipe_wall,dim_dao,dim_wall_s2,dim_with_support,dim_support_d
ост-24-125-09-89-01-100x80,ОСТ 24.125.09-89,ОСТ 24.125.09-1989,переходы,Переходы,ПК,Переход 100×80 133×14-108×12 ОСТ 24.125.09-1989,100,80,133,14,108,12,,,,4.5,,,pdf/переходы/ОСТ_24_125_09_89.pdf,,,,,,01,,,,,01 ОСТ 24.125.09-89,False,ост-24-125-09-89-01-100x80,01,,,,,,,,,,,variable,,08Х18Н10Т|12Х18Н10Т|10Х17Н13М2Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 24.125.09-1989. Тип: ПК. Ду 100×80. Большой конец 133×14 мм. Малый конец 108×12 мм. Рабочее давление 19.62 МПа при 290 °C. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=100; dn_branch=80; outer_diameter=133; wall_thickness=14; outer_d_branch=108; wall_branch=12; execution=01; mass_kg=4.5; pressure=19.62; temperature_c=290,,,,100,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-23-800x500,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПК,Переход 800×500 530×8 ОСТ 34.10.424-1990,800,500,,,530,8,,,,,,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,23,,,,,23 ОСТ 34.10.424-90,False,ост-34-10-424-90-23-800x500,23,,,,,,,,,,,variable,,08Х18Н10Т|12Х18Н10Т|10Х17Н13М2Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 34.10.424-1990. Тип: ПК. Ду 800×500. Малый конец 530×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=800; dn_branch=500; outer_diameter=; wall_thickness=; outer_d_branch=530; wall_branch=8; execution=23; pressure=; temperature_c=,,,,800,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-23-800x500-08х18н10т,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПК,Переход 530×8 исп.23 08Х18Н10Т ОСТ 34.10.424-1990,800,500,,,530,8,,,,,08Х18Н10Т,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,23,,08Х18Н10Т,,,23 ОСТ 34.10.424-90,False,ост-34-10-424-90-23-800x500,23,,,,,,,,,,,variation,ост-34-10-424-90-23-800x500,08Х18Н10Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 34.10.424-1990. Тип: ПК. Ду 800×500. Малый конец 530×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=800; dn_branch=500; outer_diameter=; wall_thickness=; outer_d_branch=530; wall_branch=8; execution=23; pressure=; temperature_c=,,,,800,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-23-800x500-12х18н10т,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПК,Переход 530×8 исп.23 12Х18Н10Т ОСТ 34.10.424-1990,800,500,,,530,8,,,,,12Х18Н10Т,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,23,,12Х18Н10Т,,,23 ОСТ 34.10.424-90,False,ост-34-10-424-90-23-800x500,23,,,,,,,,,,,variation,ост-34-10-424-90-23-800x500,12Х18Н10Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 34.10.424-1990. Тип: ПК. Ду 800×500. Малый конец 530×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=800; dn_branch=500; outer_diameter=; wall_thickness=; outer_d_branch=530; wall_branch=8; execution=23; pressure=; temperature_c=,,,,800,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-23-800x500-10х17н13м2т,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПК,Переход 530×8 исп.23 10Х17Н13М2Т ОСТ 34.10.424-1990,800,500,,,530,8,,,,,10Х17Н13М2Т,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,23,,10Х17Н13М2Т,,,23 ОСТ 34.10.424-90,False,ост-34-10-424-90-23-800x500,23,,,,,,,,,,,variation,ост-34-10-424-90-23-800x500,10Х17Н13М2Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 34.10.424-1990. Тип: ПК. Ду 800×500. Малый конец 530×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=800; dn_branch=500; outer_diameter=; wall_thickness=; outer_d_branch=530; wall_branch=8; execution=23; pressure=; temperature_c=,,,,800,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-24-800x600,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПК,Переход 800×600 630×8 ОСТ 34.10.424-1990,800,600,,,630,8,,,,,,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,24,,,,,24 ОСТ 34.10.424-90,False,ост-34-10-424-90-24-800x600,24,,,,,,,,,,,variable,,08Х18Н10Т|12Х18Н10Т|10Х17Н13М2Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 34.10.424-1990. Тип: ПК. Ду 800×600. Малый конец 630×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=800; dn_branch=600; outer_diameter=; wall_thickness=; outer_d_branch=630; wall_branch=8; execution=24; pressure=; temperature_c=,,,,800,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-24-800x600-08х18н10т,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПК,Переход 630×8 исп.24 08Х18Н10Т ОСТ 34.10.424-1990,800,600,,,630,8,,,,,08Х18Н10Т,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,24,,08Х18Н10Т,,,24 ОСТ 34.10.424-90,False,ост-34-10-424-90-24-800x600,24,,,,,,,,,,,variation,ост-34-10-424-90-24-800x600,08Х18Н10Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 34.10.424-1990. Тип: ПК. Ду 800×600. Малый конец 630×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=800; dn_branch=600; outer_diameter=; wall_thickness=; outer_d_branch=630; wall_branch=8; execution=24; pressure=; temperature_c=,,,,800,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-24-800x600-12х18н10т,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПК,Переход 630×8 исп.24 12Х18Н10Т ОСТ 34.10.424-1990,800,600,,,630,8,,,,,12Х18Н10Т,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,24,,12Х18Н10Т,,,24 ОСТ 34.10.424-90,False,ост-34-10-424-90-24-800x600,24,,,,,,,,,,,variation,ост-34-10-424-90-24-800x600,12Х18Н10Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 34.10.424-1990. Тип: ПК. Ду 800×600. Малый конец 630×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=800; dn_branch=600; outer_diameter=; wall_thickness=; outer_d_branch=630; wall_branch=8; execution=24; pressure=; temperature_c=,,,,800,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-24-800x600-10х17н13м2т,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПК,Переход 630×8 исп.24 10Х17Н13М2Т ОСТ 34.10.424-1990,800,600,,,630,8,,,,,10Х17Н13М2Т,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,24,,10Х17Н13М2Т,,,24 ОСТ 34.10.424-90,False,ост-34-10-424-90-24-800x600,24,,,,,,,,,,,variation,ост-34-10-424-90-24-800x600,10Х17Н13М2Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 34.10.424-1990. Тип: ПК. Ду 800×600. Малый конец 630×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=800; dn_branch=600; outer_diameter=; wall_thickness=; outer_d_branch=630; wall_branch=8; execution=24; pressure=; temperature_c=,,,,800,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-26-800x700,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПК,Переход 800×700 720×10 ОСТ 34.10.424-1990,800,700,,,720,10,,,,,,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,26,,,,,26 ОСТ 34.10.424-90,False,ост-34-10-424-90-26-800x700,26,,,,,,,,,,,variable,,08Х18Н10Т|12Х18Н10Т|10Х17Н13М2Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 34.10.424-1990. Тип: ПК. Ду 800×700. Малый конец 720×10 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=800; dn_branch=700; outer_diameter=; wall_thickness=; outer_d_branch=720; wall_branch=10; execution=26; pressure=; temperature_c=,,,,800,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-26-800x700-08х18н10т,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПК,Переход 720×10 исп.26 08Х18Н10Т ОСТ 34.10.424-1990,800,700,,,720,10,,,,,08Х18Н10Т,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,26,,08Х18Н10Т,,,26 ОСТ 34.10.424-90,False,ост-34-10-424-90-26-800x700,26,,,,,,,,,,,variation,ост-34-10-424-90-26-800x700,08Х18Н10Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 34.10.424-1990. Тип: ПК. Ду 800×700. Малый конец 720×10 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=800; dn_branch=700; outer_diameter=; wall_thickness=; outer_d_branch=720; wall_branch=10; execution=26; pressure=; temperature_c=,,,,800,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-26-800x700-12х18н10т,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПК,Переход 720×10 исп.26 12Х18Н10Т ОСТ 34.10.424-1990,800,700,,,720,10,,,,,12Х18Н10Т,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,26,,12Х18Н10Т,,,26 ОСТ 34.10.424-90,False,ост-34-10-424-90-26-800x700,26,,,,,,,,,,,variation,ост-34-10-424-90-26-800x700,12Х18Н10Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 34.10.424-1990. Тип: ПК. Ду 800×700. Малый конец 720×10 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=800; dn_branch=700; outer_diameter=; wall_thickness=; outer_d_branch=720; wall_branch=10; execution=26; pressure=; temperature_c=,,,,800,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-26-800x700-10х17н13м2т,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПК,Переход 720×10 исп.26 10Х17Н13М2Т ОСТ 34.10.424-1990,800,700,,,720,10,,,,,10Х17Н13М2Т,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,26,,10Х17Н13М2Т,,,26 ОСТ 34.10.424-90,False,ост-34-10-424-90-26-800x700,26,,,,,,,,,,,variation,ост-34-10-424-90-26-800x700,10Х17Н13М2Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 34.10.424-1990. Тип: ПК. Ду 800×700. Малый конец 720×10 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=800; dn_branch=700; outer_diameter=; wall_thickness=; outer_d_branch=720; wall_branch=10; execution=26; pressure=; temperature_c=,,,,800,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-27-900x500,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПК,Переход 900×500 920×10-530×8 ОСТ 34.10.424-1990,900,500,920,10,530,8,,,,,,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,27,,,,,27 ОСТ 34.10.424-90,False,ост-34-10-424-90-27-900x500,27,,,,,,,,,,,variable,,08Х18Н10Т|12Х18Н10Т|10Х17Н13М2Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 34.10.424-1990. Тип: ПК. Ду 900×500. Большой конец 920×10 мм. Малый конец 530×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=900; dn_branch=500; outer_diameter=920; wall_thickness=10; outer_d_branch=530; wall_branch=8; execution=27; pressure=; temperature_c=,,,,900,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-27-900x500-08х18н10т,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПК,Переход 920×10-530×8 исп.27 08Х18Н10Т ОСТ 34.10.424-1990,900,500,920,10,530,8,,,,,08Х18Н10Т,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,27,,08Х18Н10Т,,,27 ОСТ 34.10.424-90,False,ост-34-10-424-90-27-900x500,27,,,,,,,,,,,variation,ост-34-10-424-90-27-900x500,08Х18Н10Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 34.10.424-1990. Тип: ПК. Ду 900×500. Большой конец 920×10 мм. Малый конец 530×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=900; dn_branch=500; outer_diameter=920; wall_thickness=10; outer_d_branch=530; wall_branch=8; execution=27; pressure=; temperature_c=,,,,900,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-27-900x500-12х18н10т,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПК,Переход 920×10-530×8 исп.27 12Х18Н10Т ОСТ 34.10.424-1990,900,500,920,10,530,8,,,,,12Х18Н10Т,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,27,,12Х18Н10Т,,,27 ОСТ 34.10.424-90,False,ост-34-10-424-90-27-900x500,27,,,,,,,,,,,variation,ост-34-10-424-90-27-900x500,12Х18Н10Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 34.10.424-1990. Тип: ПК. Ду 900×500. Большой конец 920×10 мм. Малый конец 530×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=900; dn_branch=500; outer_diameter=920; wall_thickness=10; outer_d_branch=530; wall_branch=8; execution=27; pressure=; temperature_c=,,,,900,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-27-900x500-10х17н13м2т,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПК,Переход 920×10-530×8 исп.27 10Х17Н13М2Т ОСТ 34.10.424-1990,900,500,920,10,530,8,,,,,10Х17Н13М2Т,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,27,,10Х17Н13М2Т,,,27 ОСТ 34.10.424-90,False,ост-34-10-424-90-27-900x500,27,,,,,,,,,,,variation,ост-34-10-424-90-27-900x500,10Х17Н13М2Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 34.10.424-1990. Тип: ПК. Ду 900×500. Большой конец 920×10 мм. Малый конец 530×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=900; dn_branch=500; outer_diameter=920; wall_thickness=10; outer_d_branch=530; wall_branch=8; execution=27; pressure=; temperature_c=,,,,900,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-28-900x600,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПК,Переход 900×600 630×8 ОСТ 34.10.424-1990,900,600,630,8,,,,,,,,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,28,,,,,28 ОСТ 34.10.424-90,False,ост-34-10-424-90-28-900x600,28,,,,,,,,,,,variable,,08Х18Н10Т|12Х18Н10Т|10Х17Н13М2Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 34.10.424-1990. Тип: ПК. Ду 900×600. Большой конец 630×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=900; dn_branch=600; outer_diameter=630; wall_thickness=8; outer_d_branch=; wall_branch=; execution=28; pressure=; temperature_c=,,,,900,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-28-900x600-08х18н10т,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПК,Переход 630×8 исп.28 08Х18Н10Т ОСТ 34.10.424-1990,900,600,630,8,,,,,,,08Х18Н10Т,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,28,,08Х18Н10Т,,,28 ОСТ 34.10.424-90,False,ост-34-10-424-90-28-900x600,28,,,,,,,,,,,variation,ост-34-10-424-90-28-900x600,08Х18Н10Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 34.10.424-1990. Тип: ПК. Ду 900×600. Большой конец 630×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=900; dn_branch=600; outer_diameter=630; wall_thickness=8; outer_d_branch=; wall_branch=; execution=28; pressure=; temperature_c=,,,,900,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-28-900x600-12х18н10т,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПК,Переход 630×8 исп.28 12Х18Н10Т ОСТ 34.10.424-1990,900,600,630,8,,,,,,,12Х18Н10Т,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,28,,12Х18Н10Т,,,28 ОСТ 34.10.424-90,False,ост-34-10-424-90-28-900x600,28,,,,,,,,,,,variation,ост-34-10-424-90-28-900x600,12Х18Н10Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 34.10.424-1990. Тип: ПК. Ду 900×600. Большой конец 630×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=900; dn_branch=600; outer_diameter=630; wall_thickness=8; outer_d_branch=; wall_branch=; execution=28; pressure=; temperature_c=,,,,900,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-28-900x600-10х17н13м2т,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПК,Переход 630×8 исп.28 10Х17Н13М2Т ОСТ 34.10.424-1990,900,600,630,8,,,,,,,10Х17Н13М2Т,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,28,,10Х17Н13М2Т,,,28 ОСТ 34.10.424-90,False,ост-34-10-424-90-28-900x600,28,,,,,,,,,,,variation,ост-34-10-424-90-28-900x600,10Х17Н13М2Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 34.10.424-1990. Тип: ПК. Ду 900×600. Большой конец 630×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=900; dn_branch=600; outer_diameter=630; wall_thickness=8; outer_d_branch=; wall_branch=; execution=28; pressure=; temperature_c=,,,,900,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-30-900x700,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПК,Переход 900×700 720×10 ОСТ 34.10.424-1990,900,700,720,10,,,,,,,,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,30,,,,,30 ОСТ 34.10.424-90,False,ост-34-10-424-90-30-900x700,30,,,,,,,,,,,variable,,08Х18Н10Т|12Х18Н10Т|10Х17Н13М2Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 34.10.424-1990. Тип: ПК. Ду 900×700. Большой конец 720×10 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=900; dn_branch=700; outer_diameter=720; wall_thickness=10; outer_d_branch=; wall_branch=; execution=30; pressure=; temperature_c=,,,,900,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-30-900x700-08х18н10т,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПК,Переход 720×10 исп.30 08Х18Н10Т ОСТ 34.10.424-1990,900,700,720,10,,,,,,,08Х18Н10Т,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,30,,08Х18Н10Т,,,30 ОСТ 34.10.424-90,False,ост-34-10-424-90-30-900x700,30,,,,,,,,,,,variation,ост-34-10-424-90-30-900x700,08Х18Н10Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 34.10.424-1990. Тип: ПК. Ду 900×700. Большой конец 720×10 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=900; dn_branch=700; outer_diameter=720; wall_thickness=10; outer_d_branch=; wall_branch=; execution=30; pressure=; temperature_c=,,,,900,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-30-900x700-12х18н10т,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПК,Переход 720×10 исп.30 12Х18Н10Т ОСТ 34.10.424-1990,900,700,720,10,,,,,,,12Х18Н10Т,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,30,,12Х18Н10Т,,,30 ОСТ 34.10.424-90,False,ост-34-10-424-90-30-900x700,30,,,,,,,,,,,variation,ост-34-10-424-90-30-900x700,12Х18Н10Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 34.10.424-1990. Тип: ПК. Ду 900×700. Большой конец 720×10 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=900; dn_branch=700; outer_diameter=720; wall_thickness=10; outer_d_branch=; wall_branch=; execution=30; pressure=; temperature_c=,,,,900,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-30-900x700-10х17н13м2т,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПК,Переход 720×10 исп.30 10Х17Н13М2Т ОСТ 34.10.424-1990,900,700,720,10,,,,,,,10Х17Н13М2Т,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,30,,10Х17Н13М2Т,,,30 ОСТ 34.10.424-90,False,ост-34-10-424-90-30-900x700,30,,,,,,,,,,,variation,ост-34-10-424-90-30-900x700,10Х17Н13М2Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 34.10.424-1990. Тип: ПК. Ду 900×700. Большой конец 720×10 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=900; dn_branch=700; outer_diameter=720; wall_thickness=10; outer_d_branch=; wall_branch=; execution=30; pressure=; temperature_c=,,,,900,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-31-900x800,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПК,Переход 900×800 820×10 ОСТ 34.10.424-1990,900,800,820,10,,,,,,,,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,31,,,,,31 ОСТ 34.10.424-90,False,ост-34-10-424-90-31-900x800,31,,,,,,,,,,,variable,,08Х18Н10Т|12Х18Н10Т|10Х17Н13М2Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 34.10.424-1990. Тип: ПК. Ду 900×800. Большой конец 820×10 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=900; dn_branch=800; outer_diameter=820; wall_thickness=10; outer_d_branch=; wall_branch=; execution=31; pressure=; temperature_c=,,,,900,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-31-900x800-08х18н10т,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПК,Переход 820×10 исп.31 08Х18Н10Т ОСТ 34.10.424-1990,900,800,820,10,,,,,,,08Х18Н10Т,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,31,,08Х18Н10Т,,,31 ОСТ 34.10.424-90,False,ост-34-10-424-90-31-900x800,31,,,,,,,,,,,variation,ост-34-10-424-90-31-900x800,08Х18Н10Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 34.10.424-1990. Тип: ПК. Ду 900×800. Большой конец 820×10 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=900; dn_branch=800; outer_diameter=820; wall_thickness=10; outer_d_branch=; wall_branch=; execution=31; pressure=; temperature_c=,,,,900,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
