sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,outer_d_branch,wall_branch,pn,angle,radius,mass_kg,material,standard_page,pdf_path,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,execution,coating,material_grade,washer_type,nominal_d_mm,gost_designation,supervised,base_sku,dim_thread_size,dim_length_mm,description,attributes,dim_strength_class,dim_nominal_d_mm,dim_washer_type,dim_accuracy_class
10494-ШП-14-60-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M14х60 Ст20 ГОСТ 10494-80,14,,14,60,,,,,,0.073,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,14,60,,,,,,20,,,,False,10494-ШП-14-60-20,14,60,Крепёж по ГОСТ 10494-1980. Резьба M14. Длина 60 мм. Марка стали 20. Масса 0.073 кг.,dn=14; outer_diameter=14; wall_thickness=60; mass_kg=0.073; material=20; thread_size=14; length_mm=60; material_grade=20; thread_size=14; length_mm=60,,,,
22043-Б-30-30-8.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M30х30 8.8 ГОСТ 22043-76,30,,30,30,,,,,,1516.0,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,30,30,,8.8,,,,,,,,False,22043-Б-30-30-8.8,30,30,Крепёж по ГОСТ 22043-1976. Резьба M30. Длина 30 мм. Класс прочности 8.8. Масса 1516.0 кг.,dn=30; outer_diameter=30; wall_thickness=30; mass_kg=1516.0; thread_size=30; length_mm=30; strength_class=8.8; thread_size=30; length_mm=30; strength_class=8.8,8.8,,,
22043-Б-30-32-5.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M30х32 5.8 ГОСТ 22043-76,30,,30,32,,,,,,1610.7,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,30,32,,5.8,,,,,,,,False,22043-Б-30-32-5.8,30,32,Крепёж по ГОСТ 22043-1976. Резьба M30. Длина 32 мм. Класс прочности 5.8. Масса 1610.7 кг.,dn=30; outer_diameter=30; wall_thickness=32; mass_kg=1610.7; thread_size=30; length_mm=32; strength_class=5.8; thread_size=30; length_mm=32; strength_class=5.8,5.8,,,
22043-Б-30-32-8.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M30х32 8.8 ГОСТ 22043-76,30,,30,32,,,,,,1610.7,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,30,32,,8.8,,,,,,,,False,22043-Б-30-32-8.8,30,32,Крепёж по ГОСТ 22043-1976. Резьба M30. Длина 32 мм. Класс прочности 8.8. Масса 1610.7 кг.,dn=30; outer_diameter=30; wall_thickness=32; mass_kg=1610.7; thread_size=30; length_mm=32; strength_class=8.8; thread_size=30; length_mm=32; strength_class=8.8,8.8,,,
22043-Б-30-35-5.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M30х35 5.8 ГОСТ 22043-76,30,,30,35,,,,,,1705.5,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,30,35,,5.8,,,,,,,,False,22043-Б-30-35-5.8,30,35,Крепёж по ГОСТ 22043-1976. Резьба M30. Длина 35 мм. Класс прочности 5.8. Масса 1705.5 кг.,dn=30; outer_diameter=30; wall_thickness=35; mass_kg=1705.5; thread_size=30; length_mm=35; strength_class=5.8; thread_size=30; length_mm=35; strength_class=5.8,5.8,,,
22043-Б-30-35-8.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M30х35 8.8 ГОСТ 22043-76,30,,30,35,,,,,,1705.5,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,30,35,,8.8,,,,,,,,False,22043-Б-30-35-8.8,30,35,Крепёж по ГОСТ 22043-1976. Резьба M30. Длина 35 мм. Класс прочности 8.8. Масса 1705.5 кг.,dn=30; outer_diameter=30; wall_thickness=35; mass_kg=1705.5; thread_size=30; length_mm=35; strength_class=8.8; thread_size=30; length_mm=35; strength_class=8.8,8.8,,,
22043-Б-30-38-5.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M30х38 5.8 ГОСТ 22043-76,30,,30,38,,,,,,1800.2,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,30,38,,5.8,,,,,,,,False,22043-Б-30-38-5.8,30,38,Крепёж по ГОСТ 22043-1976. Резьба M30. Длина 38 мм. Класс прочности 5.8. Масса 1800.2 кг.,dn=30; outer_diameter=30; wall_thickness=38; mass_kg=1800.2; thread_size=30; length_mm=38; strength_class=5.8; thread_size=30; length_mm=38; strength_class=5.8,5.8,,,
22043-Б-30-38-8.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M30х38 8.8 ГОСТ 22043-76,30,,30,38,,,,,,1800.2,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,30,38,,8.8,,,,,,,,False,22043-Б-30-38-8.8,30,38,Крепёж по ГОСТ 22043-1976. Резьба M30. Длина 38 мм. Класс прочности 8.8. Масса 1800.2 кг.,dn=30; outer_diameter=30; wall_thickness=38; mass_kg=1800.2; thread_size=30; length_mm=38; strength_class=8.8; thread_size=30; length_mm=38; strength_class=8.8,8.8,,,
22043-Б-30-40-5.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M30х40 5.8 ГОСТ 22043-76,30,,30,40,,,,,,1895.0,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,30,40,,5.8,,,,,,,,False,22043-Б-30-40-5.8,30,40,Крепёж по ГОСТ 22043-1976. Резьба M30. Длина 40 мм. Класс прочности 5.8. Масса 1895.0 кг.,dn=30; outer_diameter=30; wall_thickness=40; mass_kg=1895.0; thread_size=30; length_mm=40; strength_class=5.8; thread_size=30; length_mm=40; strength_class=5.8,5.8,,,
22043-Б-30-40-8.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M30х40 8.8 ГОСТ 22043-76,30,,30,40,,,,,,1895.0,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,30,40,,8.8,,,,,,,,False,22043-Б-30-40-8.8,30,40,Крепёж по ГОСТ 22043-1976. Резьба M30. Длина 40 мм. Класс прочности 8.8. Масса 1895.0 кг.,dn=30; outer_diameter=30; wall_thickness=40; mass_kg=1895.0; thread_size=30; length_mm=40; strength_class=8.8; thread_size=30; length_mm=40; strength_class=8.8,8.8,,,
22043-Б-30-42-5.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M30х42 5.8 ГОСТ 22043-76,30,,30,42,,,,,,1989.7,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,30,42,,5.8,,,,,,,,False,22043-Б-30-42-5.8,30,42,Крепёж по ГОСТ 22043-1976. Резьба M30. Длина 42 мм. Класс прочности 5.8. Масса 1989.7 кг.,dn=30; outer_diameter=30; wall_thickness=42; mass_kg=1989.7; thread_size=30; length_mm=42; strength_class=5.8; thread_size=30; length_mm=42; strength_class=5.8,5.8,,,
22043-Б-30-42-8.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M30х42 8.8 ГОСТ 22043-76,30,,30,42,,,,,,1989.7,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,30,42,,8.8,,,,,,,,False,22043-Б-30-42-8.8,30,42,Крепёж по ГОСТ 22043-1976. Резьба M30. Длина 42 мм. Класс прочности 8.8. Масса 1989.7 кг.,dn=30; outer_diameter=30; wall_thickness=42; mass_kg=1989.7; thread_size=30; length_mm=42; strength_class=8.8; thread_size=30; length_mm=42; strength_class=8.8,8.8,,,
22043-Б-30-45-5.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M30х45 5.8 ГОСТ 22043-76,30,,30,45,,,,,,2131.9,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,30,45,,5.8,,,,,,,,False,22043-Б-30-45-5.8,30,45,Крепёж по ГОСТ 22043-1976. Резьба M30. Длина 45 мм. Класс прочности 5.8. Масса 2131.9 кг.,dn=30; outer_diameter=30; wall_thickness=45; mass_kg=2131.9; thread_size=30; length_mm=45; strength_class=5.8; thread_size=30; length_mm=45; strength_class=5.8,5.8,,,
22043-Б-30-45-8.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M30х45 8.8 ГОСТ 22043-76,30,,30,45,,,,,,2131.9,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,30,45,,8.8,,,,,,,,False,22043-Б-30-45-8.8,30,45,Крепёж по ГОСТ 22043-1976. Резьба M30. Длина 45 мм. Класс прочности 8.8. Масса 2131.9 кг.,dn=30; outer_diameter=30; wall_thickness=45; mass_kg=2131.9; thread_size=30; length_mm=45; strength_class=8.8; thread_size=30; length_mm=45; strength_class=8.8,8.8,,,
22043-Б-30-48-5.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M30х48 5.8 ГОСТ 22043-76,30,,30,48,,,,,,2274.0,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,30,48,,5.8,,,,,,,,False,22043-Б-30-48-5.8,30,48,Крепёж по ГОСТ 22043-1976. Резьба M30. Длина 48 мм. Класс прочности 5.8. Масса 2274.0 кг.,dn=30; outer_diameter=30; wall_thickness=48; mass_kg=2274.0; thread_size=30; length_mm=48; strength_class=5.8; thread_size=30; length_mm=48; strength_class=5.8,5.8,,,
22043-Б-30-48-8.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M30х48 8.8 ГОСТ 22043-76,30,,30,48,,,,,,2274.0,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,30,48,,8.8,,,,,,,,False,22043-Б-30-48-8.8,30,48,Крепёж по ГОСТ 22043-1976. Резьба M30. Длина 48 мм. Класс прочности 8.8. Масса 2274.0 кг.,dn=30; outer_diameter=30; wall_thickness=48; mass_kg=2274.0; thread_size=30; length_mm=48; strength_class=8.8; thread_size=30; length_mm=48; strength_class=8.8,8.8,,,
22043-Б-30-50-5.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M30х50 5.8 ГОСТ 22043-76,30,,30,50,,,,,,2368.7,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,30,50,,5.8,,,,,,,,False,22043-Б-30-50-5.8,30,50,Крепёж по ГОСТ 22043-1976. Резьба M30. Длина 50 мм. Класс прочности 5.8. Масса 2368.7 кг.,dn=30; outer_diameter=30; wall_thickness=50; mass_kg=2368.7; thread_size=30; length_mm=50; strength_class=5.8; thread_size=30; length_mm=50; strength_class=5.8,5.8,,,
22043-Б-30-50-8.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M30х50 8.8 ГОСТ 22043-76,30,,30,50,,,,,,2368.7,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,30,50,,8.8,,,,,,,,False,22043-Б-30-50-8.8,30,50,Крепёж по ГОСТ 22043-1976. Резьба M30. Длина 50 мм. Класс прочности 8.8. Масса 2368.7 кг.,dn=30; outer_diameter=30; wall_thickness=50; mass_kg=2368.7; thread_size=30; length_mm=50; strength_class=8.8; thread_size=30; length_mm=50; strength_class=8.8,8.8,,,
22043-Б-36-10-5.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M36х10 5.8 ГОСТ 22043-76,36,,36,10,,,,,,1306,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,36,10,,5.8,,,,,,,,False,22043-Б-36-10-5.8,36,10,Крепёж по ГОСТ 22043-1976. Резьба M36. Длина 10 мм. Класс прочности 5.8. Масса 1306 кг.,dn=36; outer_diameter=36; wall_thickness=10; mass_kg=1306; thread_size=36; length_mm=10; strength_class=5.8; thread_size=36; length_mm=10; strength_class=5.8,5.8,,,
22043-Б-36-10-8.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M36х10 8.8 ГОСТ 22043-76,36,,36,10,,,,,,1306,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,36,10,,8.8,,,,,,,,False,22043-Б-36-10-8.8,36,10,Крепёж по ГОСТ 22043-1976. Резьба M36. Длина 10 мм. Класс прочности 8.8. Масса 1306 кг.,dn=36; outer_diameter=36; wall_thickness=10; mass_kg=1306; thread_size=36; length_mm=10; strength_class=8.8; thread_size=36; length_mm=10; strength_class=8.8,8.8,,,
22043-Б-36-12-5.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M36х12 5.8 ГОСТ 22043-76,36,,36,12,,,,,,1375,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,36,12,,5.8,,,,,,,,False,22043-Б-36-12-5.8,36,12,Крепёж по ГОСТ 22043-1976. Резьба M36. Длина 12 мм. Класс прочности 5.8. Масса 1375 кг.,dn=36; outer_diameter=36; wall_thickness=12; mass_kg=1375; thread_size=36; length_mm=12; strength_class=5.8; thread_size=36; length_mm=12; strength_class=5.8,5.8,,,
22043-Б-36-12-8.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M36х12 8.8 ГОСТ 22043-76,36,,36,12,,,,,,1375,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,36,12,,8.8,,,,,,,,False,22043-Б-36-12-8.8,36,12,Крепёж по ГОСТ 22043-1976. Резьба M36. Длина 12 мм. Класс прочности 8.8. Масса 1375 кг.,dn=36; outer_diameter=36; wall_thickness=12; mass_kg=1375; thread_size=36; length_mm=12; strength_class=8.8; thread_size=36; length_mm=12; strength_class=8.8,8.8,,,
22043-Б-36-14-5.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M36х14 5.8 ГОСТ 22043-76,36,,36,14,,,,,,1513,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,36,14,,5.8,,,,,,,,False,22043-Б-36-14-5.8,36,14,Крепёж по ГОСТ 22043-1976. Резьба M36. Длина 14 мм. Класс прочности 5.8. Масса 1513 кг.,dn=36; outer_diameter=36; wall_thickness=14; mass_kg=1513; thread_size=36; length_mm=14; strength_class=5.8; thread_size=36; length_mm=14; strength_class=5.8,5.8,,,
22043-Б-36-14-8.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M36х14 8.8 ГОСТ 22043-76,36,,36,14,,,,,,1513,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,36,14,,8.8,,,,,,,,False,22043-Б-36-14-8.8,36,14,Крепёж по ГОСТ 22043-1976. Резьба M36. Длина 14 мм. Класс прочности 8.8. Масса 1513 кг.,dn=36; outer_diameter=36; wall_thickness=14; mass_kg=1513; thread_size=36; length_mm=14; strength_class=8.8; thread_size=36; length_mm=14; strength_class=8.8,8.8,,,
22043-Б-36-16-5.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M36х16 5.8 ГОСТ 22043-76,36,,36,16,,,,,,1650,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,36,16,,5.8,,,,,,,,False,22043-Б-36-16-5.8,36,16,Крепёж по ГОСТ 22043-1976. Резьба M36. Длина 16 мм. Класс прочности 5.8. Масса 1650 кг.,dn=36; outer_diameter=36; wall_thickness=16; mass_kg=1650; thread_size=36; length_mm=16; strength_class=5.8; thread_size=36; length_mm=16; strength_class=5.8,5.8,,,
22043-Б-36-16-8.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M36х16 8.8 ГОСТ 22043-76,36,,36,16,,,,,,1650,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,36,16,,8.8,,,,,,,,False,22043-Б-36-16-8.8,36,16,Крепёж по ГОСТ 22043-1976. Резьба M36. Длина 16 мм. Класс прочности 8.8. Масса 1650 кг.,dn=36; outer_diameter=36; wall_thickness=16; mass_kg=1650; thread_size=36; length_mm=16; strength_class=8.8; thread_size=36; length_mm=16; strength_class=8.8,8.8,,,
22043-Б-36-18-5.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M36х18 5.8 ГОСТ 22043-76,36,,36,18,,,,,,1788,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,36,18,,5.8,,,,,,,,False,22043-Б-36-18-5.8,36,18,Крепёж по ГОСТ 22043-1976. Резьба M36. Длина 18 мм. Класс прочности 5.8. Масса 1788 кг.,dn=36; outer_diameter=36; wall_thickness=18; mass_kg=1788; thread_size=36; length_mm=18; strength_class=5.8; thread_size=36; length_mm=18; strength_class=5.8,5.8,,,
22043-Б-36-18-8.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M36х18 8.8 ГОСТ 22043-76,36,,36,18,,,,,,1788,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,36,18,,8.8,,,,,,,,False,22043-Б-36-18-8.8,36,18,Крепёж по ГОСТ 22043-1976. Резьба M36. Длина 18 мм. Класс прочности 8.8. Масса 1788 кг.,dn=36; outer_diameter=36; wall_thickness=18; mass_kg=1788; thread_size=36; length_mm=18; strength_class=8.8; thread_size=36; length_mm=18; strength_class=8.8,8.8,,,
22043-Б-36-20-5.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M36х20 5.8 ГОСТ 22043-76,36,,36,20,,,,,,1925,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,36,20,,5.8,,,,,,,,False,22043-Б-36-20-5.8,36,20,Крепёж по ГОСТ 22043-1976. Резьба M36. Длина 20 мм. Класс прочности 5.8. Масса 1925 кг.,dn=36; outer_diameter=36; wall_thickness=20; mass_kg=1925; thread_size=36; length_mm=20; strength_class=5.8; thread_size=36; length_mm=20; strength_class=5.8,5.8,,,
22043-Б-36-20-8.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M36х20 8.8 ГОСТ 22043-76,36,,36,20,,,,,,1925,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,36,20,,8.8,,,,,,,,False,22043-Б-36-20-8.8,36,20,Крепёж по ГОСТ 22043-1976. Резьба M36. Длина 20 мм. Класс прочности 8.8. Масса 1925 кг.,dn=36; outer_diameter=36; wall_thickness=20; mass_kg=1925; thread_size=36; length_mm=20; strength_class=8.8; thread_size=36; length_mm=20; strength_class=8.8,8.8,,,
22043-Б-36-22-5.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M36х22 5.8 ГОСТ 22043-76,36,,36,22,,,,,,2063,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,36,22,,5.8,,,,,,,,False,22043-Б-36-22-5.8,36,22,Крепёж по ГОСТ 22043-1976. Резьба M36. Длина 22 мм. Класс прочности 5.8. Масса 2063 кг.,dn=36; outer_diameter=36; wall_thickness=22; mass_kg=2063; thread_size=36; length_mm=22; strength_class=5.8; thread_size=36; length_mm=22; strength_class=5.8,5.8,,,
22043-Б-36-22-8.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M36х22 8.8 ГОСТ 22043-76,36,,36,22,,,,,,2063,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,36,22,,8.8,,,,,,,,False,22043-Б-36-22-8.8,36,22,Крепёж по ГОСТ 22043-1976. Резьба M36. Длина 22 мм. Класс прочности 8.8. Масса 2063 кг.,dn=36; outer_diameter=36; wall_thickness=22; mass_kg=2063; thread_size=36; length_mm=22; strength_class=8.8; thread_size=36; length_mm=22; strength_class=8.8,8.8,,,
22043-Б-36-25-5.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M36х25 5.8 ГОСТ 22043-76,36,,36,25,,,,,,2200,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,36,25,,5.8,,,,,,,,False,22043-Б-36-25-5.8,36,25,Крепёж по ГОСТ 22043-1976. Резьба M36. Длина 25 мм. Класс прочности 5.8. Масса 2200 кг.,dn=36; outer_diameter=36; wall_thickness=25; mass_kg=2200; thread_size=36; length_mm=25; strength_class=5.8; thread_size=36; length_mm=25; strength_class=5.8,5.8,,,
22043-Б-36-25-8.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M36х25 8.8 ГОСТ 22043-76,36,,36,25,,,,,,2200,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,36,25,,8.8,,,,,,,,False,22043-Б-36-25-8.8,36,25,Крепёж по ГОСТ 22043-1976. Резьба M36. Длина 25 мм. Класс прочности 8.8. Масса 2200 кг.,dn=36; outer_diameter=36; wall_thickness=25; mass_kg=2200; thread_size=36; length_mm=25; strength_class=8.8; thread_size=36; length_mm=25; strength_class=8.8,8.8,,,
22043-Б-36-28-5.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M36х28 5.8 ГОСТ 22043-76,36,,36,28,,,,,,2338,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,36,28,,5.8,,,,,,,,False,22043-Б-36-28-5.8,36,28,Крепёж по ГОСТ 22043-1976. Резьба M36. Длина 28 мм. Класс прочности 5.8. Масса 2338 кг.,dn=36; outer_diameter=36; wall_thickness=28; mass_kg=2338; thread_size=36; length_mm=28; strength_class=5.8; thread_size=36; length_mm=28; strength_class=5.8,5.8,,,
22043-Б-36-28-8.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M36х28 8.8 ГОСТ 22043-76,36,,36,28,,,,,,2338,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,36,28,,8.8,,,,,,,,False,22043-Б-36-28-8.8,36,28,Крепёж по ГОСТ 22043-1976. Резьба M36. Длина 28 мм. Класс прочности 8.8. Масса 2338 кг.,dn=36; outer_diameter=36; wall_thickness=28; mass_kg=2338; thread_size=36; length_mm=28; strength_class=8.8; thread_size=36; length_mm=28; strength_class=8.8,8.8,,,
22043-Б-36-30-5.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M36х30 5.8 ГОСТ 22043-76,36,,36,30,,,,,,2475,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,36,30,,5.8,,,,,,,,False,22043-Б-36-30-5.8,36,30,Крепёж по ГОСТ 22043-1976. Резьба M36. Длина 30 мм. Класс прочности 5.8. Масса 2475 кг.,dn=36; outer_diameter=36; wall_thickness=30; mass_kg=2475; thread_size=36; length_mm=30; strength_class=5.8; thread_size=36; length_mm=30; strength_class=5.8,5.8,,,
22043-Б-36-30-8.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M36х30 8.8 ГОСТ 22043-76,36,,36,30,,,,,,2475,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,36,30,,8.8,,,,,,,,False,22043-Б-36-30-8.8,36,30,Крепёж по ГОСТ 22043-1976. Резьба M36. Длина 30 мм. Класс прочности 8.8. Масса 2475 кг.,dn=36; outer_diameter=36; wall_thickness=30; mass_kg=2475; thread_size=36; length_mm=30; strength_class=8.8; thread_size=36; length_mm=30; strength_class=8.8,8.8,,,
22043-Б-36-32-5.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M36х32 5.8 ГОСТ 22043-76,36,,36,32,,,,,,2613,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,36,32,,5.8,,,,,,,,False,22043-Б-36-32-5.8,36,32,Крепёж по ГОСТ 22043-1976. Резьба M36. Длина 32 мм. Класс прочности 5.8. Масса 2613 кг.,dn=36; outer_diameter=36; wall_thickness=32; mass_kg=2613; thread_size=36; length_mm=32; strength_class=5.8; thread_size=36; length_mm=32; strength_class=5.8,5.8,,,
22043-Б-36-32-8.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M36х32 8.8 ГОСТ 22043-76,36,,36,32,,,,,,2613,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,36,32,,8.8,,,,,,,,False,22043-Б-36-32-8.8,36,32,Крепёж по ГОСТ 22043-1976. Резьба M36. Длина 32 мм. Класс прочности 8.8. Масса 2613 кг.,dn=36; outer_diameter=36; wall_thickness=32; mass_kg=2613; thread_size=36; length_mm=32; strength_class=8.8; thread_size=36; length_mm=32; strength_class=8.8,8.8,,,
22043-Б-36-35-5.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M36х35 5.8 ГОСТ 22043-76,36,,36,35,,,,,,2750,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,36,35,,5.8,,,,,,,,False,22043-Б-36-35-5.8,36,35,Крепёж по ГОСТ 22043-1976. Резьба M36. Длина 35 мм. Класс прочности 5.8. Масса 2750 кг.,dn=36; outer_diameter=36; wall_thickness=35; mass_kg=2750; thread_size=36; length_mm=35; strength_class=5.8; thread_size=36; length_mm=35; strength_class=5.8,5.8,,,
22043-Б-36-35-8.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M36х35 8.8 ГОСТ 22043-76,36,,36,35,,,,,,2750,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,36,35,,8.8,,,,,,,,False,22043-Б-36-35-8.8,36,35,Крепёж по ГОСТ 22043-1976. Резьба M36. Длина 35 мм. Класс прочности 8.8. Масса 2750 кг.,dn=36; outer_diameter=36; wall_thickness=35; mass_kg=2750; thread_size=36; length_mm=35; strength_class=8.8; thread_size=36; length_mm=35; strength_class=8.8,8.8,,,
22043-Б-36-38-5.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M36х38 5.8 ГОСТ 22043-76,36,,36,38,,,,,,2888,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,36,38,,5.8,,,,,,,,False,22043-Б-36-38-5.8,36,38,Крепёж по ГОСТ 22043-1976. Резьба M36. Длина 38 мм. Класс прочности 5.8. Масса 2888 кг.,dn=36; outer_diameter=36; wall_thickness=38; mass_kg=2888; thread_size=36; length_mm=38; strength_class=5.8; thread_size=36; length_mm=38; strength_class=5.8,5.8,,,
22043-Б-36-38-8.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M36х38 8.8 ГОСТ 22043-76,36,,36,38,,,,,,2888,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,36,38,,8.8,,,,,,,,False,22043-Б-36-38-8.8,36,38,Крепёж по ГОСТ 22043-1976. Резьба M36. Длина 38 мм. Класс прочности 8.8. Масса 2888 кг.,dn=36; outer_diameter=36; wall_thickness=38; mass_kg=2888; thread_size=36; length_mm=38; strength_class=8.8; thread_size=36; length_mm=38; strength_class=8.8,8.8,,,
22043-Б-36-40-5.8,ГОСТ 22043-1976,ГОСТ 22043-1976,крепеж,Болт фундаментный,Б,Болт M36х40 5.8 ГОСТ 22043-76,36,,36,40,,,,,,3094,,6,pdf/крепеж/ГОСТ_22043_1976.pdf,36,40,,5.8,,,,,,,,False,22043-Б-36-40-5.8,36,40,Крепёж по ГОСТ 22043-1976. Резьба M36. Длина 40 мм. Класс прочности 5.8. Масса 3094 кг.,dn=36; outer_diameter=36; wall_thickness=40; mass_kg=3094; thread_size=36; length_mm=40; strength_class=5.8; thread_size=36; length_mm=40; strength_class=5.8,5.8,,,
