sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,pn,angle,radius,mass_kg,material,standard_page,pdf_path,description,attributes,dim_dim_0,dim_dim_1,dim_dim_2,dim_dim_7,dim_dim_8,dim_dim_9,dim_dim_10,dim_dim_5,dim_dim_13,dim_dim_14,dim_dim_15,dim_dim_16,dim_dim_17,dim_dim_18,dim_dim_т,dim_dim_в,dim_dim_3,dim_dim_w,dim_dim_н,dim_dim_с
гост-15150-ар-взятомуклиматическомупараметру-none-none-none-85,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN взятомуклиматическомупараметру; (ГОСТ 15150),взятомуклиматическомупараметру;,,,,,,,,,85,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN взятомуклиматическомупараметру;.,dn=взятомуклиматическомупараметру;,,,,,,,,,,,,,,,,,,,,
гост-15150-ар--нерациональноегруппированиеклиматов-none-none-none-85,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN -нерациональноегруппированиеклиматов; (ГОСТ 15150),-нерациональноегруппированиеклиматов;,,,,,,,,,85,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN -нерациональноегруппированиеклиматов;.,dn=-нерациональноегруппированиеклиматов;,,,,,,,,,,,,,,,,,,,,
гост-15150-ар--отсутствиечеткихкритериевдляразграниченияклиматов-none-none-none-,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN -отсутствиечеткихкритериевдляразграниченияклиматов; (ГОСТ 15150),-отсутствиечеткихкритериевдляразграниченияклиматов;,,,,,,,,,85,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN -отсутствиечеткихкритериевдляразграниченияклиматов;.,dn=-отсутствиечеткихкритериевдляразграниченияклиматов;,,,,,,,,,,,,,,,,,,,,
гост-15150-ар--неудачныйвыборнекоторыхнижнихзначенийтемпературыопределяющихособе,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,"Арматура АР DN -неудачныйвыборнекоторыхнижнихзначенийтемпературы,определяющих(особеннодля (ГОСТ 15150)","-неудачныйвыборнекоторыхнижнихзначенийтемпературы,определяющих(особеннодля",,,,,,,,,85,pdf/отводы/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150. Тип: АР. DN -неудачныйвыборнекоторыхнижнихзначенийтемпературы,определяющих(особеннодля.","dn=-неудачныйвыборнекоторыхнижнихзначенийтемпературы,определяющих(особеннодля",,,,,,,,,,,,,,,,,,,,
гост-15150-ар-территорииснгнеподходящееклиматическоерайонированиеатакжерядаверхн,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,"Арматура АР DN территорииСНГ)неподходящееклиматическоерайонирование,атакжерядаверхних (ГОСТ 15150)","территорииСНГ)неподходящееклиматическоерайонирование,атакжерядаверхних",,,,,,,,,85,pdf/отводы/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150. Тип: АР. DN территорииСНГ)неподходящееклиматическоерайонирование,атакжерядаверхних.","dn=территорииСНГ)неподходящееклиматическоерайонирование,атакжерядаверхних",,,,,,,,,,,,,,,,,,,,
гост-15150-ар-значенийтемпературы-none-none-none-85,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN значенийтемпературы; (ГОСТ 15150),значенийтемпературы;,,,,,,,,,85,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN значенийтемпературы;.,dn=значенийтемпературы;,,,,,,,,,,,,,,,,,,,,
гост-15150-ар--отсутствиеклассификацииклиматовнаморяхиокеанах-none-none-none-85,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN -отсутствиеклассификацииклиматовнаморяхиокеанах; (ГОСТ 15150),-отсутствиеклассификацииклиматовнаморяхиокеанах;,,,,,,,,,85,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN -отсутствиеклассификацииклиматовнаморяхиокеанах;.,dn=-отсутствиеклассификацииклиматовнаморяхиокеанах;,,,,,,,,,,,,,,,,,,,,
гост-15150-ар--отсутствиепоказателейтемпературыивлажностивоздухакоторыемогутслуж,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,"Арматура АР DN -отсутствиепоказателейтемпературыивлажностивоздуха,которыемогутслужить (ГОСТ 15150)","-отсутствиепоказателейтемпературыивлажностивоздуха,которыемогутслужить",,,,,,,,,85,pdf/отводы/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150. Тип: АР. DN -отсутствиепоказателейтемпературыивлажностивоздуха,которыемогутслужить.","dn=-отсутствиепоказателейтемпературыивлажностивоздуха,которыемогутслужить",,,,,,,,,,,,,,,,,,,,
гост-15150-ар-основойдляпоказателейдолговечностиизделий-none-none-none-85,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN основойдляпоказателейдолговечностиизделий. (ГОСТ 15150),основойдляпоказателейдолговечностиизделий.,,,,,,,,,85,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN основойдляпоказателейдолговечностиизделий..,dn=основойдляпоказателейдолговечностиизделий.,,,,,,,,,,,,,,,,,,,,
гост-15150-ар-стандартымэксерии721-3пересматриваются-none-none-none-85,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN СтандартыМЭКсерии721-3пересматриваются. (ГОСТ 15150),СтандартыМЭКсерии721-3пересматриваются.,,,,,,,,,85,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN СтандартыМЭКсерии721-3пересматриваются..,dn=СтандартыМЭКсерии721-3пересматриваются.,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-________________-none-none-none-2,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN ________________ (ГОСТ 15150-1969),________________,,,,,,,,,2,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN ________________.,dn=________________,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-изменениемn5предлагаетсявинформационныхданныхисключитьслова3-,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,"Арматура АР DN *ИзменениемN5предлагаетсявИнформационныхданныхисключитьслова:""3. (ГОСТ 15150-1969)","*ИзменениемN5предлагаетсявИнформационныхданныхисключитьслова:""3.",,,,,,,,,2,pdf/арматура/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150-1969. Тип: АР. DN *ИзменениемN5предлагаетсявИнформационныхданныхисключитьслова:""3..","dn=*ИзменениемN5предлагаетсявИнформационныхданныхисключитьслова:""3.",,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-стандартсоответствуетстсэв6136-87вчастиклассификацииклиматаи-,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN СтандартсоответствуетСТСЭВ6136-87вчастиклассификацииклиматаи (ГОСТ 15150-1969),СтандартсоответствуетСТСЭВ6136-87вчастиклассификацииклиматаи,,,,,,,,,2,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN СтандартсоответствуетСТСЭВ6136-87вчастиклассификацииклиматаи.,dn=СтандартсоответствуетСТСЭВ6136-87вчастиклассификацииклиматаи,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-макроклиматическогорайонированияземногошарастсэв460-77стсэв99,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,"Арматура АР DN макроклиматическогорайонированияземногошара,СТСЭВ460-77,СТСЭВ991-78""; (ГОСТ 15150-1969)","макроклиматическогорайонированияземногошара,СТСЭВ460-77,СТСЭВ991-78"";",,,,,,,,,2,pdf/арматура/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150-1969. Тип: АР. DN макроклиматическогорайонированияземногошара,СТСЭВ460-77,СТСЭВ991-78"";.","dn=макроклиматическогорайонированияземногошара,СТСЭВ460-77,СТСЭВ991-78"";",,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-мэк721-2-11982классификациявнешнихусловийчасть2природныевнешн,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN МЭК721-2-1:1982Классификациявнешнихусловий.Часть2.Природныевнешние (ГОСТ 15150-1969),МЭК721-2-1:1982Классификациявнешнихусловий.Часть2.Природныевнешние,,,,,,,,,2,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN МЭК721-2-1:1982Классификациявнешнихусловий.Часть2.Природныевнешние.,dn=МЭК721-2-1:1982Классификациявнешнихусловий.Часть2.Природныевнешние,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-условиятемператураивлажность-none-none-none-2,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN условия.Температураивлажность. (ГОСТ 15150-1969),условия.Температураивлажность.,,,,,,,,,2,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN условия.Температураивлажность..,dn=условия.Температураивлажность.,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-мэк68-11988испытаниянавнешниевоздействияобщиеположенияируково,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN МЭК68-1:1988Испытаниянавнешниевоздействия.Общиеположенияируководствов (ГОСТ 15150-1969),МЭК68-1:1988Испытаниянавнешниевоздействия.Общиеположенияируководствов,,,,,,,,,2,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN МЭК68-1:1988Испытаниянавнешниевоздействия.Общиеположенияируководствов.,dn=МЭК68-1:1988Испытаниянавнешниевоздействия.Общиеположенияируководствов,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-частинормальныхусловийиспытаний-none-none-none-2,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN частинормальныхусловийиспытаний. (ГОСТ 15150-1969),частинормальныхусловийиспытаний.,,,,,,,,,2,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN частинормальныхусловийиспытаний..,dn=частинормальныхусловийиспытаний.,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-данныеосоответствиинастоящегостандартамеждународнымстандартам,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN Данныеосоответствиинастоящегостандартамеждународнымстандартамуказаны (ГОСТ 15150-1969),Данныеосоответствиинастоящегостандартамеждународнымстандартамуказаны,,,,,,,,,2,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN Данныеосоответствиинастоящегостандартамеждународнымстандартамуказаны.,dn=Данныеосоответствиинастоящегостандартамеждународнымстандартамуказаны,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-вприложении12-none-none-none-2,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN вприложении12. (ГОСТ 15150-1969),вприложении12.,,,,,,,,,2,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN вприложении12..,dn=вприложении12.,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-4введенвпервые-none-none-none-2,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN 4.ВВЕДЕНВПЕРВЫЕ (ГОСТ 15150-1969),4.ВВЕДЕНВПЕРВЫЕ,,,,,,,,,2,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN 4.ВВЕДЕНВПЕРВЫЕ.,dn=4.ВВЕДЕНВПЕРВЫЕ,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-5ссылочныенормативно-техническиедокументы-none-none-none-2,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN 5.ССЫЛОЧНЫЕНОРМАТИВНО-ТЕХНИЧЕСКИЕДОКУМЕНТЫ (ГОСТ 15150-1969),5.ССЫЛОЧНЫЕНОРМАТИВНО-ТЕХНИЧЕСКИЕДОКУМЕНТЫ,,,,,,,,,2,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN 5.ССЫЛОЧНЫЕНОРМАТИВНО-ТЕХНИЧЕСКИЕДОКУМЕНТЫ.,dn=5.ССЫЛОЧНЫЕНОРМАТИВНО-ТЕХНИЧЕСКИЕДОКУМЕНТЫ,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-обозначениентднакоторыйданассылка-none-none-none-2,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,"Арматура АР DN ОбозначениеНТД,накоторыйданассылка (ГОСТ 15150-1969)","ОбозначениеНТД,накоторыйданассылка",,,,,,,,,2,pdf/арматура/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150-1969. Тип: АР. DN ОбозначениеНТД,накоторыйданассылка.","dn=ОбозначениеНТД,накоторыйданассылка",,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-гост9303-84гост4401-81гост155431-89гост16350-80гост24482-80го,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN ГОСТ9.303-84ГОСТ4401-81ГОСТ15543.1-89ГОСТ16350-80ГОСТ24482-80ГОСТ25870-83ГОСТ31119-2002 (ГОСТ 15150-1969),ГОСТ9.303-84ГОСТ4401-81ГОСТ15543.1-89ГОСТ16350-80ГОСТ24482-80ГОСТ25870-83ГОСТ31119-2002,,,,,,,,,2,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN ГОСТ9.303-84ГОСТ4401-81ГОСТ15543.1-89ГОСТ16350-80ГОСТ24482-80ГОСТ25870-83ГОСТ31119-2002.,dn=ГОСТ9.303-84ГОСТ4401-81ГОСТ15543.1-89ГОСТ16350-80ГОСТ24482-80ГОСТ25870-83ГОСТ31119-2002,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-1-у41-ом-10,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN 1 (ГОСТ 15150-1969),1,,У4,У4.1,,,,ОМ,,10,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN 1.,dn=1; outer_diameter=У4; wall_thickness=У4.1; mass_kg=ОМ,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-1-хл41-5-10,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN 1 (ГОСТ 15150-1969),1,,У4,ХЛ4.1,,,,5,,10,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN 1.,dn=1; outer_diameter=У4; wall_thickness=ХЛ4.1; mass_kg=5,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-1-ту41-ом-10,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN 1 (ГОСТ 15150-1969),1,,У4,ТУ4.1,,,,ОМ,,10,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN 1.,dn=1; outer_diameter=У4; wall_thickness=ТУ4.1; mass_kg=ОМ,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-2-ухл4-в5-10,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN 2 (ГОСТ 15150-1969),2,,УХЛ,УХЛ4.,,,,В5,,10,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN 2.,dn=2; outer_diameter=УХЛ; wall_thickness=УХЛ4.; mass_kg=В5,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-2-1-в5-10,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN 2 (ГОСТ 15150-1969),2,,УХЛ,1,,,,В5,,10,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN 2.,dn=2; outer_diameter=УХЛ; wall_thickness=1; mass_kg=В5,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-дляисполненийуухлхлттсов-40с-none-none-none-15,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,"Арматура АР DN дляисполненийУ,УХЛ(ХЛ),Т,ТС,О,В-40°С; (ГОСТ 15150-1969)","дляисполненийУ,УХЛ(ХЛ),Т,ТС,О,В-40°С;",,,,,,,,,15,pdf/арматура/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150-1969. Тип: АР. DN дляисполненийУ,УХЛ(ХЛ),Т,ТС,О,В-40°С;.","dn=дляисполненийУ,УХЛ(ХЛ),Т,ТС,О,В-40°С;",,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-дляисполненийтвтм-10с-none-none-none-15,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,"Арматура АР DN дляисполненийТВ,ТМ-10°С; (ГОСТ 15150-1969)","дляисполненийТВ,ТМ-10°С;",,,,,,,,,15,pdf/арматура/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150-1969. Тип: АР. DN дляисполненийТВ,ТМ-10°С;.","dn=дляисполненийТВ,ТМ-10°С;",,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-дляисполненийтумом-30с-none-none-none-15,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,"Арматура АР DN дляисполненийТУ,М,ОМ-30°С. (ГОСТ 15150-1969)","дляисполненийТУ,М,ОМ-30°С.",,,,,,,,,15,pdf/арматура/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150-1969. Тип: АР. DN дляисполненийТУ,М,ОМ-30°С..","dn=дляисполненийТУ,М,ОМ-30°С.",,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-3435измененнаяредакцияизмn3-none-none-none-15,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,"Арматура АР DN 3.4,3.5.(Измененнаяредакция,Изм.N3). (ГОСТ 15150-1969)","3.4,3.5.(Измененнаяредакция,Изм.N3).",,,,,,,,,15,pdf/арматура/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150-1969. Тип: АР. DN 3.4,3.5.(Измененнаяредакция,Изм.N3)..","dn=3.4,3.5.(Измененнаяредакция,Изм.N3).",,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-36рабочиезначениявлажностивоздухасочетанияотносительнойвлажно,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN 3.6.Рабочиезначениявлажностивоздуха(сочетанияотносительнойвлажностии (ГОСТ 15150-1969),3.6.Рабочиезначениявлажностивоздуха(сочетанияотносительнойвлажностии,,,,,,,,,15,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN 3.6.Рабочиезначениявлажностивоздуха(сочетанияотносительнойвлажностии.,dn=3.6.Рабочиезначениявлажностивоздуха(сочетанияотносительнойвлажностии,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-температурыприведенывтабл6-none-none-none-15,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN температуры)приведенывтабл.6. (ГОСТ 15150-1969),температуры)приведенывтабл.6.,,,,,,,,,15,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN температуры)приведенывтабл.6..,dn=температуры)приведенывтабл.6.,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-таблица6-none-none-none-15,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN Таблица6 (ГОСТ 15150-1969),Таблица6,,,,,,,,,15,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN Таблица6.,dn=Таблица6,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-исполнениеизделия-none-none-none-15,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN Исполнениеизделия (ГОСТ 15150-1969),Исполнениеизделия,,,,,,,,,15,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN Исполнениеизделия.,dn=Исполнениеизделия,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-ухл-none-none-none-15,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN УХЛ (ГОСТ 15150-1969),УХЛ,,,,,,,,,15,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN УХЛ.,dn=УХЛ,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-уухлхлту-none-none-none-15,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,"Арматура АР DN У,УХЛ(ХЛ*),ТУ (ГОСТ 15150-1969)","У,УХЛ(ХЛ*),ТУ",,,,,,,,,15,pdf/арматура/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150-1969. Тип: АР. DN У,УХЛ(ХЛ*),ТУ.","dn=У,УХЛ(ХЛ*),ТУ",,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-тс-none-none-none-15,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN ТС (ГОСТ 15150-1969),ТС,,,,,,,,,15,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN ТС.,dn=ТС,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-твтовтмом-none-none-none-15,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,"Арматура АР DN ТВ,Т,О,В,ТМ*,ОМ** (ГОСТ 15150-1969)","ТВ,Т,О,В,ТМ*,ОМ**",,,,,,,,,15,pdf/арматура/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150-1969. Тип: АР. DN ТВ,Т,О,В,ТМ*,ОМ**.","dn=ТВ,Т,О,В,ТМ*,ОМ**",,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-твтвтмом-none-none-none-15,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,"Арматура АР DN ТВ,Т,ВТМ,ОМ** (ГОСТ 15150-1969)","ТВ,Т,ВТМ,ОМ**",,,,,,,,,15,pdf/арматура/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150-1969. Тип: АР. DN ТВ,Т,ВТМ,ОМ**.","dn=ТВ,Т,ВТМ,ОМ**",,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-твовтмом-none-none-none-15,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,"Арматура АР DN ТВ,О,В,ТМ,ОМ** (ГОСТ 15150-1969)","ТВ,О,В,ТМ,ОМ**",,,,,,,,,15,pdf/арматура/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150-1969. Тип: АР. DN ТВ,О,В,ТМ,ОМ**.","dn=ТВ,О,В,ТМ,ОМ**",,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-м-none-none-none-15,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN М (ГОСТ 15150-1969),М,,,,,,,,,15,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN М.,dn=М,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-едляжелезнодорожногоподвижногосоставаисполненияунижнеерабочее,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN е)дляжелезнодорожногоподвижногосоставаисполненияУнижнеерабочееипредельное (ГОСТ 15150-1969),е)дляжелезнодорожногоподвижногосоставаисполненияУнижнеерабочееипредельное,,,,,,,,,26,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN е)дляжелезнодорожногоподвижногосоставаисполненияУнижнеерабочееипредельное.,dn=е)дляжелезнодорожногоподвижногосоставаисполненияУнижнеерабочееипредельное,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-значениятемпературыприниматьравнымиминус50с-none-none-none-26,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN значениятемпературыприниматьравнымиминус50°С; (ГОСТ 15150-1969),значениятемпературыприниматьравнымиминус50°С;,,,,,,,,,26,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN значениятемпературыприниматьравнымиминус50°С;.,dn=значениятемпературыприниматьравнымиминус50°С;,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-ждляизделийкатегории4охлаждаемыхпутемзаборанаружноговоздухазн,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,"Арматура АР DN ж)дляизделийкатегории4,охлаждаемыхпутемзаборанаружноговоздуха,значения (ГОСТ 15150-1969)","ж)дляизделийкатегории4,охлаждаемыхпутемзаборанаружноговоздуха,значения",,,,,,,,,26,pdf/арматура/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150-1969. Тип: АР. DN ж)дляизделийкатегории4,охлаждаемыхпутемзаборанаружноговоздуха,значения.","dn=ж)дляизделийкатегории4,охлаждаемыхпутемзаборанаружноговоздуха,значения",,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-температурывоздухаприниматьтакимижекакидлякатегории2-none-non,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,"Арматура АР DN температурывоздухаприниматьтакимиже,какидлякатегории2. (ГОСТ 15150-1969)","температурывоздухаприниматьтакимиже,какидлякатегории2.",,,,,,,,,26,pdf/арматура/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150-1969. Тип: АР. DN температурывоздухаприниматьтакимиже,какидлякатегории2..","dn=температурывоздухаприниматьтакимиже,какидлякатегории2.",,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-идляизделийкатегорий12присоединяемыхнепосредственнокповерхнос,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,"Арматура АР DN и)Дляизделийкатегорий1;2,присоединяемыхнепосредственнокповерхностям, (ГОСТ 15150-1969)","и)Дляизделийкатегорий1;2,присоединяемыхнепосредственнокповерхностям,",,,,,,,,,26,pdf/арматура/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150-1969. Тип: АР. DN и)Дляизделийкатегорий1;2,присоединяемыхнепосредственнокповерхностям,.","dn=и)Дляизделийкатегорий1;2,присоединяемыхнепосредственнокповерхностям,",,,,,,,,,,,,,,,,,,,,
