sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,outer_d_branch,wall_branch,pn,angle,radius,mass_kg,material,standard_page,pdf_path,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,execution,coating,material_grade,washer_type,nominal_d_mm,gost_designation,supervised,base_sku,dim_thread_size,dim_length_mm,description,attributes,dim_strength_class,woo_type
11738-В-20-40-10.9,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M20×40 10.9 ГОСТ 11738-84,20,,,,,,,,,,,,,20,40,,10.9,A,,,,,,,False,11738-В-20-40-10.9,20,40,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M20, длина 40 мм, класс прочности 10.9.",thread_size=20; length_mm=40; strength_class=10.9,10.9,simple
11738-В-20-50-8.8,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M20×50 8.8 ГОСТ 11738-84,20,,,,,,,,,,,,,20,50,,8.8,A,,,,,,,False,11738-В-20-50-8.8,20,50,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M20, длина 50 мм, класс прочности 8.8.",thread_size=20; length_mm=50; strength_class=8.8,8.8,simple
11738-В-20-50-10.9,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M20×50 10.9 ГОСТ 11738-84,20,,,,,,,,,,,,,20,50,,10.9,A,,,,,,,False,11738-В-20-50-10.9,20,50,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M20, длина 50 мм, класс прочности 10.9.",thread_size=20; length_mm=50; strength_class=10.9,10.9,simple
11738-В-20-60-8.8,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M20×60 8.8 ГОСТ 11738-84,20,,,,,,,,,,,,,20,60,,8.8,A,,,,,,,False,11738-В-20-60-8.8,20,60,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M20, длина 60 мм, класс прочности 8.8.",thread_size=20; length_mm=60; strength_class=8.8,8.8,simple
11738-В-20-60-10.9,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M20×60 10.9 ГОСТ 11738-84,20,,,,,,,,,,,,,20,60,,10.9,A,,,,,,,False,11738-В-20-60-10.9,20,60,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M20, длина 60 мм, класс прочности 10.9.",thread_size=20; length_mm=60; strength_class=10.9,10.9,simple
11738-В-20-70-8.8,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M20×70 8.8 ГОСТ 11738-84,20,,,,,,,,,,,,,20,70,,8.8,A,,,,,,,False,11738-В-20-70-8.8,20,70,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M20, длина 70 мм, класс прочности 8.8.",thread_size=20; length_mm=70; strength_class=8.8,8.8,simple
11738-В-20-70-10.9,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M20×70 10.9 ГОСТ 11738-84,20,,,,,,,,,,,,,20,70,,10.9,A,,,,,,,False,11738-В-20-70-10.9,20,70,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M20, длина 70 мм, класс прочности 10.9.",thread_size=20; length_mm=70; strength_class=10.9,10.9,simple
11738-В-20-80-8.8,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M20×80 8.8 ГОСТ 11738-84,20,,,,,,,,,,,,,20,80,,8.8,A,,,,,,,False,11738-В-20-80-8.8,20,80,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M20, длина 80 мм, класс прочности 8.8.",thread_size=20; length_mm=80; strength_class=8.8,8.8,simple
11738-В-20-80-10.9,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M20×80 10.9 ГОСТ 11738-84,20,,,,,,,,,,,,,20,80,,10.9,A,,,,,,,False,11738-В-20-80-10.9,20,80,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M20, длина 80 мм, класс прочности 10.9.",thread_size=20; length_mm=80; strength_class=10.9,10.9,simple
11738-В-20-90-8.8,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M20×90 8.8 ГОСТ 11738-84,20,,,,,,,,,,,,,20,90,,8.8,A,,,,,,,False,11738-В-20-90-8.8,20,90,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M20, длина 90 мм, класс прочности 8.8.",thread_size=20; length_mm=90; strength_class=8.8,8.8,simple
11738-В-20-90-10.9,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M20×90 10.9 ГОСТ 11738-84,20,,,,,,,,,,,,,20,90,,10.9,A,,,,,,,False,11738-В-20-90-10.9,20,90,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M20, длина 90 мм, класс прочности 10.9.",thread_size=20; length_mm=90; strength_class=10.9,10.9,simple
11738-В-20-100-8.8,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M20×100 8.8 ГОСТ 11738-84,20,,,,,,,,,,,,,20,100,,8.8,A,,,,,,,False,11738-В-20-100-8.8,20,100,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M20, длина 100 мм, класс прочности 8.8.",thread_size=20; length_mm=100; strength_class=8.8,8.8,simple
11738-В-20-100-10.9,ГОСТ 11738-1984,ГОСТ 11738-84,крепеж,Винт,В,Винт M20×100 10.9 ГОСТ 11738-84,20,,,,,,,,,,,,,20,100,,10.9,A,,,,,,,False,11738-В-20-100-10.9,20,100,"Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M20, длина 100 мм, класс прочности 10.9.",thread_size=20; length_mm=100; strength_class=10.9,10.9,simple
