sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,outer_d_branch,wall_branch,pn,angle,radius,mass_kg,material,standard_page,pdf_path,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,execution,coating,material_grade,washer_type,nominal_d_mm,gost_designation,supervised,base_sku,dim_execution,dim_wall_branch,dim_gost_designation,description,attributes,dim_outer_d_branch,dim_dy,dim_dy1,dim_pn,dim_equal_pass
ост-34-10-763-97-2-1600-1620-14--1620-1-09г2сP,ОСТ 34-10-763-97,ОСТ 34.10.763-1997,тройники,Тройники,ТР,Тройник П 1620х14 09Г2С ОСТ 34-10-763-1997,1600,1600,1620,14,1620,14,1.6,,,,09Г2С,1,pdf/тройники/ОСТ_34_10_763_97.pdf,,,,,,2,,09Г2С,,,1620х14,True,ост-34-10-763-97-2-1600-1620-14--1620-1,2,14,1620х14,Тройник равнопроходный по ОСТ 34-10-763-1997. Тип: ТР. DN 1600. Размеры 1620х14 мм. PN 1.6 МПа. Исполнение 2. Марка стали 09Г2С. Условное обозначение: 1620х14.,dn=1600; dn_branch=1600; outer_diameter=1620; wall_thickness=14; pn=1.6; material=09Г2С; execution=2; material_grade=09Г2С; dy=1600; dy1=1600; pn=1.6; equal_pass=да; outer_d_branch=1620; wall_branch=14; gost_designation=1620х14; supervised=Да,1620,1600,1600,1.6,да
ост-34-10-763-97-2-1600-1620-14--1620-1-12х18н10т,ОСТ 34-10-763-97,ОСТ 34.10.763-1997,тройники,Тройники,ТР,Тройник 1620х14 12Х18Н10Т ОСТ 34-10-763-1997,1600,1600,1620,14,1620,14,1.6,,,,12Х18Н10Т,1,pdf/тройники/ОСТ_34_10_763_97.pdf,,,,,,2,,12Х18Н10Т,,,1620х14,False,ост-34-10-763-97-2-1600-1620-14--1620-1,2,14,1620х14,Тройник равнопроходный по ОСТ 34-10-763-1997. Тип: ТР. DN 1600. Размеры 1620х14 мм. PN 1.6 МПа. Исполнение 2. Марка стали 12Х18Н10Т. Условное обозначение: 1620х14.,dn=1600; dn_branch=1600; outer_diameter=1620; wall_thickness=14; pn=1.6; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; dy=1600; dy1=1600; pn=1.6; equal_pass=да; outer_d_branch=1620; wall_branch=14; gost_designation=1620х14,1620,1600,1600,1.6,да
ост-34-10-763-97-2-1600-1620-14--1620-1-12х18н10тP,ОСТ 34-10-763-97,ОСТ 34.10.763-1997,тройники,Тройники,ТР,Тройник П 1620х14 12Х18Н10Т ОСТ 34-10-763-1997,1600,1600,1620,14,1620,14,1.6,,,,12Х18Н10Т,1,pdf/тройники/ОСТ_34_10_763_97.pdf,,,,,,2,,12Х18Н10Т,,,1620х14,True,ост-34-10-763-97-2-1600-1620-14--1620-1,2,14,1620х14,Тройник равнопроходный по ОСТ 34-10-763-1997. Тип: ТР. DN 1600. Размеры 1620х14 мм. PN 1.6 МПа. Исполнение 2. Марка стали 12Х18Н10Т. Условное обозначение: 1620х14.,dn=1600; dn_branch=1600; outer_diameter=1620; wall_thickness=14; pn=1.6; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; dy=1600; dy1=1600; pn=1.6; equal_pass=да; outer_d_branch=1620; wall_branch=14; gost_designation=1620х14; supervised=Да,1620,1600,1600,1.6,да
ост-34-10-763-97-2-1600-1620-14--1620-1-20,ОСТ 34-10-763-97,ОСТ 34.10.763-1997,тройники,Тройники,ТР,Тройник 1620х14 Ст20 ОСТ 34-10-763-1997,1600,1600,1620,14,1620,14,1.6,,,,20,1,pdf/тройники/ОСТ_34_10_763_97.pdf,,,,,,2,,20,,,1620х14,False,ост-34-10-763-97-2-1600-1620-14--1620-1,2,14,1620х14,Тройник равнопроходный по ОСТ 34-10-763-1997. Тип: ТР. DN 1600. Размеры 1620х14 мм. PN 1.6 МПа. Исполнение 2. Марка стали 20. Условное обозначение: 1620х14.,dn=1600; dn_branch=1600; outer_diameter=1620; wall_thickness=14; pn=1.6; material=20; execution=2; material_grade=20; dy=1600; dy1=1600; pn=1.6; equal_pass=да; outer_d_branch=1620; wall_branch=14; gost_designation=1620х14,1620,1600,1600,1.6,да
ост-34-10-763-97-2-1600-1620-14--1620-1-13хфа,ОСТ 34-10-763-97,ОСТ 34.10.763-1997,тройники,Тройники,ТР,Тройник 1620х14 13ХФА ОСТ 34-10-763-1997,1600,1600,1620,14,1620,14,1.6,,,,13ХФА,1,pdf/тройники/ОСТ_34_10_763_97.pdf,,,,,,2,,13ХФА,,,1620х14,False,ост-34-10-763-97-2-1600-1620-14--1620-1,2,14,1620х14,Тройник равнопроходный по ОСТ 34-10-763-1997. Тип: ТР. DN 1600. Размеры 1620х14 мм. PN 1.6 МПа. Исполнение 2. Марка стали 13ХФА. Условное обозначение: 1620х14.,dn=1600; dn_branch=1600; outer_diameter=1620; wall_thickness=14; pn=1.6; material=13ХФА; execution=2; material_grade=13ХФА; dy=1600; dy1=1600; pn=1.6; equal_pass=да; outer_d_branch=1620; wall_branch=14; gost_designation=1620х14,1620,1600,1600,1.6,да
ост-34-10-763-97-2-1600-1620-14--1620-1-17г1с,ОСТ 34-10-763-97,ОСТ 34.10.763-1997,тройники,Тройники,ТР,Тройник 1620х14 17Г1С ОСТ 34-10-763-1997,1600,1600,1620,14,1620,14,1.6,,,,17Г1С,1,pdf/тройники/ОСТ_34_10_763_97.pdf,,,,,,2,,17Г1С,,,1620х14,False,ост-34-10-763-97-2-1600-1620-14--1620-1,2,14,1620х14,Тройник равнопроходный по ОСТ 34-10-763-1997. Тип: ТР. DN 1600. Размеры 1620х14 мм. PN 1.6 МПа. Исполнение 2. Марка стали 17Г1С. Условное обозначение: 1620х14.,dn=1600; dn_branch=1600; outer_diameter=1620; wall_thickness=14; pn=1.6; material=17Г1С; execution=2; material_grade=17Г1С; dy=1600; dy1=1600; pn=1.6; equal_pass=да; outer_d_branch=1620; wall_branch=14; gost_designation=1620х14,1620,1600,1600,1.6,да
ост-34-10-763-97-2-1600-1620-14--1620-1-17г1сP,ОСТ 34-10-763-97,ОСТ 34.10.763-1997,тройники,Тройники,ТР,Тройник П 1620х14 17Г1С ОСТ 34-10-763-1997,1600,1600,1620,14,1620,14,1.6,,,,17Г1С,1,pdf/тройники/ОСТ_34_10_763_97.pdf,,,,,,2,,17Г1С,,,1620х14,True,ост-34-10-763-97-2-1600-1620-14--1620-1,2,14,1620х14,Тройник равнопроходный по ОСТ 34-10-763-1997. Тип: ТР. DN 1600. Размеры 1620х14 мм. PN 1.6 МПа. Исполнение 2. Марка стали 17Г1С. Условное обозначение: 1620х14.,dn=1600; dn_branch=1600; outer_diameter=1620; wall_thickness=14; pn=1.6; material=17Г1С; execution=2; material_grade=17Г1С; dy=1600; dy1=1600; pn=1.6; equal_pass=да; outer_d_branch=1620; wall_branch=14; gost_designation=1620х14; supervised=Да,1620,1600,1600,1.6,да
ост-34-10-763-97-2-1000-1020-25--1020-1-09г2с,ОСТ 34-10-763-97,ОСТ 34.10.763-1997,тройники,Тройники,ТР,Тройник 1020х25 09Г2С ОСТ 34-10-763-1997,1000,1000,1020,25,1020,25,2.2,,,808,09Г2С,1,pdf/тройники/ОСТ_34_10_763_97.pdf,,,,,,2,,09Г2С,,,1020х25,False,ост-34-10-763-97-2-1000-1020-25--1020-1,2,25,1020х25,Тройник равнопроходный по ОСТ 34-10-763-1997. Тип: ТР. DN 1000. Размеры 1020х25 мм. PN 2.2 МПа. Исполнение 2. Марка стали 09Г2С. Масса 808 кг. Условное обозначение: 1020х25.,dn=1000; dn_branch=1000; outer_diameter=1020; wall_thickness=25; pn=2.2; mass_kg=808; material=09Г2С; execution=2; material_grade=09Г2С; dy=1000; dy1=1000; pn=2.2; equal_pass=да; outer_d_branch=1020; wall_branch=25; gost_designation=1020х25,1020,1000,1000,2.2,да
ост-34-10-763-97-2-1000-1020-25--1020-1-09г2сP,ОСТ 34-10-763-97,ОСТ 34.10.763-1997,тройники,Тройники,ТР,Тройник П 1020х25 09Г2С ОСТ 34-10-763-1997,1000,1000,1020,25,1020,25,2.2,,,808,09Г2С,1,pdf/тройники/ОСТ_34_10_763_97.pdf,,,,,,2,,09Г2С,,,1020х25,True,ост-34-10-763-97-2-1000-1020-25--1020-1,2,25,1020х25,Тройник равнопроходный по ОСТ 34-10-763-1997. Тип: ТР. DN 1000. Размеры 1020х25 мм. PN 2.2 МПа. Исполнение 2. Марка стали 09Г2С. Масса 808 кг. Условное обозначение: 1020х25.,dn=1000; dn_branch=1000; outer_diameter=1020; wall_thickness=25; pn=2.2; mass_kg=808; material=09Г2С; execution=2; material_grade=09Г2С; dy=1000; dy1=1000; pn=2.2; equal_pass=да; outer_d_branch=1020; wall_branch=25; gost_designation=1020х25; supervised=Да,1020,1000,1000,2.2,да
ост-34-10-763-97-2-1000-1020-25--1020-1-12х18н10т,ОСТ 34-10-763-97,ОСТ 34.10.763-1997,тройники,Тройники,ТР,Тройник 1020х25 12Х18Н10Т ОСТ 34-10-763-1997,1000,1000,1020,25,1020,25,2.2,,,808,12Х18Н10Т,1,pdf/тройники/ОСТ_34_10_763_97.pdf,,,,,,2,,12Х18Н10Т,,,1020х25,False,ост-34-10-763-97-2-1000-1020-25--1020-1,2,25,1020х25,Тройник равнопроходный по ОСТ 34-10-763-1997. Тип: ТР. DN 1000. Размеры 1020х25 мм. PN 2.2 МПа. Исполнение 2. Марка стали 12Х18Н10Т. Масса 808 кг. Условное обозначение: 1020х25.,dn=1000; dn_branch=1000; outer_diameter=1020; wall_thickness=25; pn=2.2; mass_kg=808; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; dy=1000; dy1=1000; pn=2.2; equal_pass=да; outer_d_branch=1020; wall_branch=25; gost_designation=1020х25,1020,1000,1000,2.2,да
ост-34-10-763-97-2-1000-1020-25--1020-1-12х18н10тP,ОСТ 34-10-763-97,ОСТ 34.10.763-1997,тройники,Тройники,ТР,Тройник П 1020х25 12Х18Н10Т ОСТ 34-10-763-1997,1000,1000,1020,25,1020,25,2.2,,,808,12Х18Н10Т,1,pdf/тройники/ОСТ_34_10_763_97.pdf,,,,,,2,,12Х18Н10Т,,,1020х25,True,ост-34-10-763-97-2-1000-1020-25--1020-1,2,25,1020х25,Тройник равнопроходный по ОСТ 34-10-763-1997. Тип: ТР. DN 1000. Размеры 1020х25 мм. PN 2.2 МПа. Исполнение 2. Марка стали 12Х18Н10Т. Масса 808 кг. Условное обозначение: 1020х25.,dn=1000; dn_branch=1000; outer_diameter=1020; wall_thickness=25; pn=2.2; mass_kg=808; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; dy=1000; dy1=1000; pn=2.2; equal_pass=да; outer_d_branch=1020; wall_branch=25; gost_designation=1020х25; supervised=Да,1020,1000,1000,2.2,да
ост-34-10-763-97-2-1000-1020-25--1020-1-20,ОСТ 34-10-763-97,ОСТ 34.10.763-1997,тройники,Тройники,ТР,Тройник 1020х25 Ст20 ОСТ 34-10-763-1997,1000,1000,1020,25,1020,25,2.2,,,808,20,1,pdf/тройники/ОСТ_34_10_763_97.pdf,,,,,,2,,20,,,1020х25,False,ост-34-10-763-97-2-1000-1020-25--1020-1,2,25,1020х25,Тройник равнопроходный по ОСТ 34-10-763-1997. Тип: ТР. DN 1000. Размеры 1020х25 мм. PN 2.2 МПа. Исполнение 2. Марка стали 20. Масса 808 кг. Условное обозначение: 1020х25.,dn=1000; dn_branch=1000; outer_diameter=1020; wall_thickness=25; pn=2.2; mass_kg=808; material=20; execution=2; material_grade=20; dy=1000; dy1=1000; pn=2.2; equal_pass=да; outer_d_branch=1020; wall_branch=25; gost_designation=1020х25,1020,1000,1000,2.2,да
ост-34-10-763-97-2-1000-1020-25--1020-1-13хфа,ОСТ 34-10-763-97,ОСТ 34.10.763-1997,тройники,Тройники,ТР,Тройник 1020х25 13ХФА ОСТ 34-10-763-1997,1000,1000,1020,25,1020,25,2.2,,,808,13ХФА,1,pdf/тройники/ОСТ_34_10_763_97.pdf,,,,,,2,,13ХФА,,,1020х25,False,ост-34-10-763-97-2-1000-1020-25--1020-1,2,25,1020х25,Тройник равнопроходный по ОСТ 34-10-763-1997. Тип: ТР. DN 1000. Размеры 1020х25 мм. PN 2.2 МПа. Исполнение 2. Марка стали 13ХФА. Масса 808 кг. Условное обозначение: 1020х25.,dn=1000; dn_branch=1000; outer_diameter=1020; wall_thickness=25; pn=2.2; mass_kg=808; material=13ХФА; execution=2; material_grade=13ХФА; dy=1000; dy1=1000; pn=2.2; equal_pass=да; outer_d_branch=1020; wall_branch=25; gost_designation=1020х25,1020,1000,1000,2.2,да
ост-34-10-763-97-2-1000-1020-25--1020-1-17г1с,ОСТ 34-10-763-97,ОСТ 34.10.763-1997,тройники,Тройники,ТР,Тройник 1020х25 17Г1С ОСТ 34-10-763-1997,1000,1000,1020,25,1020,25,2.2,,,808,17Г1С,1,pdf/тройники/ОСТ_34_10_763_97.pdf,,,,,,2,,17Г1С,,,1020х25,False,ост-34-10-763-97-2-1000-1020-25--1020-1,2,25,1020х25,Тройник равнопроходный по ОСТ 34-10-763-1997. Тип: ТР. DN 1000. Размеры 1020х25 мм. PN 2.2 МПа. Исполнение 2. Марка стали 17Г1С. Масса 808 кг. Условное обозначение: 1020х25.,dn=1000; dn_branch=1000; outer_diameter=1020; wall_thickness=25; pn=2.2; mass_kg=808; material=17Г1С; execution=2; material_grade=17Г1С; dy=1000; dy1=1000; pn=2.2; equal_pass=да; outer_d_branch=1020; wall_branch=25; gost_designation=1020х25,1020,1000,1000,2.2,да
ост-34-10-763-97-2-1000-1020-25--1020-1-17г1сP,ОСТ 34-10-763-97,ОСТ 34.10.763-1997,тройники,Тройники,ТР,Тройник П 1020х25 17Г1С ОСТ 34-10-763-1997,1000,1000,1020,25,1020,25,2.2,,,808,17Г1С,1,pdf/тройники/ОСТ_34_10_763_97.pdf,,,,,,2,,17Г1С,,,1020х25,True,ост-34-10-763-97-2-1000-1020-25--1020-1,2,25,1020х25,Тройник равнопроходный по ОСТ 34-10-763-1997. Тип: ТР. DN 1000. Размеры 1020х25 мм. PN 2.2 МПа. Исполнение 2. Марка стали 17Г1С. Масса 808 кг. Условное обозначение: 1020х25.,dn=1000; dn_branch=1000; outer_diameter=1020; wall_thickness=25; pn=2.2; mass_kg=808; material=17Г1С; execution=2; material_grade=17Г1С; dy=1000; dy1=1000; pn=2.2; equal_pass=да; outer_d_branch=1020; wall_branch=25; gost_designation=1020х25; supervised=Да,1020,1000,1000,2.2,да
ост-34-10-763-97-2-1200-1220-25--1220-1-09г2с,ОСТ 34-10-763-97,ОСТ 34.10.763-1997,тройники,Тройники,ТР,Тройник 1220х25 09Г2С ОСТ 34-10-763-1997,1200,1200,1220,25,1220,25,2.2,,,1110,09Г2С,1,pdf/тройники/ОСТ_34_10_763_97.pdf,,,,,,2,,09Г2С,,,1220х25,False,ост-34-10-763-97-2-1200-1220-25--1220-1,2,25,1220х25,Тройник равнопроходный по ОСТ 34-10-763-1997. Тип: ТР. DN 1200. Размеры 1220х25 мм. PN 2.2 МПа. Исполнение 2. Марка стали 09Г2С. Масса 1110 кг. Условное обозначение: 1220х25.,dn=1200; dn_branch=1200; outer_diameter=1220; wall_thickness=25; pn=2.2; mass_kg=1110; material=09Г2С; execution=2; material_grade=09Г2С; dy=1200; dy1=1200; pn=2.2; equal_pass=да; outer_d_branch=1220; wall_branch=25; gost_designation=1220х25,1220,1200,1200,2.2,да
ост-34-10-763-97-2-1200-1220-25--1220-1-09г2сP,ОСТ 34-10-763-97,ОСТ 34.10.763-1997,тройники,Тройники,ТР,Тройник П 1220х25 09Г2С ОСТ 34-10-763-1997,1200,1200,1220,25,1220,25,2.2,,,1110,09Г2С,1,pdf/тройники/ОСТ_34_10_763_97.pdf,,,,,,2,,09Г2С,,,1220х25,True,ост-34-10-763-97-2-1200-1220-25--1220-1,2,25,1220х25,Тройник равнопроходный по ОСТ 34-10-763-1997. Тип: ТР. DN 1200. Размеры 1220х25 мм. PN 2.2 МПа. Исполнение 2. Марка стали 09Г2С. Масса 1110 кг. Условное обозначение: 1220х25.,dn=1200; dn_branch=1200; outer_diameter=1220; wall_thickness=25; pn=2.2; mass_kg=1110; material=09Г2С; execution=2; material_grade=09Г2С; dy=1200; dy1=1200; pn=2.2; equal_pass=да; outer_d_branch=1220; wall_branch=25; gost_designation=1220х25; supervised=Да,1220,1200,1200,2.2,да
ост-34-10-763-97-2-1200-1220-25--1220-1-12х18н10т,ОСТ 34-10-763-97,ОСТ 34.10.763-1997,тройники,Тройники,ТР,Тройник 1220х25 12Х18Н10Т ОСТ 34-10-763-1997,1200,1200,1220,25,1220,25,2.2,,,1110,12Х18Н10Т,1,pdf/тройники/ОСТ_34_10_763_97.pdf,,,,,,2,,12Х18Н10Т,,,1220х25,False,ост-34-10-763-97-2-1200-1220-25--1220-1,2,25,1220х25,Тройник равнопроходный по ОСТ 34-10-763-1997. Тип: ТР. DN 1200. Размеры 1220х25 мм. PN 2.2 МПа. Исполнение 2. Марка стали 12Х18Н10Т. Масса 1110 кг. Условное обозначение: 1220х25.,dn=1200; dn_branch=1200; outer_diameter=1220; wall_thickness=25; pn=2.2; mass_kg=1110; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; dy=1200; dy1=1200; pn=2.2; equal_pass=да; outer_d_branch=1220; wall_branch=25; gost_designation=1220х25,1220,1200,1200,2.2,да
ост-34-10-763-97-2-1200-1220-25--1220-1-12х18н10тP,ОСТ 34-10-763-97,ОСТ 34.10.763-1997,тройники,Тройники,ТР,Тройник П 1220х25 12Х18Н10Т ОСТ 34-10-763-1997,1200,1200,1220,25,1220,25,2.2,,,1110,12Х18Н10Т,1,pdf/тройники/ОСТ_34_10_763_97.pdf,,,,,,2,,12Х18Н10Т,,,1220х25,True,ост-34-10-763-97-2-1200-1220-25--1220-1,2,25,1220х25,Тройник равнопроходный по ОСТ 34-10-763-1997. Тип: ТР. DN 1200. Размеры 1220х25 мм. PN 2.2 МПа. Исполнение 2. Марка стали 12Х18Н10Т. Масса 1110 кг. Условное обозначение: 1220х25.,dn=1200; dn_branch=1200; outer_diameter=1220; wall_thickness=25; pn=2.2; mass_kg=1110; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; dy=1200; dy1=1200; pn=2.2; equal_pass=да; outer_d_branch=1220; wall_branch=25; gost_designation=1220х25; supervised=Да,1220,1200,1200,2.2,да
ост-34-10-763-97-2-1200-1220-25--1220-1-20,ОСТ 34-10-763-97,ОСТ 34.10.763-1997,тройники,Тройники,ТР,Тройник 1220х25 Ст20 ОСТ 34-10-763-1997,1200,1200,1220,25,1220,25,2.2,,,1110,20,1,pdf/тройники/ОСТ_34_10_763_97.pdf,,,,,,2,,20,,,1220х25,False,ост-34-10-763-97-2-1200-1220-25--1220-1,2,25,1220х25,Тройник равнопроходный по ОСТ 34-10-763-1997. Тип: ТР. DN 1200. Размеры 1220х25 мм. PN 2.2 МПа. Исполнение 2. Марка стали 20. Масса 1110 кг. Условное обозначение: 1220х25.,dn=1200; dn_branch=1200; outer_diameter=1220; wall_thickness=25; pn=2.2; mass_kg=1110; material=20; execution=2; material_grade=20; dy=1200; dy1=1200; pn=2.2; equal_pass=да; outer_d_branch=1220; wall_branch=25; gost_designation=1220х25,1220,1200,1200,2.2,да
ост-34-10-763-97-2-1200-1220-25--1220-1-13хфа,ОСТ 34-10-763-97,ОСТ 34.10.763-1997,тройники,Тройники,ТР,Тройник 1220х25 13ХФА ОСТ 34-10-763-1997,1200,1200,1220,25,1220,25,2.2,,,1110,13ХФА,1,pdf/тройники/ОСТ_34_10_763_97.pdf,,,,,,2,,13ХФА,,,1220х25,False,ост-34-10-763-97-2-1200-1220-25--1220-1,2,25,1220х25,Тройник равнопроходный по ОСТ 34-10-763-1997. Тип: ТР. DN 1200. Размеры 1220х25 мм. PN 2.2 МПа. Исполнение 2. Марка стали 13ХФА. Масса 1110 кг. Условное обозначение: 1220х25.,dn=1200; dn_branch=1200; outer_diameter=1220; wall_thickness=25; pn=2.2; mass_kg=1110; material=13ХФА; execution=2; material_grade=13ХФА; dy=1200; dy1=1200; pn=2.2; equal_pass=да; outer_d_branch=1220; wall_branch=25; gost_designation=1220х25,1220,1200,1200,2.2,да
ост-34-10-763-97-2-1200-1220-25--1220-1-17г1с,ОСТ 34-10-763-97,ОСТ 34.10.763-1997,тройники,Тройники,ТР,Тройник 1220х25 17Г1С ОСТ 34-10-763-1997,1200,1200,1220,25,1220,25,2.2,,,1110,17Г1С,1,pdf/тройники/ОСТ_34_10_763_97.pdf,,,,,,2,,17Г1С,,,1220х25,False,ост-34-10-763-97-2-1200-1220-25--1220-1,2,25,1220х25,Тройник равнопроходный по ОСТ 34-10-763-1997. Тип: ТР. DN 1200. Размеры 1220х25 мм. PN 2.2 МПа. Исполнение 2. Марка стали 17Г1С. Масса 1110 кг. Условное обозначение: 1220х25.,dn=1200; dn_branch=1200; outer_diameter=1220; wall_thickness=25; pn=2.2; mass_kg=1110; material=17Г1С; execution=2; material_grade=17Г1С; dy=1200; dy1=1200; pn=2.2; equal_pass=да; outer_d_branch=1220; wall_branch=25; gost_designation=1220х25,1220,1200,1200,2.2,да
ост-34-10-763-97-2-1200-1220-25--1220-1-17г1сP,ОСТ 34-10-763-97,ОСТ 34.10.763-1997,тройники,Тройники,ТР,Тройник П 1220х25 17Г1С ОСТ 34-10-763-1997,1200,1200,1220,25,1220,25,2.2,,,1110,17Г1С,1,pdf/тройники/ОСТ_34_10_763_97.pdf,,,,,,2,,17Г1С,,,1220х25,True,ост-34-10-763-97-2-1200-1220-25--1220-1,2,25,1220х25,Тройник равнопроходный по ОСТ 34-10-763-1997. Тип: ТР. DN 1200. Размеры 1220х25 мм. PN 2.2 МПа. Исполнение 2. Марка стали 17Г1С. Масса 1110 кг. Условное обозначение: 1220х25.,dn=1200; dn_branch=1200; outer_diameter=1220; wall_thickness=25; pn=2.2; mass_kg=1110; material=17Г1С; execution=2; material_grade=17Г1С; dy=1200; dy1=1200; pn=2.2; equal_pass=да; outer_d_branch=1220; wall_branch=25; gost_designation=1220х25; supervised=Да,1220,1200,1200,2.2,да
ост-34-10-763-97-2-1600-1620-25--1620-1-09г2с,ОСТ 34-10-763-97,ОСТ 34.10.763-1997,тройники,Тройники,ТР,Тройник 1620х25 09Г2С ОСТ 34-10-763-1997,1600,1600,1620,25,1620,25,2.2,,,1806,09Г2С,1,pdf/тройники/ОСТ_34_10_763_97.pdf,,,,,,2,,09Г2С,,,1620х25,False,ост-34-10-763-97-2-1600-1620-25--1620-1,2,25,1620х25,Тройник равнопроходный по ОСТ 34-10-763-1997. Тип: ТР. DN 1600. Размеры 1620х25 мм. PN 2.2 МПа. Исполнение 2. Марка стали 09Г2С. Масса 1806 кг. Условное обозначение: 1620х25.,dn=1600; dn_branch=1600; outer_diameter=1620; wall_thickness=25; pn=2.2; mass_kg=1806; material=09Г2С; execution=2; material_grade=09Г2С; pn=2.2; equal_pass=да; outer_d_branch=1620; wall_branch=25; gost_designation=1620х25,1620,,,2.2,да
ост-34-10-763-97-2-1600-1620-25--1620-1-09г2сP,ОСТ 34-10-763-97,ОСТ 34.10.763-1997,тройники,Тройники,ТР,Тройник П 1620х25 09Г2С ОСТ 34-10-763-1997,1600,1600,1620,25,1620,25,2.2,,,1806,09Г2С,1,pdf/тройники/ОСТ_34_10_763_97.pdf,,,,,,2,,09Г2С,,,1620х25,True,ост-34-10-763-97-2-1600-1620-25--1620-1,2,25,1620х25,Тройник равнопроходный по ОСТ 34-10-763-1997. Тип: ТР. DN 1600. Размеры 1620х25 мм. PN 2.2 МПа. Исполнение 2. Марка стали 09Г2С. Масса 1806 кг. Условное обозначение: 1620х25.,dn=1600; dn_branch=1600; outer_diameter=1620; wall_thickness=25; pn=2.2; mass_kg=1806; material=09Г2С; execution=2; material_grade=09Г2С; pn=2.2; equal_pass=да; outer_d_branch=1620; wall_branch=25; gost_designation=1620х25; supervised=Да,1620,,,2.2,да
ост-34-10-763-97-2-1600-1620-25--1620-1-12х18н10т,ОСТ 34-10-763-97,ОСТ 34.10.763-1997,тройники,Тройники,ТР,Тройник 1620х25 12Х18Н10Т ОСТ 34-10-763-1997,1600,1600,1620,25,1620,25,2.2,,,1806,12Х18Н10Т,1,pdf/тройники/ОСТ_34_10_763_97.pdf,,,,,,2,,12Х18Н10Т,,,1620х25,False,ост-34-10-763-97-2-1600-1620-25--1620-1,2,25,1620х25,Тройник равнопроходный по ОСТ 34-10-763-1997. Тип: ТР. DN 1600. Размеры 1620х25 мм. PN 2.2 МПа. Исполнение 2. Марка стали 12Х18Н10Т. Масса 1806 кг. Условное обозначение: 1620х25.,dn=1600; dn_branch=1600; outer_diameter=1620; wall_thickness=25; pn=2.2; mass_kg=1806; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; pn=2.2; equal_pass=да; outer_d_branch=1620; wall_branch=25; gost_designation=1620х25,1620,,,2.2,да
ост-34-10-763-97-2-1600-1620-25--1620-1-12х18н10тP,ОСТ 34-10-763-97,ОСТ 34.10.763-1997,тройники,Тройники,ТР,Тройник П 1620х25 12Х18Н10Т ОСТ 34-10-763-1997,1600,1600,1620,25,1620,25,2.2,,,1806,12Х18Н10Т,1,pdf/тройники/ОСТ_34_10_763_97.pdf,,,,,,2,,12Х18Н10Т,,,1620х25,True,ост-34-10-763-97-2-1600-1620-25--1620-1,2,25,1620х25,Тройник равнопроходный по ОСТ 34-10-763-1997. Тип: ТР. DN 1600. Размеры 1620х25 мм. PN 2.2 МПа. Исполнение 2. Марка стали 12Х18Н10Т. Масса 1806 кг. Условное обозначение: 1620х25.,dn=1600; dn_branch=1600; outer_diameter=1620; wall_thickness=25; pn=2.2; mass_kg=1806; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; pn=2.2; equal_pass=да; outer_d_branch=1620; wall_branch=25; gost_designation=1620х25; supervised=Да,1620,,,2.2,да
ост-34-10-763-97-2-1600-1620-25--1620-1-20,ОСТ 34-10-763-97,ОСТ 34.10.763-1997,тройники,Тройники,ТР,Тройник 1620х25 Ст20 ОСТ 34-10-763-1997,1600,1600,1620,25,1620,25,2.2,,,1806,20,1,pdf/тройники/ОСТ_34_10_763_97.pdf,,,,,,2,,20,,,1620х25,False,ост-34-10-763-97-2-1600-1620-25--1620-1,2,25,1620х25,Тройник равнопроходный по ОСТ 34-10-763-1997. Тип: ТР. DN 1600. Размеры 1620х25 мм. PN 2.2 МПа. Исполнение 2. Марка стали 20. Масса 1806 кг. Условное обозначение: 1620х25.,dn=1600; dn_branch=1600; outer_diameter=1620; wall_thickness=25; pn=2.2; mass_kg=1806; material=20; execution=2; material_grade=20; pn=2.2; equal_pass=да; outer_d_branch=1620; wall_branch=25; gost_designation=1620х25,1620,,,2.2,да
ост-34-10-763-97-2-1600-1620-25--1620-1-13хфа,ОСТ 34-10-763-97,ОСТ 34.10.763-1997,тройники,Тройники,ТР,Тройник 1620х25 13ХФА ОСТ 34-10-763-1997,1600,1600,1620,25,1620,25,2.2,,,1806,13ХФА,1,pdf/тройники/ОСТ_34_10_763_97.pdf,,,,,,2,,13ХФА,,,1620х25,False,ост-34-10-763-97-2-1600-1620-25--1620-1,2,25,1620х25,Тройник равнопроходный по ОСТ 34-10-763-1997. Тип: ТР. DN 1600. Размеры 1620х25 мм. PN 2.2 МПа. Исполнение 2. Марка стали 13ХФА. Масса 1806 кг. Условное обозначение: 1620х25.,dn=1600; dn_branch=1600; outer_diameter=1620; wall_thickness=25; pn=2.2; mass_kg=1806; material=13ХФА; execution=2; material_grade=13ХФА; pn=2.2; equal_pass=да; outer_d_branch=1620; wall_branch=25; gost_designation=1620х25,1620,,,2.2,да
