sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,outer_d_branch,wall_branch,pn,angle,radius,mass_kg,material,standard_page,pdf_path,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,execution,coating,material_grade,washer_type,nominal_d_mm,gost_designation,supervised,base_sku,dim_execution,dim_bend_type,dim_radius_ratio,dim_connection,dim_construction,dim_radius_mm,dim_f_mm,dim_h_mm,dim_c_mm,dim_b_mm,dim_gost_designation,woo_type,parent_sku,attr_steel,attr_supervised,regular_price,stock_status,manage_stock,description,attributes,dim_w_mm,dim_outer_d_branch,dim_wall_branch,dim_dy,dim_dy1,dim_pn,dim_equal_pass,dim_length,dim_temperature,dim_height_mm,dim_cap_kind,dim_dimension_a,dim_flange_height_mm,dim_h1_mm,dim_surface_area_m2,dim_volume_dm3,dim_d_inner,dim_flange_thickness,dim_pn_mpa,dim_page,dim_bolt_circle_d,dim_stud_count,dim_outer_diameter,dim_h4,dim_bolt_d,dim_flange_type,dim_seal_face,dim_series,dim_mass_kg,dim_thread_size,dim_length_mm,dim_strength_class,dim_nominal_d_mm,dim_washer_type,dim_accuracy_class,dim_straight_length,dim_angle_length,dim_bend_length_l,dim_temperature_c,dim_pressure_standard,dim_length_l,dim_sector_h,dim_semi_sector_h_22_30,dim_pn_non_aggressive,dim_pn_aggressive,dim_arc_length,dim_developed_length,dim_developed_b,dim_wall_s1,dim_wall_sk,dim_pressure_group,dim_mass_method,dim_optional_execution,dim_data_source,dim_inner_diameter,dim_straight_length_1,dim_height_h,dim_figure,dim_pipe_od,dim_pipe_wall,dim_dao,dim_wall_s2,dim_with_support,dim_support_d
гост-12815-80-py1-0-dy150,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 150 Py 1.0 МПа ГОСТ 12815-80,150,,280,,,,1.0,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 1,0 МПа. Dy 150 мм. D 280 мм. D1 240 мм. D2 212 мм. n 22.","dn=150; pn=1.0; outer_diameter=280; flange_type=присоединительные размеры; pressure_group=Py 1,0 МПа; data_source=html:gost-12815; bolt_circle_d=204; bolt_count=22; flange_thickness=М20; dim_d=280; dim_d1=240; dim_d2=212; dim_d3=183; dim_d4=203; dim_d5=182; dim_d6=204; dim_d_center=22; dim_bolt_count=22; dim_h=М20; dim_h1=М20",,,,,,1.0,,,,,,,,,,,,,,,,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py1-0-dy200,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 200 Py 1.0 МПа ГОСТ 12815-80,200,,335,,,,1.0,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 1,0 МПа. Dy 200 мм. D 335 мм. D1 295 мм. D2 268 мм. n .","dn=200; pn=1.0; outer_diameter=335; flange_type=присоединительные размеры; pressure_group=Py 1,0 МПа; data_source=html:gost-12815; bolt_circle_d=260; dim_d=335; dim_d1=295; dim_d2=268; dim_d3=239; dim_d4=259; dim_d5=238; dim_d6=260",,,,,,1.0,,,,,,,,,,,,,,,,,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py1-0-dy250,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 250 Py 1.0 МПа ГОСТ 12815-80,250,,390,,,,1.0,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 1,0 МПа. Dy 250 мм. D 390 мм. D1 350 мм. D2 320 мм. n 12.","dn=250; pn=1.0; outer_diameter=390; flange_type=присоединительные размеры; pressure_group=Py 1,0 МПа; data_source=html:gost-12815; bolt_circle_d=313; bolt_count=12; dim_d=390; dim_d1=350; dim_d2=320; dim_d3=292; dim_d4=312; dim_d5=291; dim_d6=313; dim_d_center=12; dim_bolt_count=12",,,,,,1.0,,,,,,,,,,,,,,,,,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py1-0-dy300,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 300 Py 1.0 МПа ГОСТ 12815-80,300,,440,,,,1.0,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 1,0 МПа. Dy 300 мм. D 440 мм. D1 400 мм. D2 370 мм. n 5.","dn=300; pn=1.0; outer_diameter=440; flange_type=присоединительные размеры; pressure_group=Py 1,0 МПа; data_source=html:gost-12815; bolt_circle_d=364; bolt_count=5; flange_thickness=4; dim_d=440; dim_d1=400; dim_d2=370; dim_d3=343; dim_d4=363; dim_d5=342; dim_d6=364; dim_d_center=4; dim_bolt_count=5; dim_h=4",,,,,,1.0,,,,,,,,,,,,,,,,,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py1-0-dy350,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 350 Py 1.0 МПа ГОСТ 12815-80,350,,500,,,,1.0,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 1,0 МПа. Dy 350 мм. D 500 мм. D1 460 мм. D2 430 мм. n 16.","dn=350; pn=1.0; outer_diameter=500; flange_type=присоединительные размеры; pressure_group=Py 1,0 МПа; data_source=html:gost-12815; bolt_circle_d=422; bolt_count=16; flange_thickness=5; dim_d=500; dim_d1=460; dim_d2=430; dim_d3=395; dim_d4=421; dim_d5=394; dim_d6=422; dim_d_center=16; dim_bolt_count=16; dim_h=5; dim_h1=4",,,,,,1.0,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py1-0-dy400,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 400 Py 1.0 МПа ГОСТ 12815-80,400,,565,,,,1.0,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 1,0 МПа. Dy 400 мм. D 565 мм. D1 515 мм. D2 482 мм. n 26.","dn=400; pn=1.0; outer_diameter=565; flange_type=присоединительные размеры; pressure_group=Py 1,0 МПа; data_source=html:gost-12815; bolt_circle_d=474; bolt_count=26; flange_thickness=М24; dim_d=565; dim_d1=515; dim_d2=482; dim_d3=447; dim_d4=473; dim_d5=446; dim_d6=474; dim_d_center=26; dim_bolt_count=26; dim_h=М24; dim_h1=М24",,,,,,1.0,,,,,,,,,,,,,,,,,565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py1-0-dy500,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 500 Py 1.0 МПа ГОСТ 12815-80,500,,670,,,,1.0,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 1,0 МПа. Dy 500 мм. D 670 мм. D1 620 мм. D2 585 мм. n .","dn=500; pn=1.0; outer_diameter=670; flange_type=присоединительные размеры; pressure_group=Py 1,0 МПа; data_source=html:gost-12815; bolt_circle_d=576; dim_d=670; dim_d1=620; dim_d2=585; dim_d3=549; dim_d4=575; dim_d5=548; dim_d6=576",,,,,,1.0,,,,,,,,,,,,,,,,,670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py1-0-dy600,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 600 Py 1.0 МПа ГОСТ 12815-80,600,,780,,,,1.0,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 1,0 МПа. Dy 600 мм. D 780 мм. D1 725 мм. D2 685 мм. n 650.","dn=600; pn=1.0; outer_diameter=780; flange_type=присоединительные размеры; pressure_group=Py 1,0 МПа; data_source=html:gost-12815; bolt_circle_d=677; bolt_count=650; flange_thickness=676; dim_d=780; dim_d1=725; dim_d2=685; dim_d3=649; dim_d4=651; dim_d5=675; dim_d6=677; dim_d_center=648; dim_bolt_count=650; dim_h=676; dim_h1=678; dim_h2=30; dim_b=30; bolt_d=5",,,,,,1.0,,,,,,,,,,,,,,,,,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py1-0-dy800,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 800 Py 1.0 МПа ГОСТ 12815-80,800,,1010,,,,1.0,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 1,0 МПа. Dy 800 мм. D 1010 мм. D1 950 мм. D2 905 мм. n 850.","dn=800; pn=1.0; outer_diameter=1010; flange_type=присоединительные размеры; pressure_group=Py 1,0 МПа; data_source=html:gost-12815; bolt_circle_d=877; bolt_count=850; flange_thickness=883; dim_d=1010; dim_d1=950; dim_d2=905; dim_d3=856; dim_d4=851; dim_d5=882; dim_d6=877; dim_d_center=855; dim_bolt_count=850; dim_h=883; dim_h1=878; dim_h2=33; dim_b=33; bolt_d=М30",,,,,,1.0,,,,,,,,,,,,,,,,,1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py1-0-dy1000,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 1000 Py 1.0 МПа ГОСТ 12815-80,1000,,1220,,,,1.0,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 1,0 МПа. Dy 1000 мм. D 1220 мм. D1 1160 мм. D2 1110 мм. n .","dn=1000; pn=1.0; outer_diameter=1220; flange_type=присоединительные размеры; pressure_group=Py 1,0 МПа; data_source=html:gost-12815; dim_d=1220; dim_d1=1160; dim_d2=1110; dim_d3=36; dim_d4=М33; dim_d5=М30",,,,,,1.0,,,,,,,,,,,,,,,,,1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py1-0-dy1200,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 1200 Py 1.0 МПа ГОСТ 12815-80,1200,,1455,,,,1.0,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 1,0 МПа. Dy 1200 мм. D 1455 мм. D1 1380 мм. D2 1330 мм. n М36.","dn=1200; pn=1.0; outer_diameter=1455; flange_type=присоединительные размеры; pressure_group=Py 1,0 МПа; data_source=html:gost-12815; bolt_circle_d=32; bolt_count=М36; dim_d=1455; dim_d1=1380; dim_d2=1330; dim_d3=39; dim_d4=39; dim_d5=32; dim_d6=32; dim_d_center=М36; dim_bolt_count=М36",,,,,,1.0,,,,,,,,,,,,,,,,,1455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py1-0-dy1400,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 1400 Py 1.0 МПа ГОСТ 12815-80,1400,,1675,,,,1.0,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 1,0 МПа. Dy 1400 мм. D 1675 мм. D1 1590 мм. D2 1530 мм. n М42.","dn=1400; pn=1.0; outer_diameter=1675; flange_type=присоединительные размеры; pressure_group=Py 1,0 МПа; data_source=html:gost-12815; bolt_circle_d=36; bolt_count=М42; dim_d=1675; dim_d1=1590; dim_d2=1530; dim_d3=42; dim_d4=45; dim_d5=36; dim_d6=36; dim_d_center=М39; dim_bolt_count=М42",,,,,,1.0,,,,,,,,,,,,,,,,,1675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py1-0-dy1600,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 1600 Py 1.0 МПа ГОСТ 12815-80,1600,,1915,,,,1.0,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 1,0 МПа. Dy 1600 мм. D 1915 мм. D1 1820 мм. D2 1750 мм. n М48.","dn=1600; pn=1.0; outer_diameter=1915; flange_type=присоединительные размеры; pressure_group=Py 1,0 МПа; data_source=html:gost-12815; bolt_circle_d=40; bolt_count=М48; dim_d=1915; dim_d1=1820; dim_d2=1750; dim_d3=48; dim_d4=52; dim_d5=40; dim_d6=40; dim_d_center=М45; dim_bolt_count=М48",,,,,,1.0,,,,,,,,,,,,,,,,,1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py1-0-dy2000,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 2000 Py 1.0 МПа ГОСТ 12815-80,2000,,2325,,,,1.0,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 1,0 МПа. Dy 2000 мм. D 2325 мм. D1 2230 мм. D2 2150 мм. n .","dn=2000; pn=1.0; outer_diameter=2325; flange_type=присоединительные размеры; pressure_group=Py 1,0 МПа; data_source=html:gost-12815; dim_d=2325; dim_d1=2230; dim_d2=2150; dim_d3=48; dim_d4=48",,,,,,1.0,,,,,,,,,,,,,,,,,2325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py1-6-dy10,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 10 Py 1.6 МПа ГОСТ 12815-80,10,,90,,,,1.6,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 1,6 МПа. Dy 10 мм. D 90 мм. D1 60 мм. D2 42 мм. n 14.","dn=10; pn=1.6; outer_diameter=90; flange_type=присоединительные размеры; pressure_group=Py 1,6 МПа; data_source=html:gost-12815; bolt_circle_d=35; bolt_count=14; flange_thickness=4; dim_d=90; dim_d1=60; dim_d2=42; dim_d3=24; dim_d4=34; dim_d5=23; dim_d6=35; dim_d_center=14; dim_bolt_count=14; dim_h=4; dim_h1=4; dim_h2=2; dim_b=4; bolt_d=4",,,,,,1.6,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py1-6-dy15,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 15 Py 1.6 МПа ГОСТ 12815-80,15,,95,,,,1.6,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 1,6 МПа. Dy 15 мм. D 95 мм. D1 65 мм. D2 47 мм. n .","dn=15; pn=1.6; outer_diameter=95; flange_type=присоединительные размеры; pressure_group=Py 1,6 МПа; data_source=html:gost-12815; bolt_circle_d=40; dim_d=95; dim_d1=65; dim_d2=47; dim_d3=29; dim_d4=39; dim_d5=28; dim_d6=40; dim_d_center=75",,,,,,1.6,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py1-6-dy20,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 20 Py 1.6 МПа ГОСТ 12815-80,20,,105,,,,1.6,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 1,6 МПа. Dy 20 мм. D 105 мм. D1 75 мм. D2 58 мм. n .","dn=20; pn=1.6; outer_diameter=105; flange_type=присоединительные размеры; pressure_group=Py 1,6 МПа; data_source=html:gost-12815; bolt_circle_d=51; dim_d=105; dim_d1=75; dim_d2=58; dim_d3=36; dim_d4=50; dim_d5=35; dim_d6=51; dim_d_center=80",,,,,,1.6,,,,,,,,,,,,,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py1-6-dy25,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 25 Py 1.6 МПа ГОСТ 12815-80,25,,115,,,,1.6,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 1,6 МПа. Dy 25 мм. D 115 мм. D1 85 мм. D2 68 мм. n .","dn=25; pn=1.6; outer_diameter=115; flange_type=присоединительные размеры; pressure_group=Py 1,6 МПа; data_source=html:gost-12815; bolt_circle_d=58; dim_d=115; dim_d1=85; dim_d2=68; dim_d3=43; dim_d4=57; dim_d5=42; dim_d6=58; dim_d_center=90",,,,,,1.6,,,,,,,,,,,,,,,,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py1-6-dy32,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 32 Py 1.6 МПа ГОСТ 12815-80,32,,135,,,,1.6,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 1,6 МПа. Dy 32 мм. D 135 мм. D1 100 мм. D2 78 мм. n 18.","dn=32; pn=1.6; outer_diameter=135; flange_type=присоединительные размеры; pressure_group=Py 1,6 МПа; data_source=html:gost-12815; bolt_circle_d=66; bolt_count=18; flange_thickness=105; dim_d=135; dim_d1=100; dim_d2=78; dim_d3=51; dim_d4=65; dim_d5=50; dim_d6=66; dim_d_center=18; dim_bolt_count=18; dim_h=105; dim_h1=М16; dim_h2=М16",,,,,,1.6,,,,,,,,,,,,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py1-6-dy40,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 40 Py 1.6 МПа ГОСТ 12815-80,40,,145,,,,1.6,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 1,6 МПа. Dy 40 мм. D 145 мм. D1 110 мм. D2 88 мм. n 110.","dn=40; pn=1.6; outer_diameter=145; flange_type=присоединительные размеры; pressure_group=Py 1,6 МПа; data_source=html:gost-12815; bolt_circle_d=76; bolt_count=110; dim_d=145; dim_d1=110; dim_d2=88; dim_d3=61; dim_d4=75; dim_d5=60; dim_d6=76; dim_d_center=3; dim_bolt_count=110",,,,,,1.6,,,,,,,,,,,,,,,,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py1-6-dy50,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 50 Py 1.6 МПа ГОСТ 12815-80,50,,160,,,,1.6,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 1,6 МПа. Dy 50 мм. D 160 мм. D1 125 мм. D2 102 мм. n .","dn=50; pn=1.6; outer_diameter=160; flange_type=присоединительные размеры; pressure_group=Py 1,6 МПа; data_source=html:gost-12815; bolt_circle_d=88; dim_d=160; dim_d1=125; dim_d2=102; dim_d3=73; dim_d4=87; dim_d5=72; dim_d6=88; dim_d_center=125",,,,,,1.6,,,,,,,,,,,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py1-6-dy65,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 65 Py 1.6 МПа ГОСТ 12815-80,65,,180,,,,1.6,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 1,6 МПа. Dy 65 мм. D 180 мм. D1 145 мм. D2 122 мм. n .","dn=65; pn=1.6; outer_diameter=180; flange_type=присоединительные размеры; pressure_group=Py 1,6 МПа; data_source=html:gost-12815; bolt_circle_d=110; dim_d=180; dim_d1=145; dim_d2=122; dim_d3=95; dim_d4=109; dim_d5=94; dim_d6=110; dim_d_center=140",,,,,,1.6,,,,,,,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py1-6-dy80,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 80 Py 1.6 МПа ГОСТ 12815-80,80,,195,,,,1.6,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 1,6 МПа. Dy 80 мм. D 195 мм. D1 160 мм. D2 133 мм. n 150.","dn=80; pn=1.6; outer_diameter=195; flange_type=присоединительные размеры; pressure_group=Py 1,6 МПа; data_source=html:gost-12815; bolt_circle_d=121; bolt_count=150; dim_d=195; dim_d1=160; dim_d2=133; dim_d3=106; dim_d4=120; dim_d5=105; dim_d6=121; dim_d_center=8; dim_bolt_count=150",,,,,,1.6,,,,,,,,,,,,,,,,,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py1-6-dy100,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 100 Py 1.6 МПа ГОСТ 12815-80,100,,215,,,,1.6,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 1,6 МПа. Dy 100 мм. D 215 мм. D1 180 мм. D2 158 мм. n 4,5.","dn=100; pn=1.6; outer_diameter=215; flange_type=присоединительные размеры; pressure_group=Py 1,6 МПа; data_source=html:gost-12815; bolt_circle_d=150; bolt_count=4,5; flange_thickness=3,5; dim_d=215; dim_d1=180; dim_d2=158; dim_d3=129; dim_d4=149; dim_d5=128; dim_d6=150; dim_d_center=8; dim_bolt_count=4,5; dim_h=3,5; dim_h1=-",,,,,,1.6,,,,,,,,,,,,,,,,,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py1-6-dy125,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 125 Py 1.6 МПа ГОСТ 12815-80,125,,245,,,,1.6,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 1,6 МПа. Dy 125 мм. D 245 мм. D1 210 мм. D2 184 мм. n .","dn=125; pn=1.6; outer_diameter=245; flange_type=присоединительные размеры; pressure_group=Py 1,6 МПа; data_source=html:gost-12815; bolt_circle_d=176; dim_d=245; dim_d1=210; dim_d2=184; dim_d3=155; dim_d4=175; dim_d5=154; dim_d6=176",,,,,,1.6,,,,,,,,,,,,,,,,,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py1-6-dy150,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 150 Py 1.6 МПа ГОСТ 12815-80,150,,280,,,,1.6,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 1,6 МПа. Dy 150 мм. D 280 мм. D1 240 мм. D2 212 мм. n 22.","dn=150; pn=1.6; outer_diameter=280; flange_type=присоединительные размеры; pressure_group=Py 1,6 МПа; data_source=html:gost-12815; bolt_circle_d=204; bolt_count=22; flange_thickness=М20; dim_d=280; dim_d1=240; dim_d2=212; dim_d3=183; dim_d4=203; dim_d5=182; dim_d6=204; dim_d_center=22; dim_bolt_count=22; dim_h=М20; dim_h1=М20",,,,,,1.6,,,,,,,,,,,,,,,,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
гост-12815-80-py1-6-dy200,ГОСТ 12815-80,ГОСТ 12815-80,фланцы,Фланцы,ПР,Фланец Dy 200 Py 1.6 МПа ГОСТ 12815-80,200,,335,,,,1.6,,,,,,pdf/фланцы/ГОСТ_12815-80.pdf,,,,,,,,,,,,False,,,,,,,,,,,,,simple,,,,,onbackorder,no,"Присоединительные размеры по ГОСТ 12815-80, Py 1,6 МПа. Dy 200 мм. D 335 мм. D1 295 мм. D2 268 мм. n 12.","dn=200; pn=1.6; outer_diameter=335; flange_type=присоединительные размеры; pressure_group=Py 1,6 МПа; data_source=html:gost-12815; bolt_circle_d=260; bolt_count=12; dim_d=335; dim_d1=295; dim_d2=268; dim_d3=239; dim_d4=259; dim_d5=238; dim_d6=260; dim_d_center=12; dim_bolt_count=12",,,,,,1.6,,,,,,,,,,,,,,,,,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:gost-12815,,,,,,,,,,
