sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,pn,angle,radius,mass_kg,material,standard_page,pdf_path,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,execution,coating,material_grade,washer_type,nominal_d_mm,gost_designation,supervised,base_sku,dim_execution,dim_height_mm,dim_gost_designation,description,attributes,dim_cap_kind,dim_dimension_a,dim_flange_height_mm,dim_outer_d_branch
гост-17379-2001-1-300-325-10---1-17г1сP,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка П 1-325х10 17Г1С ГОСТ 17379-2001,300,,325,10,,,,16,17Г1С,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,17Г1С,,,1-325х10,True,гост-17379-2001-1-300-325-10---1,1,100,1-325х10,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 300. Наружный диаметр D 325 мм. Толщина стенки T 10 мм. Высота K 100 мм. Марка стали 17Г1С. Масса 16 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-325х10.,dn=300; outer_diameter=325; wall_thickness=10; mass_kg=16; material=17Г1С; execution=1; material_grade=17Г1С; height_mm=100; gost_designation=1-325х10; supervised=Да,,,,
гост-17379-2001-1-350-377-16---1-09г2с,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка 1-377х16 09Г2С ГОСТ 17379-2001,350,,377,16,,,,26,09Г2С,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,09Г2С,,,1-377х16,False,гост-17379-2001-1-350-377-16---1,1,115,1-377х16,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 350. Наружный диаметр D 377 мм. Толщина стенки T 16 мм. Высота K 115 мм. Марка стали 09Г2С. Масса 26 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-377х16.,dn=350; outer_diameter=377; wall_thickness=16; mass_kg=26; material=09Г2С; execution=1; material_grade=09Г2С; height_mm=115; gost_designation=1-377х16,,,,
гост-17379-2001-1-350-377-16---1-09г2сP,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка П 1-377х16 09Г2С ГОСТ 17379-2001,350,,377,16,,,,26,09Г2С,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,09Г2С,,,1-377х16,True,гост-17379-2001-1-350-377-16---1,1,115,1-377х16,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 350. Наружный диаметр D 377 мм. Толщина стенки T 16 мм. Высота K 115 мм. Марка стали 09Г2С. Масса 26 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-377х16.,dn=350; outer_diameter=377; wall_thickness=16; mass_kg=26; material=09Г2С; execution=1; material_grade=09Г2С; height_mm=115; gost_designation=1-377х16; supervised=Да,,,,
гост-17379-2001-1-350-377-16---1-12х18н10т,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка 1-377х16 12Х18Н10Т ГОСТ 17379-2001,350,,377,16,,,,26,12Х18Н10Т,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,12Х18Н10Т,,,1-377х16,False,гост-17379-2001-1-350-377-16---1,1,115,1-377х16,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 350. Наружный диаметр D 377 мм. Толщина стенки T 16 мм. Высота K 115 мм. Марка стали 12Х18Н10Т. Масса 26 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-377х16.,dn=350; outer_diameter=377; wall_thickness=16; mass_kg=26; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; height_mm=115; gost_designation=1-377х16,,,,
гост-17379-2001-1-350-377-16---1-12х18н10тP,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка П 1-377х16 12Х18Н10Т ГОСТ 17379-2001,350,,377,16,,,,26,12Х18Н10Т,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,12Х18Н10Т,,,1-377х16,True,гост-17379-2001-1-350-377-16---1,1,115,1-377х16,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 350. Наружный диаметр D 377 мм. Толщина стенки T 16 мм. Высота K 115 мм. Марка стали 12Х18Н10Т. Масса 26 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-377х16.,dn=350; outer_diameter=377; wall_thickness=16; mass_kg=26; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; height_mm=115; gost_designation=1-377х16; supervised=Да,,,,
гост-17379-2001-1-350-377-16---1-20,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка 1-377х16 Ст20 ГОСТ 17379-2001,350,,377,16,,,,26,20,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,20,,,1-377х16,False,гост-17379-2001-1-350-377-16---1,1,115,1-377х16,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 350. Наружный диаметр D 377 мм. Толщина стенки T 16 мм. Высота K 115 мм. Марка стали 20. Масса 26 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-377х16.,dn=350; outer_diameter=377; wall_thickness=16; mass_kg=26; material=20; execution=1; material_grade=20; height_mm=115; gost_designation=1-377х16,,,,
гост-17379-2001-1-350-377-16---1-13хфа,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка 1-377х16 13ХФА ГОСТ 17379-2001,350,,377,16,,,,26,13ХФА,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,13ХФА,,,1-377х16,False,гост-17379-2001-1-350-377-16---1,1,115,1-377х16,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 350. Наружный диаметр D 377 мм. Толщина стенки T 16 мм. Высота K 115 мм. Марка стали 13ХФА. Масса 26 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-377х16.,dn=350; outer_diameter=377; wall_thickness=16; mass_kg=26; material=13ХФА; execution=1; material_grade=13ХФА; height_mm=115; gost_designation=1-377х16,,,,
гост-17379-2001-1-350-377-16---1-17г1с,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка 1-377х16 17Г1С ГОСТ 17379-2001,350,,377,16,,,,26,17Г1С,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,17Г1С,,,1-377х16,False,гост-17379-2001-1-350-377-16---1,1,115,1-377х16,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 350. Наружный диаметр D 377 мм. Толщина стенки T 16 мм. Высота K 115 мм. Марка стали 17Г1С. Масса 26 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-377х16.,dn=350; outer_diameter=377; wall_thickness=16; mass_kg=26; material=17Г1С; execution=1; material_grade=17Г1С; height_mm=115; gost_designation=1-377х16,,,,
гост-17379-2001-1-350-377-16---1-17г1сP,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка П 1-377х16 17Г1С ГОСТ 17379-2001,350,,377,16,,,,26,17Г1С,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,17Г1С,,,1-377х16,True,гост-17379-2001-1-350-377-16---1,1,115,1-377х16,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 350. Наружный диаметр D 377 мм. Толщина стенки T 16 мм. Высота K 115 мм. Марка стали 17Г1С. Масса 26 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-377х16.,dn=350; outer_diameter=377; wall_thickness=16; mass_kg=26; material=17Г1С; execution=1; material_grade=17Г1С; height_mm=115; gost_designation=1-377х16; supervised=Да,,,,
гост-17379-2001-1-350-377-20---1-09г2с,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка 1-377х20 09Г2С ГОСТ 17379-2001,350,,377,20,,,,32,09Г2С,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,09Г2С,,,1-377х20,False,гост-17379-2001-1-350-377-20---1,1,115,1-377х20,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 350. Наружный диаметр D 377 мм. Толщина стенки T 20 мм. Высота K 115 мм. Марка стали 09Г2С. Масса 32 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-377х20.,dn=350; outer_diameter=377; wall_thickness=20; mass_kg=32; material=09Г2С; execution=1; material_grade=09Г2С; height_mm=115; gost_designation=1-377х20,,,,
гост-17379-2001-1-350-377-20---1-09г2сP,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка П 1-377х20 09Г2С ГОСТ 17379-2001,350,,377,20,,,,32,09Г2С,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,09Г2С,,,1-377х20,True,гост-17379-2001-1-350-377-20---1,1,115,1-377х20,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 350. Наружный диаметр D 377 мм. Толщина стенки T 20 мм. Высота K 115 мм. Марка стали 09Г2С. Масса 32 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-377х20.,dn=350; outer_diameter=377; wall_thickness=20; mass_kg=32; material=09Г2С; execution=1; material_grade=09Г2С; height_mm=115; gost_designation=1-377х20; supervised=Да,,,,
гост-17379-2001-1-350-377-20---1-12х18н10т,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка 1-377х20 12Х18Н10Т ГОСТ 17379-2001,350,,377,20,,,,32,12Х18Н10Т,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,12Х18Н10Т,,,1-377х20,False,гост-17379-2001-1-350-377-20---1,1,115,1-377х20,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 350. Наружный диаметр D 377 мм. Толщина стенки T 20 мм. Высота K 115 мм. Марка стали 12Х18Н10Т. Масса 32 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-377х20.,dn=350; outer_diameter=377; wall_thickness=20; mass_kg=32; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; height_mm=115; gost_designation=1-377х20,,,,
гост-17379-2001-1-350-377-20---1-12х18н10тP,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка П 1-377х20 12Х18Н10Т ГОСТ 17379-2001,350,,377,20,,,,32,12Х18Н10Т,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,12Х18Н10Т,,,1-377х20,True,гост-17379-2001-1-350-377-20---1,1,115,1-377х20,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 350. Наружный диаметр D 377 мм. Толщина стенки T 20 мм. Высота K 115 мм. Марка стали 12Х18Н10Т. Масса 32 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-377х20.,dn=350; outer_diameter=377; wall_thickness=20; mass_kg=32; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; height_mm=115; gost_designation=1-377х20; supervised=Да,,,,
гост-17379-2001-1-350-377-20---1-20,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка 1-377х20 Ст20 ГОСТ 17379-2001,350,,377,20,,,,32,20,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,20,,,1-377х20,False,гост-17379-2001-1-350-377-20---1,1,115,1-377х20,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 350. Наружный диаметр D 377 мм. Толщина стенки T 20 мм. Высота K 115 мм. Марка стали 20. Масса 32 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-377х20.,dn=350; outer_diameter=377; wall_thickness=20; mass_kg=32; material=20; execution=1; material_grade=20; height_mm=115; gost_designation=1-377х20,,,,
гост-17379-2001-1-350-377-20---1-13хфа,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка 1-377х20 13ХФА ГОСТ 17379-2001,350,,377,20,,,,32,13ХФА,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,13ХФА,,,1-377х20,False,гост-17379-2001-1-350-377-20---1,1,115,1-377х20,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 350. Наружный диаметр D 377 мм. Толщина стенки T 20 мм. Высота K 115 мм. Марка стали 13ХФА. Масса 32 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-377х20.,dn=350; outer_diameter=377; wall_thickness=20; mass_kg=32; material=13ХФА; execution=1; material_grade=13ХФА; height_mm=115; gost_designation=1-377х20,,,,
гост-17379-2001-1-350-377-20---1-17г1с,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка 1-377х20 17Г1С ГОСТ 17379-2001,350,,377,20,,,,32,17Г1С,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,17Г1С,,,1-377х20,False,гост-17379-2001-1-350-377-20---1,1,115,1-377х20,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 350. Наружный диаметр D 377 мм. Толщина стенки T 20 мм. Высота K 115 мм. Марка стали 17Г1С. Масса 32 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-377х20.,dn=350; outer_diameter=377; wall_thickness=20; mass_kg=32; material=17Г1С; execution=1; material_grade=17Г1С; height_mm=115; gost_designation=1-377х20,,,,
гост-17379-2001-1-350-377-20---1-17г1сP,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка П 1-377х20 17Г1С ГОСТ 17379-2001,350,,377,20,,,,32,17Г1С,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,17Г1С,,,1-377х20,True,гост-17379-2001-1-350-377-20---1,1,115,1-377х20,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 350. Наружный диаметр D 377 мм. Толщина стенки T 20 мм. Высота K 115 мм. Марка стали 17Г1С. Масса 32 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-377х20.,dn=350; outer_diameter=377; wall_thickness=20; mass_kg=32; material=17Г1С; execution=1; material_grade=17Г1С; height_mm=115; gost_designation=1-377х20; supervised=Да,,,,
гост-17379-2001-1-350-377-24---1-09г2с,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка 1-377х24 09Г2С ГОСТ 17379-2001,350,,377,24,,,,38,09Г2С,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,09Г2С,,,1-377х24,False,гост-17379-2001-1-350-377-24---1,1,115,1-377х24,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 350. Наружный диаметр D 377 мм. Толщина стенки T 24 мм. Высота K 115 мм. Марка стали 09Г2С. Масса 38 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-377х24.,dn=350; outer_diameter=377; wall_thickness=24; mass_kg=38; material=09Г2С; execution=1; material_grade=09Г2С; height_mm=115; gost_designation=1-377х24,,,,
гост-17379-2001-1-350-377-24---1-09г2сP,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка П 1-377х24 09Г2С ГОСТ 17379-2001,350,,377,24,,,,38,09Г2С,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,09Г2С,,,1-377х24,True,гост-17379-2001-1-350-377-24---1,1,115,1-377х24,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 350. Наружный диаметр D 377 мм. Толщина стенки T 24 мм. Высота K 115 мм. Марка стали 09Г2С. Масса 38 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-377х24.,dn=350; outer_diameter=377; wall_thickness=24; mass_kg=38; material=09Г2С; execution=1; material_grade=09Г2С; height_mm=115; gost_designation=1-377х24; supervised=Да,,,,
гост-17379-2001-1-350-377-24---1-12х18н10т,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка 1-377х24 12Х18Н10Т ГОСТ 17379-2001,350,,377,24,,,,38,12Х18Н10Т,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,12Х18Н10Т,,,1-377х24,False,гост-17379-2001-1-350-377-24---1,1,115,1-377х24,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 350. Наружный диаметр D 377 мм. Толщина стенки T 24 мм. Высота K 115 мм. Марка стали 12Х18Н10Т. Масса 38 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-377х24.,dn=350; outer_diameter=377; wall_thickness=24; mass_kg=38; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; height_mm=115; gost_designation=1-377х24,,,,
гост-17379-2001-1-350-377-24---1-12х18н10тP,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка П 1-377х24 12Х18Н10Т ГОСТ 17379-2001,350,,377,24,,,,38,12Х18Н10Т,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,12Х18Н10Т,,,1-377х24,True,гост-17379-2001-1-350-377-24---1,1,115,1-377х24,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 350. Наружный диаметр D 377 мм. Толщина стенки T 24 мм. Высота K 115 мм. Марка стали 12Х18Н10Т. Масса 38 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-377х24.,dn=350; outer_diameter=377; wall_thickness=24; mass_kg=38; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; height_mm=115; gost_designation=1-377х24; supervised=Да,,,,
гост-17379-2001-1-350-377-24---1-20,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка 1-377х24 Ст20 ГОСТ 17379-2001,350,,377,24,,,,38,20,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,20,,,1-377х24,False,гост-17379-2001-1-350-377-24---1,1,115,1-377х24,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 350. Наружный диаметр D 377 мм. Толщина стенки T 24 мм. Высота K 115 мм. Марка стали 20. Масса 38 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-377х24.,dn=350; outer_diameter=377; wall_thickness=24; mass_kg=38; material=20; execution=1; material_grade=20; height_mm=115; gost_designation=1-377х24,,,,
гост-17379-2001-1-350-377-24---1-13хфа,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка 1-377х24 13ХФА ГОСТ 17379-2001,350,,377,24,,,,38,13ХФА,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,13ХФА,,,1-377х24,False,гост-17379-2001-1-350-377-24---1,1,115,1-377х24,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 350. Наружный диаметр D 377 мм. Толщина стенки T 24 мм. Высота K 115 мм. Марка стали 13ХФА. Масса 38 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-377х24.,dn=350; outer_diameter=377; wall_thickness=24; mass_kg=38; material=13ХФА; execution=1; material_grade=13ХФА; height_mm=115; gost_designation=1-377х24,,,,
гост-17379-2001-1-350-377-24---1-17г1с,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка 1-377х24 17Г1С ГОСТ 17379-2001,350,,377,24,,,,38,17Г1С,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,17Г1С,,,1-377х24,False,гост-17379-2001-1-350-377-24---1,1,115,1-377х24,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 350. Наружный диаметр D 377 мм. Толщина стенки T 24 мм. Высота K 115 мм. Марка стали 17Г1С. Масса 38 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-377х24.,dn=350; outer_diameter=377; wall_thickness=24; mass_kg=38; material=17Г1С; execution=1; material_grade=17Г1С; height_mm=115; gost_designation=1-377х24,,,,
гост-17379-2001-1-350-377-24---1-17г1сP,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка П 1-377х24 17Г1С ГОСТ 17379-2001,350,,377,24,,,,38,17Г1С,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,17Г1С,,,1-377х24,True,гост-17379-2001-1-350-377-24---1,1,115,1-377х24,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 350. Наружный диаметр D 377 мм. Толщина стенки T 24 мм. Высота K 115 мм. Марка стали 17Г1С. Масса 38 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-377х24.,dn=350; outer_diameter=377; wall_thickness=24; mass_kg=38; material=17Г1С; execution=1; material_grade=17Г1С; height_mm=115; gost_designation=1-377х24; supervised=Да,,,,
гост-17379-2001-1-350-377-10---1-09г2с,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка 1-377х10 09Г2С ГОСТ 17379-2001,350,,377,10,,,,19,09Г2С,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,09Г2С,,,1-377х10,False,гост-17379-2001-1-350-377-10---1,1,115,1-377х10,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 350. Наружный диаметр D 377 мм. Толщина стенки T 10 мм. Высота K 115 мм. Марка стали 09Г2С. Масса 19 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-377х10.,dn=350; outer_diameter=377; wall_thickness=10; mass_kg=19; material=09Г2С; execution=1; material_grade=09Г2С; height_mm=115; gost_designation=1-377х10,,,,
гост-17379-2001-1-350-377-10---1-09г2сP,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка П 1-377х10 09Г2С ГОСТ 17379-2001,350,,377,10,,,,19,09Г2С,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,09Г2С,,,1-377х10,True,гост-17379-2001-1-350-377-10---1,1,115,1-377х10,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 350. Наружный диаметр D 377 мм. Толщина стенки T 10 мм. Высота K 115 мм. Марка стали 09Г2С. Масса 19 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-377х10.,dn=350; outer_diameter=377; wall_thickness=10; mass_kg=19; material=09Г2С; execution=1; material_grade=09Г2С; height_mm=115; gost_designation=1-377х10; supervised=Да,,,,
гост-17379-2001-1-350-377-10---1-12х18н10т,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка 1-377х10 12Х18Н10Т ГОСТ 17379-2001,350,,377,10,,,,19,12Х18Н10Т,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,12Х18Н10Т,,,1-377х10,False,гост-17379-2001-1-350-377-10---1,1,115,1-377х10,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 350. Наружный диаметр D 377 мм. Толщина стенки T 10 мм. Высота K 115 мм. Марка стали 12Х18Н10Т. Масса 19 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-377х10.,dn=350; outer_diameter=377; wall_thickness=10; mass_kg=19; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; height_mm=115; gost_designation=1-377х10,,,,
гост-17379-2001-1-350-377-10---1-12х18н10тP,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка П 1-377х10 12Х18Н10Т ГОСТ 17379-2001,350,,377,10,,,,19,12Х18Н10Т,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,12Х18Н10Т,,,1-377х10,True,гост-17379-2001-1-350-377-10---1,1,115,1-377х10,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 350. Наружный диаметр D 377 мм. Толщина стенки T 10 мм. Высота K 115 мм. Марка стали 12Х18Н10Т. Масса 19 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-377х10.,dn=350; outer_diameter=377; wall_thickness=10; mass_kg=19; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; height_mm=115; gost_designation=1-377х10; supervised=Да,,,,
гост-17379-2001-1-350-377-10---1-20,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка 1-377х10 Ст20 ГОСТ 17379-2001,350,,377,10,,,,19,20,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,20,,,1-377х10,False,гост-17379-2001-1-350-377-10---1,1,115,1-377х10,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 350. Наружный диаметр D 377 мм. Толщина стенки T 10 мм. Высота K 115 мм. Марка стали 20. Масса 19 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-377х10.,dn=350; outer_diameter=377; wall_thickness=10; mass_kg=19; material=20; execution=1; material_grade=20; height_mm=115; gost_designation=1-377х10,,,,
гост-17379-2001-1-350-377-10---1-13хфа,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка 1-377х10 13ХФА ГОСТ 17379-2001,350,,377,10,,,,19,13ХФА,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,13ХФА,,,1-377х10,False,гост-17379-2001-1-350-377-10---1,1,115,1-377х10,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 350. Наружный диаметр D 377 мм. Толщина стенки T 10 мм. Высота K 115 мм. Марка стали 13ХФА. Масса 19 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-377х10.,dn=350; outer_diameter=377; wall_thickness=10; mass_kg=19; material=13ХФА; execution=1; material_grade=13ХФА; height_mm=115; gost_designation=1-377х10,,,,
