sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,pn,angle,radius,mass_kg,material,standard_page,pdf_path,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,execution,coating,material_grade,washer_type,nominal_d_mm,gost_designation,supervised,base_sku,dim_execution,dim_height_mm,dim_h1_mm,dim_surface_area_m2,dim_volume_dm3,dim_gost_designation,description,attributes
гост-6533-1978-1-720-720-25---1-17г1с,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D720 H180 s25 17Г1С ГОСТ 6533-1978,720,,720,25,,,,118.5,17Г1С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,17Г1С,,,720-25,False,гост-6533-1978-1-720-720-25---1,1,180,,0.56,50.36,720-25,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 720 мм. Высота эллиптической части H 180 мм. Толщина стенки s 25 мм. Площадь внутренней поверхности 0.56 м². Объём 50.36 дм³. Марка стали 17Г1С. Масса 118.5 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 720-25.",dn=720; outer_diameter=720; wall_thickness=25; mass_kg=118.5; material=17Г1С; execution=1; material_grade=17Г1С; height_mm=180; surface_area_m2=0.56; volume_dm3=50.36; gost_designation=720-25
гост-6533-1978-1-720-720-25---1-17г1сP,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое П D720 H180 s25 17Г1С ГОСТ 6533-1978,720,,720,25,,,,118.5,17Г1С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,17Г1С,,,720-25,True,гост-6533-1978-1-720-720-25---1,1,180,,0.56,50.36,720-25,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 720 мм. Высота эллиптической части H 180 мм. Толщина стенки s 25 мм. Площадь внутренней поверхности 0.56 м². Объём 50.36 дм³. Марка стали 17Г1С. Масса 118.5 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 720-25.",dn=720; outer_diameter=720; wall_thickness=25; mass_kg=118.5; material=17Г1С; execution=1; material_grade=17Г1С; height_mm=180; surface_area_m2=0.56; volume_dm3=50.36; gost_designation=720-25; supervised=Да
гост-6533-1978-1-720-720-6---1-09г2с,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D720 H180 s6 09Г2С ГОСТ 6533-1978,720,,720,6,,,,28.6,09Г2С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,09Г2С,,,720-6,False,гост-6533-1978-1-720-720-6---1,1,180,,0.77,80.53,720-6,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 720 мм. Высота эллиптической части H 180 мм. Толщина стенки s 6 мм. Площадь внутренней поверхности 0.77 м². Объём 80.53 дм³. Марка стали 09Г2С. Масса 28.6 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 720-6.",dn=720; outer_diameter=720; wall_thickness=6; mass_kg=36.8; material=09Г2С; execution=1; material_grade=09Г2С; height_mm=180; surface_area_m2=0.77; volume_dm3=80.53; gost_designation=720-6
гост-6533-1978-1-720-720-6---1-09г2сP,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое П D720 H180 s6 09Г2С ГОСТ 6533-1978,720,,720,6,,,,28.6,09Г2С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,09Г2С,,,720-6,True,гост-6533-1978-1-720-720-6---1,1,180,,0.77,80.53,720-6,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 720 мм. Высота эллиптической части H 180 мм. Толщина стенки s 6 мм. Площадь внутренней поверхности 0.77 м². Объём 80.53 дм³. Марка стали 09Г2С. Масса 28.6 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 720-6.",dn=720; outer_diameter=720; wall_thickness=6; mass_kg=36.8; material=09Г2С; execution=1; material_grade=09Г2С; height_mm=180; surface_area_m2=0.77; volume_dm3=80.53; gost_designation=720-6; supervised=Да
гост-6533-1978-1-720-720-6---1-12х18н10т,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D720 H180 s6 12Х18Н10Т ГОСТ 6533-1978,720,,720,6,,,,28.6,12Х18Н10Т,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,12Х18Н10Т,,,720-6,False,гост-6533-1978-1-720-720-6---1,1,180,,0.77,80.53,720-6,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 720 мм. Высота эллиптической части H 180 мм. Толщина стенки s 6 мм. Площадь внутренней поверхности 0.77 м². Объём 80.53 дм³. Марка стали 12Х18Н10Т. Масса 28.6 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 720-6.",dn=720; outer_diameter=720; wall_thickness=6; mass_kg=36.8; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; height_mm=180; surface_area_m2=0.77; volume_dm3=80.53; gost_designation=720-6
гост-6533-1978-1-720-720-6---1-12х18н10тP,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое П D720 H180 s6 12Х18Н10Т ГОСТ 6533-1978,720,,720,6,,,,28.6,12Х18Н10Т,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,12Х18Н10Т,,,720-6,True,гост-6533-1978-1-720-720-6---1,1,180,,0.77,80.53,720-6,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 720 мм. Высота эллиптической части H 180 мм. Толщина стенки s 6 мм. Площадь внутренней поверхности 0.77 м². Объём 80.53 дм³. Марка стали 12Х18Н10Т. Масса 28.6 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 720-6.",dn=720; outer_diameter=720; wall_thickness=6; mass_kg=36.8; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; height_mm=180; surface_area_m2=0.77; volume_dm3=80.53; gost_designation=720-6; supervised=Да
гост-6533-1978-1-720-720-6---1-20,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D720 H180 s6 Ст20 ГОСТ 6533-1978,720,,720,6,,,,28.6,20,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,20,,,720-6,False,гост-6533-1978-1-720-720-6---1,1,180,,0.77,80.53,720-6,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 720 мм. Высота эллиптической части H 180 мм. Толщина стенки s 6 мм. Площадь внутренней поверхности 0.77 м². Объём 80.53 дм³. Марка стали 20. Масса 28.6 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 720-6.",dn=720; outer_diameter=720; wall_thickness=6; mass_kg=36.8; material=20; execution=1; material_grade=20; height_mm=180; surface_area_m2=0.77; volume_dm3=80.53; gost_designation=720-6
гост-6533-1978-1-720-720-6---1-13хфа,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D720 H180 s6 13ХФА ГОСТ 6533-1978,720,,720,6,,,,28.6,13ХФА,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,13ХФА,,,720-6,False,гост-6533-1978-1-720-720-6---1,1,180,,0.77,80.53,720-6,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 720 мм. Высота эллиптической части H 180 мм. Толщина стенки s 6 мм. Площадь внутренней поверхности 0.77 м². Объём 80.53 дм³. Марка стали 13ХФА. Масса 28.6 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 720-6.",dn=720; outer_diameter=720; wall_thickness=6; mass_kg=36.8; material=13ХФА; execution=1; material_grade=13ХФА; height_mm=180; surface_area_m2=0.77; volume_dm3=80.53; gost_designation=720-6
гост-6533-1978-1-720-720-6---1-17г1с,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D720 H180 s6 17Г1С ГОСТ 6533-1978,720,,720,6,,,,28.6,17Г1С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,17Г1С,,,720-6,False,гост-6533-1978-1-720-720-6---1,1,180,,0.77,80.53,720-6,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 720 мм. Высота эллиптической части H 180 мм. Толщина стенки s 6 мм. Площадь внутренней поверхности 0.77 м². Объём 80.53 дм³. Марка стали 17Г1С. Масса 28.6 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 720-6.",dn=720; outer_diameter=720; wall_thickness=6; mass_kg=36.8; material=17Г1С; execution=1; material_grade=17Г1С; height_mm=180; surface_area_m2=0.77; volume_dm3=80.53; gost_designation=720-6
гост-6533-1978-1-720-720-6---1-17г1сP,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое П D720 H180 s6 17Г1С ГОСТ 6533-1978,720,,720,6,,,,28.6,17Г1С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,17Г1С,,,720-6,True,гост-6533-1978-1-720-720-6---1,1,180,,0.77,80.53,720-6,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 720 мм. Высота эллиптической части H 180 мм. Толщина стенки s 6 мм. Площадь внутренней поверхности 0.77 м². Объём 80.53 дм³. Марка стали 17Г1С. Масса 28.6 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 720-6.",dn=720; outer_diameter=720; wall_thickness=6; mass_kg=36.8; material=17Г1С; execution=1; material_grade=17Г1С; height_mm=180; surface_area_m2=0.77; volume_dm3=80.53; gost_designation=720-6; supervised=Да
гост-6533-1978-1-720-720-8---1-09г2с,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D720 H180 s8 09Г2С ГОСТ 6533-1978,720,,720,8,,,,37.9,09Г2С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,09Г2С,,,720-8,False,гост-6533-1978-1-720-720-8---1,1,180,,,,720-8,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 720 мм. Высота эллиптической части H 180 мм. Толщина стенки s 8 мм. Марка стали 09Г2С. Масса 37.9 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 720-8.",dn=720; outer_diameter=720; wall_thickness=8; mass_kg=37.9; material=09Г2С; execution=1; material_grade=09Г2С; height_mm=180; gost_designation=720-8
гост-6533-1978-1-720-720-8---1-09г2сP,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое П D720 H180 s8 09Г2С ГОСТ 6533-1978,720,,720,8,,,,37.9,09Г2С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,09Г2С,,,720-8,True,гост-6533-1978-1-720-720-8---1,1,180,,,,720-8,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 720 мм. Высота эллиптической части H 180 мм. Толщина стенки s 8 мм. Марка стали 09Г2С. Масса 37.9 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 720-8.",dn=720; outer_diameter=720; wall_thickness=8; mass_kg=37.9; material=09Г2С; execution=1; material_grade=09Г2С; height_mm=180; gost_designation=720-8; supervised=Да
гост-6533-1978-1-720-720-8---1-12х18н10т,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D720 H180 s8 12Х18Н10Т ГОСТ 6533-1978,720,,720,8,,,,37.9,12Х18Н10Т,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,12Х18Н10Т,,,720-8,False,гост-6533-1978-1-720-720-8---1,1,180,,,,720-8,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 720 мм. Высота эллиптической части H 180 мм. Толщина стенки s 8 мм. Марка стали 12Х18Н10Т. Масса 37.9 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 720-8.",dn=720; outer_diameter=720; wall_thickness=8; mass_kg=37.9; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; height_mm=180; gost_designation=720-8
гост-6533-1978-1-720-720-8---1-12х18н10тP,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое П D720 H180 s8 12Х18Н10Т ГОСТ 6533-1978,720,,720,8,,,,37.9,12Х18Н10Т,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,12Х18Н10Т,,,720-8,True,гост-6533-1978-1-720-720-8---1,1,180,,,,720-8,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 720 мм. Высота эллиптической части H 180 мм. Толщина стенки s 8 мм. Марка стали 12Х18Н10Т. Масса 37.9 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 720-8.",dn=720; outer_diameter=720; wall_thickness=8; mass_kg=37.9; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; height_mm=180; gost_designation=720-8; supervised=Да
гост-6533-1978-1-720-720-8---1-20,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D720 H180 s8 Ст20 ГОСТ 6533-1978,720,,720,8,,,,37.9,20,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,20,,,720-8,False,гост-6533-1978-1-720-720-8---1,1,180,,,,720-8,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 720 мм. Высота эллиптической части H 180 мм. Толщина стенки s 8 мм. Марка стали 20. Масса 37.9 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 720-8.",dn=720; outer_diameter=720; wall_thickness=8; mass_kg=37.9; material=20; execution=1; material_grade=20; height_mm=180; gost_designation=720-8
гост-6533-1978-1-720-720-8---1-13хфа,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D720 H180 s8 13ХФА ГОСТ 6533-1978,720,,720,8,,,,37.9,13ХФА,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,13ХФА,,,720-8,False,гост-6533-1978-1-720-720-8---1,1,180,,,,720-8,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 720 мм. Высота эллиптической части H 180 мм. Толщина стенки s 8 мм. Марка стали 13ХФА. Масса 37.9 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 720-8.",dn=720; outer_diameter=720; wall_thickness=8; mass_kg=37.9; material=13ХФА; execution=1; material_grade=13ХФА; height_mm=180; gost_designation=720-8
гост-6533-1978-1-720-720-8---1-17г1с,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D720 H180 s8 17Г1С ГОСТ 6533-1978,720,,720,8,,,,37.9,17Г1С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,17Г1С,,,720-8,False,гост-6533-1978-1-720-720-8---1,1,180,,,,720-8,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 720 мм. Высота эллиптической части H 180 мм. Толщина стенки s 8 мм. Марка стали 17Г1С. Масса 37.9 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 720-8.",dn=720; outer_diameter=720; wall_thickness=8; mass_kg=37.9; material=17Г1С; execution=1; material_grade=17Г1С; height_mm=180; gost_designation=720-8
гост-6533-1978-1-720-720-8---1-17г1сP,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое П D720 H180 s8 17Г1С ГОСТ 6533-1978,720,,720,8,,,,37.9,17Г1С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,17Г1С,,,720-8,True,гост-6533-1978-1-720-720-8---1,1,180,,,,720-8,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 720 мм. Высота эллиптической части H 180 мм. Толщина стенки s 8 мм. Марка стали 17Г1С. Масса 37.9 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 720-8.",dn=720; outer_diameter=720; wall_thickness=8; mass_kg=37.9; material=17Г1С; execution=1; material_grade=17Г1С; height_mm=180; gost_designation=720-8; supervised=Да
гост-6533-1978-1-720-720-10---1-09г2с,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D720 H180 s10 09Г2С ГОСТ 6533-1978,720,,720,10,,,,47.1,09Г2С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,09Г2С,,,720-10,False,гост-6533-1978-1-720-720-10---1,1,180,,,,720-10,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 720 мм. Высота эллиптической части H 180 мм. Толщина стенки s 10 мм. Марка стали 09Г2С. Масса 47.1 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 720-10.",dn=720; outer_diameter=720; wall_thickness=10; mass_kg=47.1; material=09Г2С; execution=1; material_grade=09Г2С; height_mm=180; gost_designation=720-10
гост-6533-1978-1-720-720-10---1-09г2сP,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое П D720 H180 s10 09Г2С ГОСТ 6533-1978,720,,720,10,,,,47.1,09Г2С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,09Г2С,,,720-10,True,гост-6533-1978-1-720-720-10---1,1,180,,,,720-10,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 720 мм. Высота эллиптической части H 180 мм. Толщина стенки s 10 мм. Марка стали 09Г2С. Масса 47.1 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 720-10.",dn=720; outer_diameter=720; wall_thickness=10; mass_kg=47.1; material=09Г2С; execution=1; material_grade=09Г2С; height_mm=180; gost_designation=720-10; supervised=Да
гост-6533-1978-1-720-720-10---1-12х18н10т,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D720 H180 s10 12Х18Н10Т ГОСТ 6533-1978,720,,720,10,,,,47.1,12Х18Н10Т,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,12Х18Н10Т,,,720-10,False,гост-6533-1978-1-720-720-10---1,1,180,,,,720-10,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 720 мм. Высота эллиптической части H 180 мм. Толщина стенки s 10 мм. Марка стали 12Х18Н10Т. Масса 47.1 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 720-10.",dn=720; outer_diameter=720; wall_thickness=10; mass_kg=47.1; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; height_mm=180; gost_designation=720-10
гост-6533-1978-1-720-720-10---1-12х18н10тP,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое П D720 H180 s10 12Х18Н10Т ГОСТ 6533-1978,720,,720,10,,,,47.1,12Х18Н10Т,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,12Х18Н10Т,,,720-10,True,гост-6533-1978-1-720-720-10---1,1,180,,,,720-10,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 720 мм. Высота эллиптической части H 180 мм. Толщина стенки s 10 мм. Марка стали 12Х18Н10Т. Масса 47.1 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 720-10.",dn=720; outer_diameter=720; wall_thickness=10; mass_kg=47.1; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; height_mm=180; gost_designation=720-10; supervised=Да
гост-6533-1978-1-720-720-10---1-20,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D720 H180 s10 Ст20 ГОСТ 6533-1978,720,,720,10,,,,47.1,20,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,20,,,720-10,False,гост-6533-1978-1-720-720-10---1,1,180,,,,720-10,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 720 мм. Высота эллиптической части H 180 мм. Толщина стенки s 10 мм. Марка стали 20. Масса 47.1 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 720-10.",dn=720; outer_diameter=720; wall_thickness=10; mass_kg=47.1; material=20; execution=1; material_grade=20; height_mm=180; gost_designation=720-10
гост-6533-1978-1-720-720-10---1-13хфа,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D720 H180 s10 13ХФА ГОСТ 6533-1978,720,,720,10,,,,47.1,13ХФА,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,13ХФА,,,720-10,False,гост-6533-1978-1-720-720-10---1,1,180,,,,720-10,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 720 мм. Высота эллиптической части H 180 мм. Толщина стенки s 10 мм. Марка стали 13ХФА. Масса 47.1 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 720-10.",dn=720; outer_diameter=720; wall_thickness=10; mass_kg=47.1; material=13ХФА; execution=1; material_grade=13ХФА; height_mm=180; gost_designation=720-10
гост-6533-1978-1-720-720-10---1-17г1с,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D720 H180 s10 17Г1С ГОСТ 6533-1978,720,,720,10,,,,47.1,17Г1С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,17Г1С,,,720-10,False,гост-6533-1978-1-720-720-10---1,1,180,,,,720-10,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 720 мм. Высота эллиптической части H 180 мм. Толщина стенки s 10 мм. Марка стали 17Г1С. Масса 47.1 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 720-10.",dn=720; outer_diameter=720; wall_thickness=10; mass_kg=47.1; material=17Г1С; execution=1; material_grade=17Г1С; height_mm=180; gost_designation=720-10
гост-6533-1978-1-720-720-10---1-17г1сP,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое П D720 H180 s10 17Г1С ГОСТ 6533-1978,720,,720,10,,,,47.1,17Г1С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,17Г1С,,,720-10,True,гост-6533-1978-1-720-720-10---1,1,180,,,,720-10,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 720 мм. Высота эллиптической части H 180 мм. Толщина стенки s 10 мм. Марка стали 17Г1С. Масса 47.1 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 720-10.",dn=720; outer_diameter=720; wall_thickness=10; mass_kg=47.1; material=17Г1С; execution=1; material_grade=17Г1С; height_mm=180; gost_designation=720-10; supervised=Да
гост-6533-1978-1-720-720-12---1-09г2с,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D720 H180 s12 09Г2С ГОСТ 6533-1978,720,,720,12,,,,56.1,09Г2С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,09Г2С,,,720-12,False,гост-6533-1978-1-720-720-12---1,1,180,,,,720-12,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 720 мм. Высота эллиптической части H 180 мм. Толщина стенки s 12 мм. Марка стали 09Г2С. Масса 56.1 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 720-12.",dn=720; outer_diameter=720; wall_thickness=12; mass_kg=56.1; material=09Г2С; execution=1; material_grade=09Г2С; height_mm=180; gost_designation=720-12
гост-6533-1978-1-720-720-12---1-09г2сP,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое П D720 H180 s12 09Г2С ГОСТ 6533-1978,720,,720,12,,,,56.1,09Г2С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,09Г2С,,,720-12,True,гост-6533-1978-1-720-720-12---1,1,180,,,,720-12,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 720 мм. Высота эллиптической части H 180 мм. Толщина стенки s 12 мм. Марка стали 09Г2С. Масса 56.1 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 720-12.",dn=720; outer_diameter=720; wall_thickness=12; mass_kg=56.1; material=09Г2С; execution=1; material_grade=09Г2С; height_mm=180; gost_designation=720-12; supervised=Да
гост-6533-1978-1-720-720-12---1-12х18н10т,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D720 H180 s12 12Х18Н10Т ГОСТ 6533-1978,720,,720,12,,,,56.1,12Х18Н10Т,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,12Х18Н10Т,,,720-12,False,гост-6533-1978-1-720-720-12---1,1,180,,,,720-12,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 720 мм. Высота эллиптической части H 180 мм. Толщина стенки s 12 мм. Марка стали 12Х18Н10Т. Масса 56.1 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 720-12.",dn=720; outer_diameter=720; wall_thickness=12; mass_kg=56.1; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; height_mm=180; gost_designation=720-12
гост-6533-1978-1-720-720-12---1-12х18н10тP,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое П D720 H180 s12 12Х18Н10Т ГОСТ 6533-1978,720,,720,12,,,,56.1,12Х18Н10Т,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,12Х18Н10Т,,,720-12,True,гост-6533-1978-1-720-720-12---1,1,180,,,,720-12,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 720 мм. Высота эллиптической части H 180 мм. Толщина стенки s 12 мм. Марка стали 12Х18Н10Т. Масса 56.1 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 720-12.",dn=720; outer_diameter=720; wall_thickness=12; mass_kg=56.1; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; height_mm=180; gost_designation=720-12; supervised=Да
гост-6533-1978-1-720-720-12---1-20,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D720 H180 s12 Ст20 ГОСТ 6533-1978,720,,720,12,,,,56.1,20,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,20,,,720-12,False,гост-6533-1978-1-720-720-12---1,1,180,,,,720-12,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 720 мм. Высота эллиптической части H 180 мм. Толщина стенки s 12 мм. Марка стали 20. Масса 56.1 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 720-12.",dn=720; outer_diameter=720; wall_thickness=12; mass_kg=56.1; material=20; execution=1; material_grade=20; height_mm=180; gost_designation=720-12
