description;cnt;example
Заглушка эллиптическая бесшовная приварная по ОСТ 34-42-670-1984. Исполнение 024. DN 80. Наружный диаметр D 89 мм. Толщина стенки T 3.5 мм. Марка стали ст.20…;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/zaglushki/seriya/ost-34-42-670-1984/
Заглушка эллиптическая бесшовная приварная по ОСТ 34-42-667-1984. Исполнение 06. DN 700. Наружный диаметр D 720 мм. Толщина стенки T 8 мм. Марка стали ст.20…;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/zaglushki/seriya/ost-34-42-667-1984/
Заглушка эллиптическая бесшовная приварная по ОСТ 34-42-666-1984. Исполнение 25. DN 300. Наружный диаметр D 325 мм. Толщина стенки T 8 мм. Марка стали ст.20…;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/zaglushki/seriya/ost-34-42-666-1984/
Заглушка эллиптическая бесшовная приварная по ОСТ 24.125.57-1989. Исполнение 07. DN 07. Наружный диаметр D 78 мм. Толщина стенки T 25 мм. Марка стали ст.20…;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/zaglushki/bobyshka-isp-07-d78-s25-st-20-ost-24-125-57-1989/
Заглушка эллиптическая бесшовная приварная по ОСТ 24.125.11-1989. Исполнение 04. DN 25. Наружный диаметр D 32 мм. Толщина стенки T 3.5 мм. Марка стали…;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/zaglushki/seriya/ost-24-125-11-1989/
Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 125. Наружный диаметр D 139.7 мм. Толщина стенки T 6.3 мм. Высота K 76 мм…;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/zaglushki/seriya/gost-17379-2001/
Заглушка фланцевая по ГОСТ 22815-1983. Условный проход Dy 100 мм. Наружный диаметр D 260 мм. PN 100 МПа. Исполнение 1. Размер A 195 мм. Марка стали 09Г2С…;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/zaglushki/seriya/gost-22815-1983/
Днище эллиптическое отбортованное по ОСТ 24.125.53-1989. Наружный диаметр D 159 мм. Высота эллиптической части H 30 мм. Толщина стенки s 7 мм. Марка стали…;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/dnishcha/donyshko-159h7-isp-17-st-20-ost-24-125-53-1989/
Днище эллиптическое отбортованное по ОСТ 24.125.21-1989. Наружный диаметр D 108 мм. Толщина стенки s 7 мм. Марка стали 08Х18Н10Т. Рабочее давление PN до 6,3…;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/dnishcha/dnische-ellipticheskoe-d108-h-s7-ost-24-125-21-1989-2/
Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 325 мм. Высота эллиптической части H 81 мм. Высота борта h1 25 мм. Толщина стенки s 10…;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/dnishcha/dnische-ellipticheskoe-d325-h-s10-gost-6533-1978/
Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 1200 мм. Высота эллиптической части H 240 мм. Высота борта h1 25 мм. Толщина стенки s…;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/dnishcha/dnische-ellipticheskoe-d1200-h-s12-gost-6533-1978/
Винт с цилиндрической головкой и внутренним шестигранником по ГОСТ 11738-84 (аналог DIN 912). Резьба M10, длина 30 мм, класс прочности 8.8.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/vinty/seriya/gost-11738-1984/
