sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,outer_d_branch,wall_branch,pn,angle,radius,mass_kg,material,standard_page,pdf_path,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,execution,coating,material_grade,washer_type,nominal_d_mm,gost_designation,supervised,base_sku,description,attributes,woo_type,parent_sku,attr_steel,attr_supervised,regular_price,stock_status,manage_stock,dim_execution,dim_outer_d_branch,dim_wall_branch,dim_dy,dim_dy1,dim_pn,dim_temperature,dim_technology,dim_seam_type,dim_purpose,dim_shell,dim_source_subcategory,dim_gost_designation,dim_mass_method
гост-22826-83-пт-25x15-38x36-1,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 1 38х36 ГОСТ 22826-1983,25,15,38,,36,,,,,,,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,1,,,,,1-38х36-12Х18Н10Т,False,гост-22826-83-пт-25x15-38x36-1,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 1. DN 25. DN ответвления 15. Наружные диаметры концов 38х36 мм. Марка стали 12Х18Н10Т. Условное обозначение: 1-38х36-12Х18Н10Т.,dn=25; dn_branch=15; outer_diameter=38; outer_d_branch=36; execution=1; material_grade=12Х18Н10Т; gost_designation=1-38х36-12Х18Н10Т; technology=Точеный,variable,,08Х18Н10Т|08Х18Н12Т|09Г2С|10Г2|10Х17Н13М2Т|12Х18Н10Т|12Х18Н12Т|15Х5М|20,Нет,,onbackorder,no,1,36,,25,15,,,Точеный,,,,Переходы,1-38х36-12Х18Н10Т,
гост-22826-83-пт-65x40-102x68-2-09г2с,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 2 102х68 09Г2С ГОСТ 22826-1983,65,40,102,,68,,,,,,09Г2С,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,2,,09Г2С,,,102х68-09Г2С,False,гост-22826-83-пт-65x40-102x68-2,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 2. DN 65. DN ответвления 40. Наружные диаметры концов 102х68 мм. Марка стали 09Г2С. Условное обозначение: 102х68-09Г2С.,dn=65; dn_branch=40; outer_diameter=102; outer_d_branch=68; execution=2; material_grade=09Г2С; gost_designation=102х68-09Г2С; technology=Точеный,variation,гост-22826-83-пт-65x40-102x68-2,09Г2С,Нет,,onbackorder,no,2,68,,65,40,,,Точеный,,,,Переходы,102х68-09Г2С,
гост-22826-83-пт-65x40-102x68-2-08х18н10т,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 2 102х68 08Х18Н10Т ГОСТ 22826-1983,65,40,102,,68,,,,,,08Х18Н10Т,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,2,,08Х18Н10Т,,,102х68-08Х18Н10Т,False,гост-22826-83-пт-65x40-102x68-2,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 2. DN 65. DN ответвления 40. Наружные диаметры концов 102х68 мм. Марка стали 08Х18Н10Т. Условное обозначение: 102х68-08Х18Н10Т.,dn=65; dn_branch=40; outer_diameter=102; outer_d_branch=68; execution=2; material_grade=08Х18Н10Т; gost_designation=102х68-08Х18Н10Т; technology=Точеный,variation,гост-22826-83-пт-65x40-102x68-2,08Х18Н10Т,Нет,,onbackorder,no,2,68,,65,40,,,Точеный,,,,Переходы,102х68-08Х18Н10Т,
гост-22826-83-пт-65x40-102x68-2-08х18н12т,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 2 102х68 08Х18Н12Т ГОСТ 22826-1983,65,40,102,,68,,,,,,08Х18Н12Т,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,2,,08Х18Н12Т,,,102х68-08Х18Н12Т,False,гост-22826-83-пт-65x40-102x68-2,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 2. DN 65. DN ответвления 40. Наружные диаметры концов 102х68 мм. Марка стали 08Х18Н12Т. Условное обозначение: 102х68-08Х18Н12Т.,dn=65; dn_branch=40; outer_diameter=102; outer_d_branch=68; execution=2; material_grade=08Х18Н12Т; gost_designation=102х68-08Х18Н12Т; technology=Точеный,variation,гост-22826-83-пт-65x40-102x68-2,08Х18Н12Т,Нет,,onbackorder,no,2,68,,65,40,,,Точеный,,,,Переходы,102х68-08Х18Н12Т,
гост-22826-83-пт-65x40-102x68-2-12х18н12т,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 2 102х68 12Х18Н12Т ГОСТ 22826-1983,65,40,102,,68,,,,,,12Х18Н12Т,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,2,,12Х18Н12Т,,,102х68-12Х18Н12Т,False,гост-22826-83-пт-65x40-102x68-2,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 2. DN 65. DN ответвления 40. Наружные диаметры концов 102х68 мм. Марка стали 12Х18Н12Т. Условное обозначение: 102х68-12Х18Н12Т.,dn=65; dn_branch=40; outer_diameter=102; outer_d_branch=68; execution=2; material_grade=12Х18Н12Т; gost_designation=102х68-12Х18Н12Т; technology=Точеный,variation,гост-22826-83-пт-65x40-102x68-2,12Х18Н12Т,Нет,,onbackorder,no,2,68,,65,40,,,Точеный,,,,Переходы,102х68-12Х18Н12Т,
гост-22826-83-пт-65x40-102x68-2-10х17н13м2т,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 2 102х68 10Х17Н13М2Т ГОСТ 22826-1983,65,40,102,,68,,,,,,10Х17Н13М2Т,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,2,,10Х17Н13М2Т,,,102х68-10Х17Н13М2Т,False,гост-22826-83-пт-65x40-102x68-2,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 2. DN 65. DN ответвления 40. Наружные диаметры концов 102х68 мм. Марка стали 10Х17Н13М2Т. Условное обозначение: 102х68-10Х17Н13М2Т.,dn=65; dn_branch=40; outer_diameter=102; outer_d_branch=68; execution=2; material_grade=10Х17Н13М2Т; gost_designation=102х68-10Х17Н13М2Т; technology=Точеный,variation,гост-22826-83-пт-65x40-102x68-2,10Х17Н13М2Т,Нет,,onbackorder,no,2,68,,65,40,,,Точеный,,,,Переходы,102х68-10Х17Н13М2Т,
гост-22826-83-пт-65x50-102x83-2,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 2 102х83 ГОСТ 22826-1983,65,50,102,,83,,,,,,,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,2,,,,,102х83-12Х18Н10Т,False,гост-22826-83-пт-65x50-102x83-2,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 2. DN 65. DN ответвления 50. Наружные диаметры концов 102х83 мм. Марка стали 12Х18Н10Т. Условное обозначение: 102х83-12Х18Н10Т.,dn=65; dn_branch=50; outer_diameter=102; outer_d_branch=83; execution=2; material_grade=12Х18Н10Т; gost_designation=102х83-12Х18Н10Т; technology=Точеный,variable,,08Х18Н10Т|08Х18Н12Т|09Г2С|10Г2|10Х17Н13М2Т|12Х18Н10Т|12Х18Н12Т|15Х5М,Нет,,onbackorder,no,2,83,,65,50,,,Точеный,,,,Переходы,102х83-12Х18Н10Т,
гост-22826-83-пт-65x50-102x83-2-12х18н10т,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 2 102х83 12Х18Н10Т ГОСТ 22826-1983,65,50,102,,83,,,,,,12Х18Н10Т,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,2,,12Х18Н10Т,,,102х83-12Х18Н10Т,False,гост-22826-83-пт-65x50-102x83-2,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 2. DN 65. DN ответвления 50. Наружные диаметры концов 102х83 мм. Марка стали 12Х18Н10Т. Условное обозначение: 102х83-12Х18Н10Т.,dn=65; dn_branch=50; outer_diameter=102; outer_d_branch=83; execution=2; material_grade=12Х18Н10Т; gost_designation=102х83-12Х18Н10Т; technology=Точеный,variation,гост-22826-83-пт-65x50-102x83-2,12Х18Н10Т,Нет,,onbackorder,no,2,83,,65,50,,,Точеный,,,,Переходы,102х83-12Х18Н10Т,
гост-22826-83-пт-65x50-102x83-2-15х5м,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 2 102х83 15Х5М ГОСТ 22826-1983,65,50,102,,83,,,,,,15Х5М,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,2,,15Х5М,,,102х83-15Х5М,False,гост-22826-83-пт-65x50-102x83-2,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 2. DN 65. DN ответвления 50. Наружные диаметры концов 102х83 мм. Марка стали 15Х5М. Условное обозначение: 102х83-15Х5М.,dn=65; dn_branch=50; outer_diameter=102; outer_d_branch=83; execution=2; material_grade=15Х5М; gost_designation=102х83-15Х5М; technology=Точеный,variation,гост-22826-83-пт-65x50-102x83-2,15Х5М,Нет,,onbackorder,no,2,83,,65,50,,,Точеный,,,,Переходы,102х83-15Х5М,
гост-22826-83-пт-65x50-102x83-2-10г2,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 2 102х83 10Г2 ГОСТ 22826-1983,65,50,102,,83,,,,,,10Г2,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,2,,10Г2,,,102х83-10Г2,False,гост-22826-83-пт-65x50-102x83-2,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 2. DN 65. DN ответвления 50. Наружные диаметры концов 102х83 мм. Марка стали 10Г2. Условное обозначение: 102х83-10Г2.,dn=65; dn_branch=50; outer_diameter=102; outer_d_branch=83; execution=2; material_grade=10Г2; gost_designation=102х83-10Г2; technology=Точеный,variation,гост-22826-83-пт-65x50-102x83-2,10Г2,Нет,,onbackorder,no,2,83,,65,50,,,Точеный,,,,Переходы,102х83-10Г2,
гост-22826-83-пт-65x50-102x83-2-09г2с,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 2 102х83 09Г2С ГОСТ 22826-1983,65,50,102,,83,,,,,,09Г2С,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,2,,09Г2С,,,102х83-09Г2С,False,гост-22826-83-пт-65x50-102x83-2,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 2. DN 65. DN ответвления 50. Наружные диаметры концов 102х83 мм. Марка стали 09Г2С. Условное обозначение: 102х83-09Г2С.,dn=65; dn_branch=50; outer_diameter=102; outer_d_branch=83; execution=2; material_grade=09Г2С; gost_designation=102х83-09Г2С; technology=Точеный,variation,гост-22826-83-пт-65x50-102x83-2,09Г2С,Нет,,onbackorder,no,2,83,,65,50,,,Точеный,,,,Переходы,102х83-09Г2С,
гост-22826-83-пт-65x50-102x83-2-08х18н10т,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 2 102х83 08Х18Н10Т ГОСТ 22826-1983,65,50,102,,83,,,,,,08Х18Н10Т,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,2,,08Х18Н10Т,,,102х83-08Х18Н10Т,False,гост-22826-83-пт-65x50-102x83-2,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 2. DN 65. DN ответвления 50. Наружные диаметры концов 102х83 мм. Марка стали 08Х18Н10Т. Условное обозначение: 102х83-08Х18Н10Т.,dn=65; dn_branch=50; outer_diameter=102; outer_d_branch=83; execution=2; material_grade=08Х18Н10Т; gost_designation=102х83-08Х18Н10Т; technology=Точеный,variation,гост-22826-83-пт-65x50-102x83-2,08Х18Н10Т,Нет,,onbackorder,no,2,83,,65,50,,,Точеный,,,,Переходы,102х83-08Х18Н10Т,
гост-22826-83-пт-65x50-102x83-2-08х18н12т,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 2 102х83 08Х18Н12Т ГОСТ 22826-1983,65,50,102,,83,,,,,,08Х18Н12Т,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,2,,08Х18Н12Т,,,102х83-08Х18Н12Т,False,гост-22826-83-пт-65x50-102x83-2,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 2. DN 65. DN ответвления 50. Наружные диаметры концов 102х83 мм. Марка стали 08Х18Н12Т. Условное обозначение: 102х83-08Х18Н12Т.,dn=65; dn_branch=50; outer_diameter=102; outer_d_branch=83; execution=2; material_grade=08Х18Н12Т; gost_designation=102х83-08Х18Н12Т; technology=Точеный,variation,гост-22826-83-пт-65x50-102x83-2,08Х18Н12Т,Нет,,onbackorder,no,2,83,,65,50,,,Точеный,,,,Переходы,102х83-08Х18Н12Т,
гост-22826-83-пт-65x50-102x83-2-12х18н12т,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 2 102х83 12Х18Н12Т ГОСТ 22826-1983,65,50,102,,83,,,,,,12Х18Н12Т,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,2,,12Х18Н12Т,,,102х83-12Х18Н12Т,False,гост-22826-83-пт-65x50-102x83-2,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 2. DN 65. DN ответвления 50. Наружные диаметры концов 102х83 мм. Марка стали 12Х18Н12Т. Условное обозначение: 102х83-12Х18Н12Т.,dn=65; dn_branch=50; outer_diameter=102; outer_d_branch=83; execution=2; material_grade=12Х18Н12Т; gost_designation=102х83-12Х18Н12Т; technology=Точеный,variation,гост-22826-83-пт-65x50-102x83-2,12Х18Н12Т,Нет,,onbackorder,no,2,83,,65,50,,,Точеный,,,,Переходы,102х83-12Х18Н12Т,
гост-22826-83-пт-65x50-102x83-2-10х17н13м2т,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 2 102х83 10Х17Н13М2Т ГОСТ 22826-1983,65,50,102,,83,,,,,,10Х17Н13М2Т,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,2,,10Х17Н13М2Т,,,102х83-10Х17Н13М2Т,False,гост-22826-83-пт-65x50-102x83-2,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 2. DN 65. DN ответвления 50. Наружные диаметры концов 102х83 мм. Марка стали 10Х17Н13М2Т. Условное обозначение: 102х83-10Х17Н13М2Т.,dn=65; dn_branch=50; outer_diameter=102; outer_d_branch=83; execution=2; material_grade=10Х17Н13М2Т; gost_designation=102х83-10Х17Н13М2Т; technology=Точеный,variation,гост-22826-83-пт-65x50-102x83-2,10Х17Н13М2Т,Нет,,onbackorder,no,2,83,,65,50,,,Точеный,,,,Переходы,102х83-10Х17Н13М2Т,
гост-22826-83-пт-80x50-127x83-2,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 2 127х83 ГОСТ 22826-1983,80,50,127,,83,,,,,,,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,2,,,,,127х83-12Х18Н10Т,False,гост-22826-83-пт-80x50-127x83-2,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 2. DN 80. DN ответвления 50. Наружные диаметры концов 127х83 мм. Марка стали 12Х18Н10Т. Условное обозначение: 127х83-12Х18Н10Т.,dn=80; dn_branch=50; outer_diameter=127; outer_d_branch=83; execution=2; material_grade=12Х18Н10Т; gost_designation=127х83-12Х18Н10Т; technology=Точеный,variable,,08Х18Н10Т|08Х18Н12Т|09Г2С|10Г2|10Х17Н13М2Т|12Х18Н10Т|12Х18Н12Т|15Х5М,Нет,,onbackorder,no,2,83,,80,50,,,Точеный,,,,Переходы,127х83-12Х18Н10Т,
гост-22826-83-пт-80x50-127x83-2-12х18н10т,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 2 127х83 12Х18Н10Т ГОСТ 22826-1983,80,50,127,,83,,,,,,12Х18Н10Т,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,2,,12Х18Н10Т,,,127х83-12Х18Н10Т,False,гост-22826-83-пт-80x50-127x83-2,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 2. DN 80. DN ответвления 50. Наружные диаметры концов 127х83 мм. Марка стали 12Х18Н10Т. Условное обозначение: 127х83-12Х18Н10Т.,dn=80; dn_branch=50; outer_diameter=127; outer_d_branch=83; execution=2; material_grade=12Х18Н10Т; gost_designation=127х83-12Х18Н10Т; technology=Точеный,variation,гост-22826-83-пт-80x50-127x83-2,12Х18Н10Т,Нет,,onbackorder,no,2,83,,80,50,,,Точеный,,,,Переходы,127х83-12Х18Н10Т,
гост-22826-83-пт-80x50-127x83-2-15х5м,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 2 127х83 15Х5М ГОСТ 22826-1983,80,50,127,,83,,,,,,15Х5М,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,2,,15Х5М,,,127х83-15Х5М,False,гост-22826-83-пт-80x50-127x83-2,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 2. DN 80. DN ответвления 50. Наружные диаметры концов 127х83 мм. Марка стали 15Х5М. Условное обозначение: 127х83-15Х5М.,dn=80; dn_branch=50; outer_diameter=127; outer_d_branch=83; execution=2; material_grade=15Х5М; gost_designation=127х83-15Х5М; technology=Точеный,variation,гост-22826-83-пт-80x50-127x83-2,15Х5М,Нет,,onbackorder,no,2,83,,80,50,,,Точеный,,,,Переходы,127х83-15Х5М,
гост-22826-83-пт-80x50-127x83-2-10г2,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 2 127х83 10Г2 ГОСТ 22826-1983,80,50,127,,83,,,,,,10Г2,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,2,,10Г2,,,127х83-10Г2,False,гост-22826-83-пт-80x50-127x83-2,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 2. DN 80. DN ответвления 50. Наружные диаметры концов 127х83 мм. Марка стали 10Г2. Условное обозначение: 127х83-10Г2.,dn=80; dn_branch=50; outer_diameter=127; outer_d_branch=83; execution=2; material_grade=10Г2; gost_designation=127х83-10Г2; technology=Точеный,variation,гост-22826-83-пт-80x50-127x83-2,10Г2,Нет,,onbackorder,no,2,83,,80,50,,,Точеный,,,,Переходы,127х83-10Г2,
гост-22826-83-пт-80x50-127x83-2-09г2с,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 2 127х83 09Г2С ГОСТ 22826-1983,80,50,127,,83,,,,,,09Г2С,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,2,,09Г2С,,,127х83-09Г2С,False,гост-22826-83-пт-80x50-127x83-2,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 2. DN 80. DN ответвления 50. Наружные диаметры концов 127х83 мм. Марка стали 09Г2С. Условное обозначение: 127х83-09Г2С.,dn=80; dn_branch=50; outer_diameter=127; outer_d_branch=83; execution=2; material_grade=09Г2С; gost_designation=127х83-09Г2С; technology=Точеный,variation,гост-22826-83-пт-80x50-127x83-2,09Г2С,Нет,,onbackorder,no,2,83,,80,50,,,Точеный,,,,Переходы,127х83-09Г2С,
гост-22826-83-пт-80x50-127x83-2-08х18н10т,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 2 127х83 08Х18Н10Т ГОСТ 22826-1983,80,50,127,,83,,,,,,08Х18Н10Т,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,2,,08Х18Н10Т,,,127х83-08Х18Н10Т,False,гост-22826-83-пт-80x50-127x83-2,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 2. DN 80. DN ответвления 50. Наружные диаметры концов 127х83 мм. Марка стали 08Х18Н10Т. Условное обозначение: 127х83-08Х18Н10Т.,dn=80; dn_branch=50; outer_diameter=127; outer_d_branch=83; execution=2; material_grade=08Х18Н10Т; gost_designation=127х83-08Х18Н10Т; technology=Точеный,variation,гост-22826-83-пт-80x50-127x83-2,08Х18Н10Т,Нет,,onbackorder,no,2,83,,80,50,,,Точеный,,,,Переходы,127х83-08Х18Н10Т,
гост-22826-83-пт-80x50-127x83-2-08х18н12т,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 2 127х83 08Х18Н12Т ГОСТ 22826-1983,80,50,127,,83,,,,,,08Х18Н12Т,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,2,,08Х18Н12Т,,,127х83-08Х18Н12Т,False,гост-22826-83-пт-80x50-127x83-2,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 2. DN 80. DN ответвления 50. Наружные диаметры концов 127х83 мм. Марка стали 08Х18Н12Т. Условное обозначение: 127х83-08Х18Н12Т.,dn=80; dn_branch=50; outer_diameter=127; outer_d_branch=83; execution=2; material_grade=08Х18Н12Т; gost_designation=127х83-08Х18Н12Т; technology=Точеный,variation,гост-22826-83-пт-80x50-127x83-2,08Х18Н12Т,Нет,,onbackorder,no,2,83,,80,50,,,Точеный,,,,Переходы,127х83-08Х18Н12Т,
гост-22826-83-пт-80x50-127x83-2-12х18н12т,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 2 127х83 12Х18Н12Т ГОСТ 22826-1983,80,50,127,,83,,,,,,12Х18Н12Т,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,2,,12Х18Н12Т,,,127х83-12Х18Н12Т,False,гост-22826-83-пт-80x50-127x83-2,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 2. DN 80. DN ответвления 50. Наружные диаметры концов 127х83 мм. Марка стали 12Х18Н12Т. Условное обозначение: 127х83-12Х18Н12Т.,dn=80; dn_branch=50; outer_diameter=127; outer_d_branch=83; execution=2; material_grade=12Х18Н12Т; gost_designation=127х83-12Х18Н12Т; technology=Точеный,variation,гост-22826-83-пт-80x50-127x83-2,12Х18Н12Т,Нет,,onbackorder,no,2,83,,80,50,,,Точеный,,,,Переходы,127х83-12Х18Н12Т,
гост-22826-83-пт-80x50-127x83-2-10х17н13м2т,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 2 127х83 10Х17Н13М2Т ГОСТ 22826-1983,80,50,127,,83,,,,,,10Х17Н13М2Т,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,2,,10Х17Н13М2Т,,,127х83-10Х17Н13М2Т,False,гост-22826-83-пт-80x50-127x83-2,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 2. DN 80. DN ответвления 50. Наружные диаметры концов 127х83 мм. Марка стали 10Х17Н13М2Т. Условное обозначение: 127х83-10Х17Н13М2Т.,dn=80; dn_branch=50; outer_diameter=127; outer_d_branch=83; execution=2; material_grade=10Х17Н13М2Т; gost_designation=127х83-10Х17Н13М2Т; technology=Точеный,variation,гост-22826-83-пт-80x50-127x83-2,10Х17Н13М2Т,Нет,,onbackorder,no,2,83,,80,50,,,Точеный,,,,Переходы,127х83-10Х17Н13М2Т,
гост-22826-83-пт-80x65-127x102-2,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 2 127х102 ГОСТ 22826-1983,80,65,127,,102,,,,,,,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,2,,,,,127х102-12Х18Н10Т,False,гост-22826-83-пт-80x65-127x102-2,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 2. DN 80. DN ответвления 65. Наружные диаметры концов 127х102 мм. Марка стали 12Х18Н10Т. Условное обозначение: 127х102-12Х18Н10Т.,dn=80; dn_branch=65; outer_diameter=127; outer_d_branch=102; execution=2; material_grade=12Х18Н10Т; gost_designation=127х102-12Х18Н10Т; technology=Точеный,variable,,08Х18Н10Т|08Х18Н12Т|09Г2С|10Г2|10Х17Н13М2Т|12Х18Н10Т|12Х18Н12Т|15Х5М,Нет,,onbackorder,no,2,102,,80,65,,,Точеный,,,,Переходы,127х102-12Х18Н10Т,
гост-22826-83-пт-80x65-127x102-2-12х18н10т,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 2 127х102 12Х18Н10Т ГОСТ 22826-1983,80,65,127,,102,,,,,,12Х18Н10Т,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,2,,12Х18Н10Т,,,127х102-12Х18Н10Т,False,гост-22826-83-пт-80x65-127x102-2,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 2. DN 80. DN ответвления 65. Наружные диаметры концов 127х102 мм. Марка стали 12Х18Н10Т. Условное обозначение: 127х102-12Х18Н10Т.,dn=80; dn_branch=65; outer_diameter=127; outer_d_branch=102; execution=2; material_grade=12Х18Н10Т; gost_designation=127х102-12Х18Н10Т; technology=Точеный,variation,гост-22826-83-пт-80x65-127x102-2,12Х18Н10Т,Нет,,onbackorder,no,2,102,,80,65,,,Точеный,,,,Переходы,127х102-12Х18Н10Т,
гост-22826-83-пт-80x65-127x102-2-15х5м,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 2 127х102 15Х5М ГОСТ 22826-1983,80,65,127,,102,,,,,,15Х5М,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,2,,15Х5М,,,127х102-15Х5М,False,гост-22826-83-пт-80x65-127x102-2,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 2. DN 80. DN ответвления 65. Наружные диаметры концов 127х102 мм. Марка стали 15Х5М. Условное обозначение: 127х102-15Х5М.,dn=80; dn_branch=65; outer_diameter=127; outer_d_branch=102; execution=2; material_grade=15Х5М; gost_designation=127х102-15Х5М; technology=Точеный,variation,гост-22826-83-пт-80x65-127x102-2,15Х5М,Нет,,onbackorder,no,2,102,,80,65,,,Точеный,,,,Переходы,127х102-15Х5М,
гост-22826-83-пт-80x65-127x102-2-10г2,ГОСТ 22826-1983,ГОСТ 22826-1983,точеные,Точёные,ПТ,Переход точеный исп. 2 127х102 10Г2 ГОСТ 22826-1983,80,65,127,,102,,,,,,10Г2,,pdf/переходы/ГОСТ_22826_1983.pdf,,,,,,2,,10Г2,,,127х102-10Г2,False,гост-22826-83-пт-80x65-127x102-2,Переход точеный по ГОСТ 22826-83. Тип: ПТ. Исполнение 2. DN 80. DN ответвления 65. Наружные диаметры концов 127х102 мм. Марка стали 10Г2. Условное обозначение: 127х102-10Г2.,dn=80; dn_branch=65; outer_diameter=127; outer_d_branch=102; execution=2; material_grade=10Г2; gost_designation=127х102-10Г2; technology=Точеный,variation,гост-22826-83-пт-80x65-127x102-2,10Г2,Нет,,onbackorder,no,2,102,,80,65,,,Точеный,,,,Переходы,127х102-10Г2,
