sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,outer_d_branch,wall_branch,pn,angle,radius,mass_kg,material,standard_page,pdf_path,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,execution,coating,material_grade,washer_type,nominal_d_mm,gost_designation,supervised,base_sku,description,attributes,woo_type,parent_sku,attr_steel,attr_supervised,regular_price,stock_status,manage_stock,dim_execution,dim_outer_d_branch,dim_wall_branch,dim_dy,dim_dy1,dim_pn,dim_temperature,dim_technology,dim_seam_type,dim_purpose,dim_shell,dim_source_subcategory,dim_gost_designation,dim_mass_method
гост-10704-91-эс-1420x49-bare-10,ГОСТ 10704-1991,ГОСТ 10704-1991,трубы,Трубы,ЭС,Труба э/с 1420х49 Ст10 ГОСТ 10704-1991,1400,,1420,49,,,,,,1656.73,10,,pdf/трубы/ГОСТ_10704_1991.pdf,,,,,,,,10,,,1420х49-10,False,гост-10704-91-эс-1420x49-bare,Труба по ГОСТ 10704-91. Электросварная прямошовная. Тип ЭС. DN 1400. Наружный диаметр 1420 мм. Толщина стенки 49 мм. Теоретическая масса 1656.73 кг/м. Технология: Электросварная. Тип шва: Прямошовная. Марка стали Ст10. Условное обозначение: 1420х49-10.,dn=1400; outer_diameter=1420; wall_thickness=49; mass_kg=1656.73; material_grade=10; technology=Электросварная; seam_type=Прямошовная; gost_designation=1420х49-10; source_subcategory=Электросварные,variation,гост-10704-91-эс-1420x49-bare,10,Нет,,onbackorder,no,,,,1400,,,,Электросварная,Прямошовная,,,Электросварные,1420х49-10,theoretical_kg_per_m
гост-10704-91-эс-1420x49-bare-20,ГОСТ 10704-1991,ГОСТ 10704-1991,трубы,Трубы,ЭС,Труба э/с 1420х49 Ст20 ГОСТ 10704-1991,1400,,1420,49,,,,,,1656.73,20,,pdf/трубы/ГОСТ_10704_1991.pdf,,,,,,,,20,,,1420х49-20,False,гост-10704-91-эс-1420x49-bare,Труба по ГОСТ 10704-91. Электросварная прямошовная. Тип ЭС. DN 1400. Наружный диаметр 1420 мм. Толщина стенки 49 мм. Теоретическая масса 1656.73 кг/м. Технология: Электросварная. Тип шва: Прямошовная. Марка стали Ст20. Условное обозначение: 1420х49-20.,dn=1400; outer_diameter=1420; wall_thickness=49; mass_kg=1656.73; material_grade=20; technology=Электросварная; seam_type=Прямошовная; gost_designation=1420х49-20; source_subcategory=Электросварные,variation,гост-10704-91-эс-1420x49-bare,20,Нет,,onbackorder,no,,,,1400,,,,Электросварная,Прямошовная,,,Электросварные,1420х49-20,theoretical_kg_per_m
гост-10704-91-эс-1420x49-bare-ст3сп,ГОСТ 10704-1991,ГОСТ 10704-1991,трубы,Трубы,ЭС,Труба э/с 1420х49 Ст3сп ГОСТ 10704-1991,1400,,1420,49,,,,,,1656.73,Ст3сп,,pdf/трубы/ГОСТ_10704_1991.pdf,,,,,,,,Ст3сп,,,1420х49-Ст3сп,False,гост-10704-91-эс-1420x49-bare,Труба по ГОСТ 10704-91. Электросварная прямошовная. Тип ЭС. DN 1400. Наружный диаметр 1420 мм. Толщина стенки 49 мм. Теоретическая масса 1656.73 кг/м. Технология: Электросварная. Тип шва: Прямошовная. Марка стали Ст3сп. Условное обозначение: 1420х49-Ст3сп.,dn=1400; outer_diameter=1420; wall_thickness=49; mass_kg=1656.73; material_grade=Ст3сп; technology=Электросварная; seam_type=Прямошовная; gost_designation=1420х49-Ст3сп; source_subcategory=Электросварные,variation,гост-10704-91-эс-1420x49-bare,Ст3сп,Нет,,onbackorder,no,,,,1400,,,,Электросварная,Прямошовная,,,Электросварные,1420х49-Ст3сп,theoretical_kg_per_m
гост-10704-91-эс-1420x50-bare,ГОСТ 10704-1991,ГОСТ 10704-1991,трубы,Трубы,ЭС,Труба э/с 1420х50 ГОСТ 10704-1991,1400,,1420,50,,,,,,1689.31,,,pdf/трубы/ГОСТ_10704_1991.pdf,,,,,,,,,,,1420х50-10,False,гост-10704-91-эс-1420x50-bare,Труба по ГОСТ 10704-91. Электросварная прямошовная. Тип ЭС. DN 1400. Наружный диаметр 1420 мм. Толщина стенки 50 мм. Теоретическая масса 1689.31 кг/м. Технология: Электросварная. Тип шва: Прямошовная. Марка стали Ст10. Условное обозначение: 1420х50-10.,dn=1400; outer_diameter=1420; wall_thickness=50; mass_kg=1689.31; material_grade=10; technology=Электросварная; seam_type=Прямошовная; gost_designation=1420х50-10; source_subcategory=Электросварные,variable,,10|20|Ст3сп,Нет,,onbackorder,no,,,,1400,,,,Электросварная,Прямошовная,,,Электросварные,1420х50-10,theoretical_kg_per_m
гост-10704-91-эс-1420x50-bare-10,ГОСТ 10704-1991,ГОСТ 10704-1991,трубы,Трубы,ЭС,Труба э/с 1420х50 Ст10 ГОСТ 10704-1991,1400,,1420,50,,,,,,1689.31,10,,pdf/трубы/ГОСТ_10704_1991.pdf,,,,,,,,10,,,1420х50-10,False,гост-10704-91-эс-1420x50-bare,Труба по ГОСТ 10704-91. Электросварная прямошовная. Тип ЭС. DN 1400. Наружный диаметр 1420 мм. Толщина стенки 50 мм. Теоретическая масса 1689.31 кг/м. Технология: Электросварная. Тип шва: Прямошовная. Марка стали Ст10. Условное обозначение: 1420х50-10.,dn=1400; outer_diameter=1420; wall_thickness=50; mass_kg=1689.31; material_grade=10; technology=Электросварная; seam_type=Прямошовная; gost_designation=1420х50-10; source_subcategory=Электросварные,variation,гост-10704-91-эс-1420x50-bare,10,Нет,,onbackorder,no,,,,1400,,,,Электросварная,Прямошовная,,,Электросварные,1420х50-10,theoretical_kg_per_m
гост-10704-91-эс-1420x50-bare-20,ГОСТ 10704-1991,ГОСТ 10704-1991,трубы,Трубы,ЭС,Труба э/с 1420х50 Ст20 ГОСТ 10704-1991,1400,,1420,50,,,,,,1689.31,20,,pdf/трубы/ГОСТ_10704_1991.pdf,,,,,,,,20,,,1420х50-20,False,гост-10704-91-эс-1420x50-bare,Труба по ГОСТ 10704-91. Электросварная прямошовная. Тип ЭС. DN 1400. Наружный диаметр 1420 мм. Толщина стенки 50 мм. Теоретическая масса 1689.31 кг/м. Технология: Электросварная. Тип шва: Прямошовная. Марка стали Ст20. Условное обозначение: 1420х50-20.,dn=1400; outer_diameter=1420; wall_thickness=50; mass_kg=1689.31; material_grade=20; technology=Электросварная; seam_type=Прямошовная; gost_designation=1420х50-20; source_subcategory=Электросварные,variation,гост-10704-91-эс-1420x50-bare,20,Нет,,onbackorder,no,,,,1400,,,,Электросварная,Прямошовная,,,Электросварные,1420х50-20,theoretical_kg_per_m
гост-10704-91-эс-1420x50-bare-ст3сп,ГОСТ 10704-1991,ГОСТ 10704-1991,трубы,Трубы,ЭС,Труба э/с 1420х50 Ст3сп ГОСТ 10704-1991,1400,,1420,50,,,,,,1689.31,Ст3сп,,pdf/трубы/ГОСТ_10704_1991.pdf,,,,,,,,Ст3сп,,,1420х50-Ст3сп,False,гост-10704-91-эс-1420x50-bare,Труба по ГОСТ 10704-91. Электросварная прямошовная. Тип ЭС. DN 1400. Наружный диаметр 1420 мм. Толщина стенки 50 мм. Теоретическая масса 1689.31 кг/м. Технология: Электросварная. Тип шва: Прямошовная. Марка стали Ст3сп. Условное обозначение: 1420х50-Ст3сп.,dn=1400; outer_diameter=1420; wall_thickness=50; mass_kg=1689.31; material_grade=Ст3сп; technology=Электросварная; seam_type=Прямошовная; gost_designation=1420х50-Ст3сп; source_subcategory=Электросварные,variation,гост-10704-91-эс-1420x50-bare,Ст3сп,Нет,,onbackorder,no,,,,1400,,,,Электросварная,Прямошовная,,,Электросварные,1420х50-Ст3сп,theoretical_kg_per_m
гост-8732-78-бш-102x10-bare,ГОСТ 8732-1978,ГОСТ 8732-1978,трубы,Трубы,БШ,Труба б/ш 102х10 ГОСТ 8732-1978,100,,102,10,,,,,,22.69,,,pdf/трубы/ГОСТ_8732_1978.pdf,,,,,,,,,,,102х10-10,False,гост-8732-78-бш-102x10-bare,Труба по ГОСТ 8732-78. Бесшовная. Тип БШ. DN 100. Наружный диаметр 102 мм. Толщина стенки 10 мм. Теоретическая масса 22.69 кг/м. Технология: Горячедеформированная. Марка стали Ст10. Условное обозначение: 102х10-10.,dn=100; outer_diameter=102; wall_thickness=10; mass_kg=22.69; material_grade=10; technology=Горячедеформированная; gost_designation=102х10-10; source_subcategory=Стальные,variable,,09Г2С|10|10Г2|20,Нет,,onbackorder,no,,,,100,,,,Горячедеформированная,,,,Стальные,102х10-10,theoretical_kg_per_m
гост-8732-78-бш-102x10-bare-10,ГОСТ 8732-1978,ГОСТ 8732-1978,трубы,Трубы,БШ,Труба б/ш 102х10 Ст10 ГОСТ 8732-1978,100,,102,10,,,,,,22.69,10,,pdf/трубы/ГОСТ_8732_1978.pdf,,,,,,,,10,,,102х10-10,False,гост-8732-78-бш-102x10-bare,Труба по ГОСТ 8732-78. Бесшовная. Тип БШ. DN 100. Наружный диаметр 102 мм. Толщина стенки 10 мм. Теоретическая масса 22.69 кг/м. Технология: Горячедеформированная. Марка стали Ст10. Условное обозначение: 102х10-10.,dn=100; outer_diameter=102; wall_thickness=10; mass_kg=22.69; material_grade=10; technology=Горячедеформированная; gost_designation=102х10-10; source_subcategory=Стальные,variation,гост-8732-78-бш-102x10-bare,10,Нет,,onbackorder,no,,,,100,,,,Горячедеформированная,,,,Стальные,102х10-10,theoretical_kg_per_m
гост-8732-78-бш-102x10-bare-20,ГОСТ 8732-1978,ГОСТ 8732-1978,трубы,Трубы,БШ,Труба б/ш 102х10 Ст20 ГОСТ 8732-1978,100,,102,10,,,,,,22.69,20,,pdf/трубы/ГОСТ_8732_1978.pdf,,,,,,,,20,,,102х10-20,False,гост-8732-78-бш-102x10-bare,Труба по ГОСТ 8732-78. Бесшовная. Тип БШ. DN 100. Наружный диаметр 102 мм. Толщина стенки 10 мм. Теоретическая масса 22.69 кг/м. Технология: Горячедеформированная. Марка стали Ст20. Условное обозначение: 102х10-20.,dn=100; outer_diameter=102; wall_thickness=10; mass_kg=22.69; material_grade=20; technology=Горячедеформированная; gost_designation=102х10-20; source_subcategory=Стальные,variation,гост-8732-78-бш-102x10-bare,20,Нет,,onbackorder,no,,,,100,,,,Горячедеформированная,,,,Стальные,102х10-20,theoretical_kg_per_m
гост-8732-78-бш-102x10-bare-09г2с,ГОСТ 8732-1978,ГОСТ 8732-1978,трубы,Трубы,БШ,Труба б/ш 102х10 09Г2С ГОСТ 8732-1978,100,,102,10,,,,,,22.69,09Г2С,,pdf/трубы/ГОСТ_8732_1978.pdf,,,,,,,,09Г2С,,,102х10-09Г2С,False,гост-8732-78-бш-102x10-bare,Труба по ГОСТ 8732-78. Бесшовная. Тип БШ. DN 100. Наружный диаметр 102 мм. Толщина стенки 10 мм. Теоретическая масса 22.69 кг/м. Технология: Горячедеформированная. Марка стали 09Г2С. Условное обозначение: 102х10-09Г2С.,dn=100; outer_diameter=102; wall_thickness=10; mass_kg=22.69; material_grade=09Г2С; technology=Горячедеформированная; gost_designation=102х10-09Г2С; source_subcategory=Стальные,variation,гост-8732-78-бш-102x10-bare,09Г2С,Нет,,onbackorder,no,,,,100,,,,Горячедеформированная,,,,Стальные,102х10-09Г2С,theoretical_kg_per_m
гост-8732-78-бш-102x10-bare-10г2,ГОСТ 8732-1978,ГОСТ 8732-1978,трубы,Трубы,БШ,Труба б/ш 102х10 10Г2 ГОСТ 8732-1978,100,,102,10,,,,,,22.69,10Г2,,pdf/трубы/ГОСТ_8732_1978.pdf,,,,,,,,10Г2,,,102х10-10Г2,False,гост-8732-78-бш-102x10-bare,Труба по ГОСТ 8732-78. Бесшовная. Тип БШ. DN 100. Наружный диаметр 102 мм. Толщина стенки 10 мм. Теоретическая масса 22.69 кг/м. Технология: Горячедеформированная. Марка стали 10Г2. Условное обозначение: 102х10-10Г2.,dn=100; outer_diameter=102; wall_thickness=10; mass_kg=22.69; material_grade=10Г2; technology=Горячедеформированная; gost_designation=102х10-10Г2; source_subcategory=Стальные,variation,гост-8732-78-бш-102x10-bare,10Г2,Нет,,onbackorder,no,,,,100,,,,Горячедеформированная,,,,Стальные,102х10-10Г2,theoretical_kg_per_m
гост-8732-78-бш-102x16-bare,ГОСТ 8732-1978,ГОСТ 8732-1978,трубы,Трубы,БШ,Труба б/ш 102х16 ГОСТ 8732-1978,100,,102,16,,,,,,33.93,,,pdf/трубы/ГОСТ_8732_1978.pdf,,,,,,,,,,,102х16-10,False,гост-8732-78-бш-102x16-bare,Труба по ГОСТ 8732-78. Бесшовная. Тип БШ. DN 100. Наружный диаметр 102 мм. Толщина стенки 16 мм. Теоретическая масса 33.93 кг/м. Технология: Горячедеформированная. Марка стали Ст10. Условное обозначение: 102х16-10.,dn=100; outer_diameter=102; wall_thickness=16; mass_kg=33.93; material_grade=10; technology=Горячедеформированная; gost_designation=102х16-10; source_subcategory=Стальные,variable,,09Г2С|10|20,Нет,,onbackorder,no,,,,100,,,,Горячедеформированная,,,,Стальные,102х16-10,theoretical_kg_per_m
гост-8732-78-бш-102x16-bare-10,ГОСТ 8732-1978,ГОСТ 8732-1978,трубы,Трубы,БШ,Труба б/ш 102х16 Ст10 ГОСТ 8732-1978,100,,102,16,,,,,,33.93,10,,pdf/трубы/ГОСТ_8732_1978.pdf,,,,,,,,10,,,102х16-10,False,гост-8732-78-бш-102x16-bare,Труба по ГОСТ 8732-78. Бесшовная. Тип БШ. DN 100. Наружный диаметр 102 мм. Толщина стенки 16 мм. Теоретическая масса 33.93 кг/м. Технология: Горячедеформированная. Марка стали Ст10. Условное обозначение: 102х16-10.,dn=100; outer_diameter=102; wall_thickness=16; mass_kg=33.93; material_grade=10; technology=Горячедеформированная; gost_designation=102х16-10; source_subcategory=Стальные,variation,гост-8732-78-бш-102x16-bare,10,Нет,,onbackorder,no,,,,100,,,,Горячедеформированная,,,,Стальные,102х16-10,theoretical_kg_per_m
гост-8732-78-бш-102x16-bare-20,ГОСТ 8732-1978,ГОСТ 8732-1978,трубы,Трубы,БШ,Труба б/ш 102х16 Ст20 ГОСТ 8732-1978,100,,102,16,,,,,,33.93,20,,pdf/трубы/ГОСТ_8732_1978.pdf,,,,,,,,20,,,102х16-20,False,гост-8732-78-бш-102x16-bare,Труба по ГОСТ 8732-78. Бесшовная. Тип БШ. DN 100. Наружный диаметр 102 мм. Толщина стенки 16 мм. Теоретическая масса 33.93 кг/м. Технология: Горячедеформированная. Марка стали Ст20. Условное обозначение: 102х16-20.,dn=100; outer_diameter=102; wall_thickness=16; mass_kg=33.93; material_grade=20; technology=Горячедеформированная; gost_designation=102х16-20; source_subcategory=Стальные,variation,гост-8732-78-бш-102x16-bare,20,Нет,,onbackorder,no,,,,100,,,,Горячедеформированная,,,,Стальные,102х16-20,theoretical_kg_per_m
гост-8732-78-бш-102x16-bare-09г2с,ГОСТ 8732-1978,ГОСТ 8732-1978,трубы,Трубы,БШ,Труба б/ш 102х16 09Г2С ГОСТ 8732-1978,100,,102,16,,,,,,33.93,09Г2С,,pdf/трубы/ГОСТ_8732_1978.pdf,,,,,,,,09Г2С,,,102х16-09Г2С,False,гост-8732-78-бш-102x16-bare,Труба по ГОСТ 8732-78. Бесшовная. Тип БШ. DN 100. Наружный диаметр 102 мм. Толщина стенки 16 мм. Теоретическая масса 33.93 кг/м. Технология: Горячедеформированная. Марка стали 09Г2С. Условное обозначение: 102х16-09Г2С.,dn=100; outer_diameter=102; wall_thickness=16; mass_kg=33.93; material_grade=09Г2С; technology=Горячедеформированная; gost_designation=102х16-09Г2С; source_subcategory=Стальные,variation,гост-8732-78-бш-102x16-bare,09Г2С,Нет,,onbackorder,no,,,,100,,,,Горячедеформированная,,,,Стальные,102х16-09Г2С,theoretical_kg_per_m
гост-8732-78-бш-102x4-bare,ГОСТ 8732-1978,ГОСТ 8732-1978,трубы,Трубы,БШ,Труба б/ш 102х4 ГОСТ 8732-1978,100,,102,4,,,,,,9.67,,,pdf/трубы/ГОСТ_8732_1978.pdf,,,,,,,,,,,102х4-10,False,гост-8732-78-бш-102x4-bare,Труба по ГОСТ 8732-78. Бесшовная. Тип БШ. DN 100. Наружный диаметр 102 мм. Толщина стенки 4 мм. Теоретическая масса 9.67 кг/м. Технология: Горячедеформированная. Марка стали Ст10. Условное обозначение: 102х4-10.,dn=100; outer_diameter=102; wall_thickness=4; mass_kg=9.67; material_grade=10; technology=Горячедеформированная; gost_designation=102х4-10; source_subcategory=Стальные,variable,,09Г2С|10|10Г2|20,Нет,,onbackorder,no,,,,100,,,,Горячедеформированная,,,,Стальные,102х4-10,theoretical_kg_per_m
гост-8732-78-бш-102x4-bare-10,ГОСТ 8732-1978,ГОСТ 8732-1978,трубы,Трубы,БШ,Труба б/ш 102х4 Ст10 ГОСТ 8732-1978,100,,102,4,,,,,,9.67,10,,pdf/трубы/ГОСТ_8732_1978.pdf,,,,,,,,10,,,102х4-10,False,гост-8732-78-бш-102x4-bare,Труба по ГОСТ 8732-78. Бесшовная. Тип БШ. DN 100. Наружный диаметр 102 мм. Толщина стенки 4 мм. Теоретическая масса 9.67 кг/м. Технология: Горячедеформированная. Марка стали Ст10. Условное обозначение: 102х4-10.,dn=100; outer_diameter=102; wall_thickness=4; mass_kg=9.67; material_grade=10; technology=Горячедеформированная; gost_designation=102х4-10; source_subcategory=Стальные,variation,гост-8732-78-бш-102x4-bare,10,Нет,,onbackorder,no,,,,100,,,,Горячедеформированная,,,,Стальные,102х4-10,theoretical_kg_per_m
гост-8732-78-бш-102x4-bare-20,ГОСТ 8732-1978,ГОСТ 8732-1978,трубы,Трубы,БШ,Труба б/ш 102х4 Ст20 ГОСТ 8732-1978,100,,102,4,,,,,,9.67,20,,pdf/трубы/ГОСТ_8732_1978.pdf,,,,,,,,20,,,102х4-20,False,гост-8732-78-бш-102x4-bare,Труба по ГОСТ 8732-78. Бесшовная. Тип БШ. DN 100. Наружный диаметр 102 мм. Толщина стенки 4 мм. Теоретическая масса 9.67 кг/м. Технология: Горячедеформированная. Марка стали Ст20. Условное обозначение: 102х4-20.,dn=100; outer_diameter=102; wall_thickness=4; mass_kg=9.67; material_grade=20; technology=Горячедеформированная; gost_designation=102х4-20; source_subcategory=Стальные,variation,гост-8732-78-бш-102x4-bare,20,Нет,,onbackorder,no,,,,100,,,,Горячедеформированная,,,,Стальные,102х4-20,theoretical_kg_per_m
гост-8732-78-бш-102x4-bare-09г2с,ГОСТ 8732-1978,ГОСТ 8732-1978,трубы,Трубы,БШ,Труба б/ш 102х4 09Г2С ГОСТ 8732-1978,100,,102,4,,,,,,9.67,09Г2С,,pdf/трубы/ГОСТ_8732_1978.pdf,,,,,,,,09Г2С,,,102х4-09Г2С,False,гост-8732-78-бш-102x4-bare,Труба по ГОСТ 8732-78. Бесшовная. Тип БШ. DN 100. Наружный диаметр 102 мм. Толщина стенки 4 мм. Теоретическая масса 9.67 кг/м. Технология: Горячедеформированная. Марка стали 09Г2С. Условное обозначение: 102х4-09Г2С.,dn=100; outer_diameter=102; wall_thickness=4; mass_kg=9.67; material_grade=09Г2С; technology=Горячедеформированная; gost_designation=102х4-09Г2С; source_subcategory=Стальные,variation,гост-8732-78-бш-102x4-bare,09Г2С,Нет,,onbackorder,no,,,,100,,,,Горячедеформированная,,,,Стальные,102х4-09Г2С,theoretical_kg_per_m
гост-8732-78-бш-102x4-bare-10г2,ГОСТ 8732-1978,ГОСТ 8732-1978,трубы,Трубы,БШ,Труба б/ш 102х4 10Г2 ГОСТ 8732-1978,100,,102,4,,,,,,9.67,10Г2,,pdf/трубы/ГОСТ_8732_1978.pdf,,,,,,,,10Г2,,,102х4-10Г2,False,гост-8732-78-бш-102x4-bare,Труба по ГОСТ 8732-78. Бесшовная. Тип БШ. DN 100. Наружный диаметр 102 мм. Толщина стенки 4 мм. Теоретическая масса 9.67 кг/м. Технология: Горячедеформированная. Марка стали 10Г2. Условное обозначение: 102х4-10Г2.,dn=100; outer_diameter=102; wall_thickness=4; mass_kg=9.67; material_grade=10Г2; technology=Горячедеформированная; gost_designation=102х4-10Г2; source_subcategory=Стальные,variation,гост-8732-78-бш-102x4-bare,10Г2,Нет,,onbackorder,no,,,,100,,,,Горячедеформированная,,,,Стальные,102х4-10Г2,theoretical_kg_per_m
гост-8732-78-бш-102x5-bare,ГОСТ 8732-1978,ГОСТ 8732-1978,трубы,Трубы,БШ,Труба б/ш 102х5 ГОСТ 8732-1978,100,,102,5,,,,,,11.96,,,pdf/трубы/ГОСТ_8732_1978.pdf,,,,,,,,,,,102х5-10,False,гост-8732-78-бш-102x5-bare,Труба по ГОСТ 8732-78. Бесшовная. Тип БШ. DN 100. Наружный диаметр 102 мм. Толщина стенки 5 мм. Теоретическая масса 11.96 кг/м. Технология: Горячедеформированная. Марка стали Ст10. Условное обозначение: 102х5-10.,dn=100; outer_diameter=102; wall_thickness=5; mass_kg=11.96; material_grade=10; technology=Горячедеформированная; gost_designation=102х5-10; source_subcategory=Стальные,variable,,09Г2С|10|10Г2|20,Нет,,onbackorder,no,,,,100,,,,Горячедеформированная,,,,Стальные,102х5-10,theoretical_kg_per_m
гост-8732-78-бш-102x5-bare-10,ГОСТ 8732-1978,ГОСТ 8732-1978,трубы,Трубы,БШ,Труба б/ш 102х5 Ст10 ГОСТ 8732-1978,100,,102,5,,,,,,11.96,10,,pdf/трубы/ГОСТ_8732_1978.pdf,,,,,,,,10,,,102х5-10,False,гост-8732-78-бш-102x5-bare,Труба по ГОСТ 8732-78. Бесшовная. Тип БШ. DN 100. Наружный диаметр 102 мм. Толщина стенки 5 мм. Теоретическая масса 11.96 кг/м. Технология: Горячедеформированная. Марка стали Ст10. Условное обозначение: 102х5-10.,dn=100; outer_diameter=102; wall_thickness=5; mass_kg=11.96; material_grade=10; technology=Горячедеформированная; gost_designation=102х5-10; source_subcategory=Стальные,variation,гост-8732-78-бш-102x5-bare,10,Нет,,onbackorder,no,,,,100,,,,Горячедеформированная,,,,Стальные,102х5-10,theoretical_kg_per_m
гост-8732-78-бш-102x5-bare-20,ГОСТ 8732-1978,ГОСТ 8732-1978,трубы,Трубы,БШ,Труба б/ш 102х5 Ст20 ГОСТ 8732-1978,100,,102,5,,,,,,11.96,20,,pdf/трубы/ГОСТ_8732_1978.pdf,,,,,,,,20,,,102х5-20,False,гост-8732-78-бш-102x5-bare,Труба по ГОСТ 8732-78. Бесшовная. Тип БШ. DN 100. Наружный диаметр 102 мм. Толщина стенки 5 мм. Теоретическая масса 11.96 кг/м. Технология: Горячедеформированная. Марка стали Ст20. Условное обозначение: 102х5-20.,dn=100; outer_diameter=102; wall_thickness=5; mass_kg=11.96; material_grade=20; technology=Горячедеформированная; gost_designation=102х5-20; source_subcategory=Стальные,variation,гост-8732-78-бш-102x5-bare,20,Нет,,onbackorder,no,,,,100,,,,Горячедеформированная,,,,Стальные,102х5-20,theoretical_kg_per_m
гост-8732-78-бш-102x5-bare-09г2с,ГОСТ 8732-1978,ГОСТ 8732-1978,трубы,Трубы,БШ,Труба б/ш 102х5 09Г2С ГОСТ 8732-1978,100,,102,5,,,,,,11.96,09Г2С,,pdf/трубы/ГОСТ_8732_1978.pdf,,,,,,,,09Г2С,,,102х5-09Г2С,False,гост-8732-78-бш-102x5-bare,Труба по ГОСТ 8732-78. Бесшовная. Тип БШ. DN 100. Наружный диаметр 102 мм. Толщина стенки 5 мм. Теоретическая масса 11.96 кг/м. Технология: Горячедеформированная. Марка стали 09Г2С. Условное обозначение: 102х5-09Г2С.,dn=100; outer_diameter=102; wall_thickness=5; mass_kg=11.96; material_grade=09Г2С; technology=Горячедеформированная; gost_designation=102х5-09Г2С; source_subcategory=Стальные,variation,гост-8732-78-бш-102x5-bare,09Г2С,Нет,,onbackorder,no,,,,100,,,,Горячедеформированная,,,,Стальные,102х5-09Г2С,theoretical_kg_per_m
гост-8732-78-бш-102x5-bare-10г2,ГОСТ 8732-1978,ГОСТ 8732-1978,трубы,Трубы,БШ,Труба б/ш 102х5 10Г2 ГОСТ 8732-1978,100,,102,5,,,,,,11.96,10Г2,,pdf/трубы/ГОСТ_8732_1978.pdf,,,,,,,,10Г2,,,102х5-10Г2,False,гост-8732-78-бш-102x5-bare,Труба по ГОСТ 8732-78. Бесшовная. Тип БШ. DN 100. Наружный диаметр 102 мм. Толщина стенки 5 мм. Теоретическая масса 11.96 кг/м. Технология: Горячедеформированная. Марка стали 10Г2. Условное обозначение: 102х5-10Г2.,dn=100; outer_diameter=102; wall_thickness=5; mass_kg=11.96; material_grade=10Г2; technology=Горячедеформированная; gost_designation=102х5-10Г2; source_subcategory=Стальные,variation,гост-8732-78-бш-102x5-bare,10Г2,Нет,,onbackorder,no,,,,100,,,,Горячедеформированная,,,,Стальные,102х5-10Г2,theoretical_kg_per_m
гост-8732-78-бш-108x10-bare,ГОСТ 8732-1978,ГОСТ 8732-1978,трубы,Трубы,БШ,Труба б/ш 108х10 ГОСТ 8732-1978,100,,108,10,,,,,,24.17,,,pdf/трубы/ГОСТ_8732_1978.pdf,,,,,,,,,,,108х10-10,False,гост-8732-78-бш-108x10-bare,Труба по ГОСТ 8732-78. Бесшовная. Тип БШ. DN 100. Наружный диаметр 108 мм. Толщина стенки 10 мм. Теоретическая масса 24.17 кг/м. Технология: Горячедеформированная. Марка стали Ст10. Условное обозначение: 108х10-10.,dn=100; outer_diameter=108; wall_thickness=10; mass_kg=24.17; material_grade=10; technology=Горячедеформированная; gost_designation=108х10-10; source_subcategory=Стальные,variable,,09Г2С|10|20,Нет,,onbackorder,no,,,,100,,,,Горячедеформированная,,,,Стальные,108х10-10,theoretical_kg_per_m
гост-8732-78-бш-108x10-bare-10,ГОСТ 8732-1978,ГОСТ 8732-1978,трубы,Трубы,БШ,Труба б/ш 108х10 Ст10 ГОСТ 8732-1978,100,,108,10,,,,,,24.17,10,,pdf/трубы/ГОСТ_8732_1978.pdf,,,,,,,,10,,,108х10-10,False,гост-8732-78-бш-108x10-bare,Труба по ГОСТ 8732-78. Бесшовная. Тип БШ. DN 100. Наружный диаметр 108 мм. Толщина стенки 10 мм. Теоретическая масса 24.17 кг/м. Технология: Горячедеформированная. Марка стали Ст10. Условное обозначение: 108х10-10.,dn=100; outer_diameter=108; wall_thickness=10; mass_kg=24.17; material_grade=10; technology=Горячедеформированная; gost_designation=108х10-10; source_subcategory=Стальные,variation,гост-8732-78-бш-108x10-bare,10,Нет,,onbackorder,no,,,,100,,,,Горячедеформированная,,,,Стальные,108х10-10,theoretical_kg_per_m
гост-8732-78-бш-108x10-bare-20,ГОСТ 8732-1978,ГОСТ 8732-1978,трубы,Трубы,БШ,Труба б/ш 108х10 Ст20 ГОСТ 8732-1978,100,,108,10,,,,,,24.17,20,,pdf/трубы/ГОСТ_8732_1978.pdf,,,,,,,,20,,,108х10-20,False,гост-8732-78-бш-108x10-bare,Труба по ГОСТ 8732-78. Бесшовная. Тип БШ. DN 100. Наружный диаметр 108 мм. Толщина стенки 10 мм. Теоретическая масса 24.17 кг/м. Технология: Горячедеформированная. Марка стали Ст20. Условное обозначение: 108х10-20.,dn=100; outer_diameter=108; wall_thickness=10; mass_kg=24.17; material_grade=20; technology=Горячедеформированная; gost_designation=108х10-20; source_subcategory=Стальные,variation,гост-8732-78-бш-108x10-bare,20,Нет,,onbackorder,no,,,,100,,,,Горячедеформированная,,,,Стальные,108х10-20,theoretical_kg_per_m
