description;cnt;example
Отвод по ГОСТ 30753-2001. Бесшовный приварной крутоизогнутый. Тип 2D, радиус R≈DN. Угол 60°. DN 300. Наружный диаметр 323.9 мм. Толщина стенки 10 мм. Исполнение 1. F 305 мм C 610 мм B 467 мм. Марка стали 09Г2С. Масса 24.667 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-60-323-9h10-isp-1-gost-30753-2001/
Отвод по ГОСТ 30753-2001. Бесшовный приварной крутоизогнутый. Тип 2D, радиус R≈DN. Угол 45°. DN 300. Наружный диаметр 323.9 мм. Толщина стенки 10 мм. Исполнение 1. F 305 мм C 610 мм B 467 мм. Марка стали 09Г2С. Масса 18.5 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-45-323-9h10-isp-1-gost-30753-2001/
Отвод по ГОСТ 30753-2001. Бесшовный приварной крутоизогнутый. Тип 2D, радиус R≈DN. Угол 180°. DN 300. Наружный диаметр 323.9 мм. Толщина стенки 10 мм. Исполнение 1. F 305 мм C 610 мм B 467 мм. Марка стали 09Г2С. Масса 74 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-180-323-9h10-isp-1-gost-30753-2001/
Отвод по ГОСТ 22793-83. Угол 90°. DN 50. Наружный диаметр 76 мм. Толщина стенки 9 мм. Исполнение 1. PN 20 МПа. Температура -50…+510. Марка стали 20. Масса 14.5 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-gnutyy-ru-100-90-76h9-isp-1-gost-22793-1983/
Отвод по ГОСТ 22793-83. Угол 60°. DN 50. Наружный диаметр 76 мм. Толщина стенки 9 мм. Исполнение 1. PN 20 МПа. Температура -50…+510. Марка стали 20. Масса 14.5 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-gnutyy-ru-100-60-76h9-isp-1-gost-22793-1983/
Отвод по ГОСТ 22793-83. Угол 45°. DN 65. Наружный диаметр 127 мм. Толщина стенки 28 мм. Исполнение 4. PN 63 МПа. Температура -50…+510. Марка стали 09Г2С. Масса 94.3 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-gnutyy-ru-100-45-127h28-isp-4-gost-22793-1983/
Отвод по ГОСТ 22793-83. Угол 30°. DN 65. Наружный диаметр 127 мм. Толщина стенки 28 мм. Исполнение 4. PN 63 МПа. Температура -50…+510. Марка стали 09Г2С. Масса 94.3 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-gnutyy-ru-100-30-127h28-isp-4-gost-22793-1983/
Отвод по ГОСТ 22793-83. Угол 15°. DN 65. Наружный диаметр 102 мм. Толщина стенки 16 мм. Исполнение 2. PN 32 МПа. Температура -50…+510. Марка стали 20. Масса 39.7 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-gnutyy-ru-100-15-102h16-isp-2-gost-22793-1983/
Отвод по ГОСТ 17375-2001. Бесшовный приварной крутоизогнутый. Тип 3D, радиус R≈1.5DN. Угол 90°. DN 200. Наружный диаметр 219.1 мм. Толщина стенки 8 мм. Исполнение 1. F 305 мм H 127 мм C 610 мм B 414 мм. Марка стали 09Г2С. Масса 20 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-90-219-1h8-isp-1-gost-17375-2001/
Отвод по ГОСТ 17375-2001. Бесшовный приварной крутоизогнутый. Тип 3D, радиус R≈1.5DN. Угол 60°. DN 250. Наружный диаметр 273 мм. Толщина стенки 10 мм. Исполнение 2. F 375 мм W 217 мм H 155 мм C 750 мм B 512 мм. Марка стали 09Г2С. Масса 26 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-60-273h10-gost-17375-2001/
Отвод по ГОСТ 17375-2001. Бесшовный приварной крутоизогнутый. Тип 3D, радиус R≈1.5DN. Угол 45°. DN 200. Наружный диаметр 219.1 мм. Толщина стенки 8 мм. Исполнение 1. F 305 мм H 127 мм C 610 мм B 414 мм. Марка стали 09Г2С. Масса 9.9 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-45-219-1h8-isp-1-gost-17375-2001/
Отвод по ГОСТ 17375-2001. Бесшовный приварной крутоизогнутый. Тип 3D, радиус R≈1.5DN. Угол 180°. DN 200. Наружный диаметр 219.1 мм. Толщина стенки 6.3 мм. Исполнение 1. F 305 мм H 127 мм C 610 мм B 414 мм. Марка стали 09Г2С. Масса 32 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-180-219-1h6-3-isp-1-gost-17375-2001/
Опоры и подвески трубопроводов для восприятия весовых, температурных и динамических нагрузок: неподвижные, скользящие и пружинные по ОСТ 36-94-83, ОСТ 36-104-83 и сериям для тепловых сетей. Изготовление под DN и нагрузку трубопровода, с антикоррозионным покрытием. Комплект документации и маркировка.;2;https://prom-en.forgotaboutdre.ru/catalog/opory/
ОСТ 36-17-85 — нормативный документ из архива нормативов завода «Промышленная Энергетика». Статус Действует. PDF на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Опоры и подвески технологических пластмассовых трубопроводов. Типы и основ…;2;https://prom-en.forgotaboutdre.ru/normativy/ost-36-17-85/
ОСТ 34.10.762-97 — норматив изготовления изделий в каталоге «Промышленная Энергетика». В реестре по этому документу — 33 типоразмеров, охват DN 65–1600. Статус Действует. PDF стандарта на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Де…;2;https://prom-en.forgotaboutdre.ru/normativy/ost-34-10-762-97/
ОСТ 34-10-509-90 — нормативный документ из архива нормативов завода «Промышленная Энергетика». Статус Действует. PDF на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Детали и сборочные единицы трубопроводов из коррозионностойкой стали н…;2;https://prom-en.forgotaboutdre.ru/normativy/ost-34-10-509-1990/
ОСТ 34-10-432-90 — нормативный документ из архива нормативов завода «Промышленная Энергетика». Статус Действует. PDF на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Детали и сборочные единицы трубопроводов из коррозионностойкой стали н…;2;https://prom-en.forgotaboutdre.ru/normativy/ost-34-10-432-1990/
ОСТ 34-10-428-90 — нормативный документ из архива нормативов завода «Промышленная Энергетика». Статус Действует. PDF на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Детали и сборочные единицы трубопроводов из коррозионностойкой стали н…;2;https://prom-en.forgotaboutdre.ru/normativy/ost-34-10-428-1990/
ОСТ 34-10-425-90 — нормативный документ из архива нормативов завода «Промышленная Энергетика». Статус Действует. PDF на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Детали и сборочные единицы трубопроводов из коррозионностойкой стали н…;2;https://prom-en.forgotaboutdre.ru/normativy/ost-34-10-425-90/
ОСТ 34-10-420-90 — нормативный документ из архива нормативов завода «Промышленная Энергетика». Статус Действует. PDF на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Детали и сборочные единицы трубопроводов из коррозионностойкой стали н…;2;https://prom-en.forgotaboutdre.ru/normativy/ost-34-10-420-1990/
ОСТ 34-10-418-90 — нормативный документ из архива нормативов завода «Промышленная Энергетика». Статус Действует. PDF на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Детали и сборочные единицы трубопроводов из коррозионностойкой стали н…;2;https://prom-en.forgotaboutdre.ru/normativy/ost-34-10-418-1990/
ОСТ 24.125.09-89 — нормативный документ из архива нормативов завода «Промышленная Энергетика». Статус Действует. PDF на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Детали и сборочные единицы из сталей аустенитного класса для трубопров…;2;https://prom-en.forgotaboutdre.ru/normativy/ost-24-125-09-89/
Крепёж по ГОСТ 9066-75. Резьба M24. Длина 650 мм. Масса 57.70762 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/shpilki/seriya/gost-9066-1970/
Крепёж по ГОСТ 9064-75. Резьба M60.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/gayki/gayka-m60-gost-9064-75/
Крепёж по ГОСТ 7808-70. Резьба M20. Длина 105 мм. Класс прочности 10.9. Масса 441.1 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/bolty/bolt-m20h105-10-9-gost-7808-70/
Крепёж по ГОСТ 7805-70. Резьба M24. Длина 115 мм. Класс прочности 10.9.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/bolty/bolt-m24h115-10-9-gost-7805-70/
Крепёж по ГОСТ 7798-70. Резьба M20. Длина 14 мм. Класс прочности 10.9. Масса 149.4 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/bolty/bolt-m20h14-10-9-gost-7798-70/
Крепёж по ГОСТ 7796-70. Резьба M20. Длина 140 мм. Класс прочности 10.9. Масса 638.5 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/bolty/bolt-m20h140-10-9-gost-7796-70/
Крепёж по ГОСТ 7795-70. Резьба M22. Длина 32 мм. Класс прочности 10.9.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/bolty/bolt-m22h32-10-9-gost-7795-70/
Крепёж по ГОСТ 6402-70. Резьба M8. Масса 0.827 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/shayby/shayba-8-tip-l-gost-6402-70/
Крепёж по ГОСТ 6402-70. Резьба M5. Масса 0.191 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/shayby/shayba-5-tip-l-gost-6402-70/
Крепёж по ГОСТ 6402-70. Резьба M48. Масса 126.3 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/shayby/shayba-48-tip-l-gost-6402-70/
Крепёж по ГОСТ 6402-70. Резьба M45. Масса 120.1 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/shayby/shayba-45-tip-l-gost-6402-70/
Крепёж по ГОСТ 6402-70. Резьба M42. Масса 113.9 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/shayby/shayba-42-tip-l-gost-6402-70/
Крепёж по ГОСТ 6402-70. Резьба M39. Масса 73.9 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/shayby/shayba-39-tip-l-gost-6402-70/
Крепёж по ГОСТ 6402-70. Резьба M33. Масса 65.07 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/shayby/shayba-33-tip-l-gost-6402-70/
Крепёж по ГОСТ 6402-70. Резьба M3. Масса 0.084 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/shayby/shayba-3-tip-l-gost-6402-70/
Крепёж по ГОСТ 6402-70. Резьба M2.5. Масса 0.042 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/shayby/shayba-2-5-tip-l-gost-6402-70/
Крепёж по ГОСТ 5929-70. Резьба M12. Масса 7.826 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/gayki/gayka-m12-gost-5929-70/
Крепёж по ГОСТ 5927-70. Резьба M12. Масса 15.670 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/gayki/gayka-m12-gost-5927-70/
Крепёж по ГОСТ 5916-70. Резьба M12. Масса 6.840 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/gayki/gayka-m12-gost-5916-70/
Крепёж по ГОСТ 5915-70. Резьба M14. Масса 25.330 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/gayki/gayka-m14-gost-5915-70/
Крепёж по ГОСТ 22043-76. Резьба M20. Длина 340 мм. Класс прочности 5.8. Масса 798.5 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/bolty/bolt-m20h340-5-8-gost-22043-76/
Крепёж по ГОСТ 22032-76. Резьба M22. Длина 32 мм. Класс прочности 10.9. Масса 286.6 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/bolty/bolt-m22h32-10-9-gost-22032-76/
Крепёж по ГОСТ 15591-70. Резьба M262.1. Длина 260 мм. Класс прочности 4.6. Масса 552 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/shpilki/seriya/gost-15591-1970/
Крепёж по ГОСТ 15590-70. Резьба M20. Длина 240 мм. Класс прочности 4.6. Масса 567. кг.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/shpilki/seriya/gost-15590-1970/
Крепёж по ГОСТ 11371-78. Резьба M22.0. Масса 17.470 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/shayby/seriya/gost-11371-1978/
Крепёж по ГОСТ 10607-94. Резьба M90. Класс прочности 8.8. Масса 3.05 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/gayki/gayka-m90-8-8-gost-10607-94/
Крепёж по ГОСТ 10605-94. Резьба M90. Класс прочности 8.8. Масса 4.88 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/gayki/gayka-m90-8-8-gost-10605-94/
Крепёж по ГОСТ 10602-94. Резьба M76. Длина 280 мм. Класс прочности 8.8. Масса 13.6 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/bolty/bolt-m76h280-8-8-gost-10602-94/
Крепёж по ГОСТ 10494-80. Резьба M36. Длина 70 мм. Марка стали 20. Масса 1.871 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/krepezh/shpilki/seriya/gost-10494-1980/
Колено с опорой по ГОСТ 22818-83. Угол 90°. DN 65. Наружный диаметр 115 мм. Толщина стенки 19 мм. Исполнение 2. PN 32 МПа. Температура -50…+510. опора D 70 мм. Марка стали 20. Масса 17.9 кг.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/koleno-s-oporoy-dn-65-isp-2-pn-32-20-gost-22818-1983/
Изделие по ОСТ 24.125.24-89. Тип: ФП. DN 80. PN 6.3 МПа. Исполнение 30.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-89h5-0-isp-30-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-89. Тип: ФП. DN 80. PN 16 МПа. Исполнение 07.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-89h8-0-isp-07-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-89. Тип: ФП. DN 80. PN 10 МПа. Исполнение 22.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-89h5-0-isp-22-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-89. Тип: ФП. DN 65. PN 6.3 МПа. Исполнение 29.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-76h4-5-isp-29-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-89. Тип: ФП. DN 65. PN 16 МПа. Исполнение 06.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-76h7-0-isp-06-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-89. Тип: ФП. DN 65. PN 10 МПа. Исполнение 21.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-76h4-5-isp-21-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-89. Тип: ФП. DN 50. PN 6.3 МПа. Исполнение 28.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-57h4-0-isp-28-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-89. Тип: ФП. DN 50. PN 16 МПа. Исполнение 05.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-57h5-5-isp-05-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-89. Тип: ФП. DN 50. PN 10 МПа. Исполнение 20.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-57h4-0-isp-20-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-89. Тип: ФП. DN 32. PN 16 МПа. Исполнение 04.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-38h3-5-isp-04-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-89. Тип: ФП. DN 300. PN 4.0 МПа. Исполнение 42.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-325h12-isp-42-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-89. Тип: ФП. DN 300. PN 16 МПа. Исполнение 18.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-325h16-isp-18-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-89. Тип: ФП. DN 300. PN 10 МПа. Исполнение 27.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-325h16-isp-27-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-89. Тип: ФП. DN 250. PN 6.3 МПа. Исполнение 35.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-273h11-isp-35-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-89. Тип: ФП. DN 250. PN 4.0 МПа. Исполнение 41.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-273h11-isp-41-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-89. Тип: ФП. DN 25. PN 16 МПа. Исполнение 03.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-32h3-5-isp-03-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-89. Тип: ФП. DN 200. PN 6.3 МПа. Исполнение 34.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-220h8-0-isp-34-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-89. Тип: ФП. DN 200. PN 4.0 МПа. Исполнение 40.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-220h8-0-isp-40-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-89. Тип: ФП. DN 200. PN 16 МПа. Исполнение 17.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-219h12-isp-17-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-89. Тип: ФП. DN 200. PN 10 МПа. Исполнение 26.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-219h12-isp-26-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-89. Тип: ФП. DN 20. PN 16 МПа. Исполнение 02.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-25h3-0-isp-02-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-89. Тип: ФП. DN 150. PN 6.3 МПа. Исполнение 33.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-159h9-0-isp-33-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-89. Тип: ФП. DN 150. PN 4.0 МПа. Исполнение 39.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-159h6-5-isp-39-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-89. Тип: ФП. DN 150. PN 16 МПа. Исполнение 10.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-159h13-isp-10-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-89. Тип: ФП. DN 150. PN 10 МПа. Исполнение 25.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-159h9-0-isp-25-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-89. Тип: ФП. DN 15. PN 16 МПа. Исполнение 01.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-18h2-5-isp-01-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-89. Тип: ФП. DN 125. PN 6.3 МПа. Исполнение 32.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-133h6-0-isp-32-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-89. Тип: ФП. DN 125. PN 4.0 МПа. Исполнение 38.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-133h6-0-isp-38-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-89. Тип: ФП. DN 125. PN 16 МПа. Исполнение 09.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-133h11-isp-09-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-89. Тип: ФП. DN 125. PN 10 МПа. Исполнение 24.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-133h8-0-isp-24-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-89. Тип: ФП. DN 100. PN 4.0 МПа. Исполнение 37.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-108h5-0-isp-37-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-89. Тип: ФП. DN 100. PN 16 МПа. Исполнение 08.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-108h9-0-isp-08-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-89. Тип: ФП. DN 100. PN 10 МПа. Исполнение 23.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-108h7-0-isp-23-08h18n10t-ost-24-125-24-1989-2/
Изделие по ОСТ 24.125.24-89. Тип: ФП. DN 10. PN 10 МПа. Исполнение 19.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-14h2-0-isp-19-08h18n10t-ost-24-125-24-1989-2/
Изделие по ГОСТ 28759.2-2022. Тип: ФП. DN 1030. PN 3 МПа. Исполнение 1.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-fp-dn1030-gost-28759-2-2022/
Изделие по ГОСТ 12821-80. Тип: ФВ. Обозначение: 1-80-25. DN 80. PN 25 кгс/см² (2.5 МПа). Исполнение 1.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-vorot/flanec-fv-dn80-pn25-gost-12821-1980/
Изделие по ГОСТ 12820-80. Тип: ФП. DN 100. PN 1 МПа. Исполнение 1.;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-fp-dn100-gost-12820-1980/
Заглушка эллиптическая бесшовная приварная по СТО СРО-П 60542948.00016-2013. Исполнение 2. DN 300. Наружный диаметр D 325 мм. Толщина стенки T 8 мм. Марка стали 08Х18Н10Т. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 325х8.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/zaglushki/seriya/sto-sro-p-60542948-00016-2013/
Заглушка эллиптическая бесшовная приварная по ОСТ 34-42-670-84. Исполнение 024. DN 80. Наружный диаметр D 89 мм. Толщина стенки T 3.5 мм. Марка стали ст.20. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/zaglushki/seriya/ost-34-42-670-1984/
Заглушка эллиптическая бесшовная приварная по ОСТ 34-42-667-84. Исполнение 06. DN 700. Наружный диаметр D 720 мм. Толщина стенки T 8 мм. Марка стали ст.20. Масса 4.7 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/zaglushki/seriya/ost-34-42-667-1984/
Заглушка эллиптическая бесшовная приварная по ОСТ 34-42-666-84. Исполнение 25. DN 300. Наружный диаметр D 325 мм. Толщина стенки T 8 мм. Марка стали ст.20. Масса 9.07 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/zaglushki/seriya/ost-34-42-666-1984/
Заглушка эллиптическая бесшовная приварная по ОСТ 34-10-509-90. Исполнение 41. DN 200. Наружный диаметр D 219 мм. Толщина стенки T 11 мм. Марка стали 08Х18Н10Т. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/zaglushki/seriya/ost-34-10-509-1990/
Заглушка эллиптическая бесшовная приварная по ОСТ 34-10-428-90. Исполнение 10. DN 160. Наружный диаметр D 500 мм. Толщина стенки T 125 мм. Марка стали 08Х18Н10Т. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 500х125.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/zaglushki/seriya/ost-34-10-428-1990/
Заглушка эллиптическая бесшовная приварная по ОСТ 24.125.57-89. Исполнение 08. DN 08. Наружный диаметр D 78 мм. Толщина стенки T 25 мм. Марка стали ст.20. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/zaglushki/bobyshka-isp-08-d78-s25-st-20-ost-24-125-57-1989/
Заглушка эллиптическая бесшовная приварная по ОСТ 24.125.11-89. Исполнение 04. DN 25. Наружный диаметр D 32 мм. Толщина стенки T 3.5 мм. Марка стали 08Х18Н10Т. Масса 0.30 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/zaglushki/seriya/ost-24-125-11-1989/
Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 125. Наружный диаметр D 139.7 мм. Толщина стенки T 6.3 мм. Высота K 76 мм. Марка стали 09Г2С. Масса 2.8 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-139.7х6.3.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/zaglushki/seriya/gost-17379-2001/
Заглушка фланцевая по ГОСТ 22815-83. Условный проход Dy 100 мм. Наружный диаметр D 260 мм. PN 100 МПа. Исполнение 1. Размер A 195 мм. Марка стали 09Г2С. Масса 19.8 кг. Температура среды от -50 до +510 °C. Условное обозначение: 1-100-100.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/zaglushki/seriya/gost-22815-1983/
Днище эллиптическое отбортованное по ОСТ 24.125.53-89. Наружный диаметр D 159 мм. Высота эллиптической части H 30 мм. Толщина стенки s 7 мм. Марка стали ст.20. Масса 3.1 кг. Рабочее давление PN до 6,3 МПа.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/dnishcha/donyshko-159h7-isp-17-st-20-ost-24-125-53-1989/
Днище эллиптическое отбортованное по ОСТ 24.125.21-89. Наружный диаметр D 108 мм. Толщина стенки s 9 мм. Марка стали 08Х18Н10Т. Рабочее давление PN до 6,3 МПа. Условное обозначение: 108-9.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/dnishcha/dnische-ellipticheskoe-d108-h-s9-ost-24-125-21-1989-2/
Днище эллиптическое отбортованное по ГОСТ 6533-78. Наружный диаметр D 325 мм. Высота эллиптической части H 81 мм. Высота борта h1 25 мм. Толщина стенки s 8 мм. Объём 8.42 дм³. Марка стали 09Г2С. Масса 8.3 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 325-8.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/dnishcha/dnische-ellipticheskoe-d325-h-s8-gost-6533-1978/
